HBM_CATMAN_DATAFILE_40
test kommentar
4/15/2011
11:15
CHANNELS: 5
SEPARATOR: 9
MAXLINES: 1000               

Time DEVICE_1 (Sample rate 1)	F8111	F8113	F8114	F8116
s	N	N	N	N
4/15/2011-11:15	4/15/2011-11:15	4/15/2011-11:15	4/15/2011-11:15	4/15/2011-11:15
				
T0 =15.04.11 11:15:11	T0 =15.04.11 11:15:11	T0 =15.04.11 11:15:11	T0 =15.04.11 11:15:11	T0 =15.04.11 11:15:11
dt =20 ms	dt =20 ms	dt =20 ms	dt =20 ms	dt =20 ms
CH 0	CH 1	CH 2	CH 3	CH 4
Serial No. (Electronics / CP)Not available	Serial No. (Electronics / CP)901905018104 / 	Serial No. (Electronics / CP)900059039101 / 801043597140	Serial No. (Electronics / CP)901905018104 / 	Serial No. (Electronics / CP)901905015104 / 
Not available ID=0	ML10 ID=5006	ML10 ID=5006	ML10 ID=5006	ML10 ID=5006
Not available ID=0	Default connector plate (AP 01/03/04/07/11/12/13) ID=5500	AP 01 i ID=5530	Default connector plate (AP 01/03/04/07/11/12/13) ID=5500	Default connector plate (AP 01/03/04/07/11/12/13) ID=5500
Not available ID=0	Full bridge (low level) ID=358	Full bridge (low level) ID=358	Full bridge (low level) ID=358	Full bridge (low level) ID=358
x1=0 y1=0;x2=0 y2=0	x1=0.2111 y1=0;x2=2.2111 y2=-55.3	x1=0.7379 y1=0;x2=2.7379 y2=-77.02	x1=0.6193 y1=0;x2=2.6193 y2=-68.43999	x1=-0.468 y1=0;x2=1.532 y2=-56.14
         (Electr.)	mV/V     (Electr.)	mV/V     (Electr.)	mV/V     (Electr.)	mV/V     (Electr.)
         (Engin.)	N        (Engin.)	N        (Engin.)	N        (Engin.)	N        (Engin.)
0  Nominal value	-55.3 N Nominal value	-77.02 N Nominal value	-68.43999 N Nominal value	-56.14 N Nominal value
Not available ID=0	Net signal ID=215	Net signal ID=215	Net signal ID=215	Net signal ID=215
Scaling = Engineering units ID=0	Scaling = Engineering units ID=0	Scaling = Engineering units ID=0	Scaling = Engineering units ID=0	Scaling = Engineering units ID=0
Not available ID=0	5 V excitation ID=14	5 V excitation ID=14	5 V excitation ID=14	5 V excitation ID=14
Filter = Not available ID=0	Filter = Butterworth lowpass ID=141	Filter = Butterworth lowpass ID=141	Filter = Butterworth lowpass ID=141	Filter = Butterworth lowpass ID=141
fg = Not available ID=0	fg = 5 Hz ID=935	fg = 5 Hz ID=935	fg = 5 Hz ID=935	fg = 5 Hz ID=935
0  Zero	0 N Zero	0 N Zero	0 N Zero	0 N Zero
0  Tare	0.079 N Tare	17.1338 N Tare	17.1317 N Tare	-0.3767 N Tare
0  Software-Zero	0 N Software-Zero	0 N Software-Zero	0 N Software-Zero	0 N Software-Zero
Gage factor = 0	Gage factor = 0	Gage factor = 0	Gage factor = 0	Gage factor = 0
Bridge factor = 0	Bridge factor = 1	Bridge factor = 1	Bridge factor = 1	Bridge factor = 1
Software scaling: None	Software scaling: None	Software scaling: None	Software scaling: None	Software scaling: None
Sensor: None	Sensor: None	Sensor: None	Sensor: None	Sensor: None
Sensor T-ID: None	Sensor T-ID: None	Sensor T-ID: None	Sensor T-ID: None	Sensor T-ID: None
Cable length correction Not available	Cable length correction Not available	Cable length correction Not available	Cable length correction Not available	Cable length correction Not available

0.000	0.003	0.018	-1.230	0.002
0.020	0.003	0.017	-1.250	0.002
0.040	0.003	0.016	-1.253	0.002
0.060	0.003	0.015	-1.234	0.003
0.080	0.003	0.014	-1.199	0.003
0.100	0.003	0.014	-1.170	0.002
0.120	0.003	0.013	-1.169	0.003
0.140	0.003	0.014	-1.187	0.003
0.160	0.003	0.015	-1.210	0.003
0.180	0.003	0.016	-1.222	0.002
0.200	0.003	0.017	-1.216	0.002
0.220	0.003	0.018	-1.199	0.002
0.240	0.003	0.018	-1.196	0.002
0.260	0.003	0.017	-1.204	0.002
0.280	0.003	0.016	-1.217	0.003
0.300	0.003	0.015	-1.231	0.003
0.320	0.003	0.015	-1.228	0.003
0.340	0.003	0.013	-1.223	0.002
0.360	0.003	0.013	-1.230	0.002
0.380	0.003	0.013	-1.245	0.002
0.400	0.003	0.014	-1.266	0.003
0.420	0.003	0.015	-1.282	0.003
0.440	0.002	0.017	-1.272	0.003
0.460	0.002	0.018	-1.242	0.002
0.480	0.002	0.019	-1.205	0.001
0.500	0.002	0.019	-1.166	0.000
0.520	0.002	0.019	-1.149	0.000
0.540	0.002	0.017	-1.150	0.001
0.560	0.002	0.016	-1.160	0.001
0.580	0.002	0.015	-1.182	0.001
0.600	0.002	0.015	-1.205	0.001
0.620	0.002	0.014	-1.224	0.001
0.640	0.002	0.014	-1.246	0.002
0.660	0.002	0.016	-1.262	0.002
0.680	0.002	0.017	-1.266	0.001
0.700	0.002	0.017	-1.262	0.001
0.720	0.002	0.018	-1.245	0.002
0.740	0.002	0.019	-1.224	0.002
0.760	0.002	0.019	-1.203	0.002
0.780	0.002	0.018	-1.184	0.002
0.800	0.002	0.017	-1.173	0.002
0.820	0.002	0.016	-1.169	0.003
0.840	0.002	0.014	-1.175	0.002
0.860	0.002	0.014	-1.190	0.001
0.880	0.002	0.014	-1.212	0.001
0.900	0.002	0.014	-1.228	0.001
0.920	0.002	0.014	-1.234	0.001
0.940	0.002	0.016	-1.233	0.001
0.960	0.002	0.017	-1.225	0.002
0.980	0.002	0.018	-1.217	0.002
1.000	0.002	0.019	-1.211	0.002
1.020	0.002	0.019	-1.202	0.002
1.040	0.002	0.018	-1.191	0.003
1.060	0.002	0.017	-1.182	0.003
1.080	0.002	0.016	-1.170	0.003
1.100	0.002	0.016	-1.168	0.003
1.120	0.002	0.014	-1.183	0.003
1.140	0.002	0.014	-1.207	0.002
1.160	0.002	0.015	-1.235	0.002
1.180	0.002	0.016	-1.253	0.003
1.200	0.002	0.017	-1.261	0.003
1.220	0.002	0.019	-1.270	0.002
1.240	0.002	0.020	-1.284	0.002
1.260	0.002	0.021	-1.294	0.002
1.280	0.002	0.021	-1.294	0.002
1.300	0.002	0.021	-1.269	0.002
1.320	0.002	0.020	-1.220	0.001
1.340	0.002	0.018	-1.170	0.000
1.360	0.002	0.017	-1.135	0.000
1.380	0.002	0.017	-1.129	0.002
1.400	0.003	0.016	-1.150	0.002
1.420	0.003	0.016	-1.183	0.001
1.440	0.003	0.018	-1.216	0.000
1.460	0.003	0.019	-1.249	0.000
1.480	0.003	0.020	-1.275	-0.001
1.500	0.003	0.022	-1.302	0.000
1.520	0.003	0.022	-1.319	0.000
1.540	0.003	0.021	-1.306	0.000
1.560	0.003	0.020	-1.259	0.000
1.580	0.003	0.019	-1.182	0.000
1.600	0.003	0.018	-1.106	0.001
1.620	0.003	0.016	-1.064	0.001
1.640	0.002	0.016	-1.071	0.000
1.660	0.002	0.017	-1.122	0.001
1.680	0.003	0.017	-1.195	0.002
1.700	0.003	0.018	-1.253	0.002
1.720	0.003	0.021	-1.289	0.002
1.740	0.003	0.022	-1.301	0.002
1.760	0.003	0.022	-1.294	0.002
1.780	0.003	0.023	-1.277	0.003
1.800	0.003	0.023	-1.236	0.003
1.820	0.003	0.021	-1.170	0.003
1.840	0.003	0.020	-1.091	0.003
1.860	0.003	0.019	-1.018	0.003
1.880	0.003	0.018	-0.995	0.003
1.900	0.003	0.017	-1.037	0.002
1.920	0.003	0.017	-1.123	0.002
1.940	0.003	0.018	-1.218	0.003
1.960	0.003	0.019	-1.284	0.003
1.980	0.003	0.021	-1.302	0.003
2.000	0.003	0.022	-1.289	0.003
2.020	0.003	0.023	-1.260	0.003
2.040	0.003	0.022	-1.224	0.004
2.060	0.003	0.021	-1.182	0.003
2.080	0.003	0.020	-1.117	0.002
2.100	0.003	0.018	-1.031	0.002
2.120	0.003	0.016	-0.957	0.002
2.140	0.003	0.015	-0.929	0.003
2.160	0.003	0.015	-0.969	0.003
2.180	0.003	0.015	-1.068	0.004
2.200	0.003	0.016	-1.177	0.004
2.220	0.003	0.018	-1.255	0.003
2.240	0.003	0.019	-1.278	0.003
2.260	0.003	0.020	-1.253	0.003
2.280	0.003	0.021	-1.209	0.003
2.300	0.003	0.022	-1.173	0.002
2.320	0.003	0.021	-1.141	0.001
2.340	0.003	0.019	-1.101	0.001
2.360	0.003	0.019	-1.049	0.001
2.380	0.003	0.019	-0.998	0.002
2.400	0.003	0.018	-0.991	0.004
2.420	0.003	0.018	-1.046	0.004
2.440	0.003	0.020	-1.147	0.003
2.460	0.003	0.021	-1.260	0.002
2.480	0.003	0.022	-1.333	0.001
2.500	0.003	0.024	-1.340	0.001
2.520	0.003	0.025	-1.291	0.002
2.540	0.003	0.025	-1.220	0.002
2.560	0.003	0.024	-1.154	0.003
2.580	0.004	0.024	-1.111	0.003
2.600	0.004	0.022	-1.080	0.002
2.620	0.004	0.020	-1.057	0.002
2.640	0.004	0.020	-1.050	0.001
2.660	0.003	0.020	-1.077	0.001
2.680	0.003	0.019	-1.148	0.002
2.700	0.003	0.020	-1.247	0.003
2.720	0.003	0.021	-1.335	0.003
2.740	0.003	0.022	-1.367	0.003
2.760	0.003	0.023	-1.334	0.002
2.780	0.003	0.024	-1.251	0.002
2.800	0.003	0.024	-1.158	0.002
2.820	0.004	0.023	-1.090	0.001
2.840	0.003	0.021	-1.059	0.001
2.860	0.003	0.021	-1.055	0.002
2.880	0.004	0.019	-1.063	0.003
2.900	0.003	0.018	-1.077	0.004
2.920	0.004	0.018	-1.106	0.004
2.940	0.004	0.019	-1.159	0.003
2.960	0.004	0.018	-1.224	0.002
2.980	0.004	0.019	-1.280	0.003
3.000	0.004	0.020	-1.296	0.004
3.020	0.004	0.021	-1.251	0.003
3.040	0.004	0.021	-1.171	0.002
3.060	0.003	0.022	-1.092	0.001
3.080	0.003	0.022	-1.047	0.001
3.100	0.003	0.021	-1.057	0.002
3.120	0.003	0.020	-1.100	0.003
3.140	0.003	0.020	-1.153	0.004
3.160	0.003	0.020	-1.201	0.005
3.180	0.003	0.019	-1.238	0.005
3.200	0.003	0.020	-1.274	0.004
3.220	0.003	0.020	-1.306	0.003
3.240	0.003	0.020	-1.316	0.002
3.260	0.003	0.021	-1.290	0.003
3.280	0.003	0.021	-1.220	0.003
3.300	0.004	0.021	-1.129	0.002
3.320	0.004	0.021	-1.053	0.002
3.340	0.003	0.021	-1.023	0.002
3.360	0.003	0.020	-1.047	0.003
3.380	0.003	0.019	-1.112	0.003
3.400	0.003	0.019	-1.187	0.002
3.420	0.003	0.018	-1.247	0.002
3.440	0.003	0.018	-1.286	0.003
3.460	0.003	0.018	-1.303	0.003
3.480	0.004	0.018	-1.304	0.004
3.500	0.004	0.019	-1.289	0.005
3.520	0.004	0.019	-1.249	0.005
3.540	0.004	0.019	-1.188	0.005
3.560	0.004	0.020	-1.127	0.004
3.580	0.004	0.020	-1.086	0.003
3.600	0.004	0.019	-1.083	0.003
3.620	0.004	0.018	-1.121	0.002
3.640	0.004	0.018	-1.176	0.002
3.660	0.004	0.017	-1.224	0.003
3.680	0.004	0.016	-1.253	0.003
3.700	0.004	0.016	-1.262	0.003
3.720	0.004	0.017	-1.258	0.003
3.740	0.004	0.017	-1.249	0.001
3.760	0.004	0.017	-1.233	0.001
3.780	0.003	0.018	-1.208	0.001
3.800	0.003	0.018	-1.171	0.001
3.820	0.003	0.019	-1.129	0.001
3.840	0.003	0.019	-1.098	0.001
3.860	0.003	0.018	-1.085	0.002
3.880	0.004	0.017	-1.097	0.003
3.900	0.004	0.016	-1.126	0.004
3.920	0.004	0.016	-1.156	0.002
3.940	0.004	0.015	-1.185	0.001
3.960	0.004	0.015	-1.212	0.001
3.980	0.004	0.015	-1.233	0.001
4.000	0.004	0.016	-1.244	0.001
4.020	0.004	0.016	-1.237	0.002
4.040	0.004	0.016	-1.208	0.003
4.060	0.004	0.017	-1.166	0.003
4.080	0.004	0.018	-1.126	0.002
4.100	0.004	0.017	-1.100	0.003
4.120	0.004	0.017	-1.098	0.003
4.140	0.004	0.017	-1.121	0.002
4.160	0.004	0.015	-1.159	0.002
4.180	0.004	0.015	-1.201	0.002
4.200	0.004	0.015	-1.240	0.002
4.220	0.004	0.015	-1.263	0.003
4.240	0.004	0.014	-1.267	0.003
4.260	0.004	0.015	-1.246	0.002
4.280	0.004	0.016	-1.207	0.002
4.300	0.004	0.016	-1.167	0.002
4.320	0.004	0.016	-1.144	0.002
4.340	0.004	0.017	-1.145	0.002
4.360	0.004	0.017	-1.163	0.001
4.380	0.004	0.016	-1.179	0.001
4.400	0.004	0.015	-1.185	0.001
4.420	0.004	0.015	-1.177	0.001
4.440	0.004	0.013	-1.162	0.002
4.460	0.004	0.013	-1.159	0.003
4.480	0.005	0.012	-1.172	0.003
4.500	0.004	0.012	-1.189	0.003
4.520	0.004	0.012	-1.197	0.004
4.540	0.004	0.013	-1.179	0.003
4.560	0.004	0.014	-1.152	0.003
4.580	0.004	0.014	-1.135	0.002
4.600	0.004	0.015	-1.140	0.002
4.620	0.004	0.015	-1.168	0.003
4.640	0.004	0.014	-1.202	0.003
4.660	0.004	0.013	-1.217	0.002
4.680	0.004	0.013	-1.214	0.003
4.700	0.004	0.012	-1.194	0.003
4.720	0.004	0.011	-1.179	0.003
4.740	0.004	0.011	-1.180	0.002
4.760	0.004	0.011	-1.180	0.002
4.780	0.004	0.011	-1.172	0.003
4.800	0.004	0.012	-1.149	0.003
4.820	0.004	0.013	-1.123	0.003
4.840	0.004	0.014	-1.119	0.003
4.860	0.004	0.014	-1.149	0.003
4.880	0.004	0.014	-1.200	0.002
4.900	0.004	0.014	-1.247	0.002
4.920	0.004	0.013	-1.264	0.002
4.940	0.004	0.012	-1.242	0.002
4.960	0.004	0.011	-1.201	0.002
4.980	0.004	0.011	-1.174	0.003
5.000	0.004	0.010	-1.170	0.003
5.020	0.004	0.010	-1.182	0.003
5.040	0.004	0.010	-1.190	0.002
5.060	0.004	0.012	-1.175	0.002
5.080	0.004	0.013	-1.149	0.002
5.100	0.004	0.014	-1.140	0.003
5.120	0.004	0.014	-1.157	0.002
5.140	0.004	0.014	-1.199	0.001
5.160	0.004	0.013	-1.237	0.001
5.180	0.004	0.013	-1.242	0.002
5.200	0.004	0.012	-1.210	0.002
5.220	0.004	0.011	-1.163	0.002
5.240	0.004	0.011	-1.134	0.002
5.260	0.004	0.011	-1.149	0.002
5.280	0.004	0.012	-1.194	0.003
5.300	0.004	0.012	-1.233	0.003
5.320	0.004	0.013	-1.249	0.004
5.340	0.004	0.015	-1.235	0.004
5.360	0.004	0.016	-1.221	0.004
5.380	0.004	0.017	-1.229	0.003
5.400	0.004	0.017	-1.252	0.003
5.420	0.004	0.016	-1.270	0.002
5.440	0.004	0.014	-1.253	0.003
5.460	0.004	0.013	-1.196	0.004
5.480	0.004	0.013	-1.131	0.004
5.500	0.004	0.012	-1.100	0.004
5.520	0.004	0.011	-1.119	0.004
5.540	0.004	0.012	-1.178	0.003
5.560	0.004	0.013	-1.239	0.001
5.580	0.004	0.013	-1.273	0.001
5.600	0.004	0.015	-1.268	0.002
5.620	0.004	0.016	-1.237	0.003
5.640	0.004	0.016	-1.206	0.004
5.660	0.004	0.015	-1.190	0.004
5.680	0.004	0.014	-1.178	0.004
5.700	0.004	0.012	-1.148	0.004
5.720	0.004	0.011	-1.098	0.003
5.740	0.004	0.010	-1.039	0.003
5.760	0.004	0.009	-1.007	0.002
5.780	0.004	0.009	-1.023	0.002
5.800	0.004	0.009	-1.073	0.002
5.820	0.004	0.010	-1.139	0.002
5.840	0.004	0.012	-1.189	0.002
5.860	0.005	0.013	-1.203	0.002
5.880	0.005	0.015	-1.203	0.002
5.900	0.004	0.015	-1.204	0.002
5.920	0.004	0.015	-1.209	0.002
5.940	0.004	0.014	-1.217	0.002
5.960	0.004	0.013	-1.201	0.001
5.980	0.004	0.012	-1.156	0.001
6.000	0.004	0.011	-1.105	0.002
6.020	0.004	0.011	-1.072	0.003
