HBM_CATMAN_DATAFILE_40
test kommentar
4/15/2011
10:49
CHANNELS: 5
SEPARATOR: 9
MAXLINES: 1000               

Time DEVICE_1 (Sample rate 1)	F8111	F8113	F8114	F8116
s	N	N	N	N
4/15/2011-10:49	4/15/2011-10:49	4/15/2011-10:49	4/15/2011-10:49	4/15/2011-10:49
				
T0 =15.04.11 10:48:57	T0 =15.04.11 10:48:57	T0 =15.04.11 10:48:57	T0 =15.04.11 10:48:57	T0 =15.04.11 10:48:57
dt =20 ms	dt =20 ms	dt =20 ms	dt =20 ms	dt =20 ms
CH 0	CH 1	CH 2	CH 3	CH 4
Serial No. (Electronics / CP)Not available	Serial No. (Electronics / CP)901905018104 / 	Serial No. (Electronics / CP)900059039101 / 801043597140	Serial No. (Electronics / CP)901905018104 / 	Serial No. (Electronics / CP)901905015104 / 
Not available ID=0	ML10 ID=5006	ML10 ID=5006	ML10 ID=5006	ML10 ID=5006
Not available ID=0	Default connector plate (AP 01/03/04/07/11/12/13) ID=5500	AP 01 i ID=5530	Default connector plate (AP 01/03/04/07/11/12/13) ID=5500	Default connector plate (AP 01/03/04/07/11/12/13) ID=5500
Not available ID=0	Full bridge (low level) ID=358	Full bridge (low level) ID=358	Full bridge (low level) ID=358	Full bridge (low level) ID=358
x1=0 y1=0;x2=0 y2=0	x1=0.2111 y1=0;x2=2.2111 y2=-55.3	x1=0.7379 y1=0;x2=2.7379 y2=-77.02	x1=0.6193 y1=0;x2=2.6193 y2=-68.43999	x1=-0.468 y1=0;x2=1.532 y2=-56.14
         (Electr.)	mV/V     (Electr.)	mV/V     (Electr.)	mV/V     (Electr.)	mV/V     (Electr.)
         (Engin.)	N        (Engin.)	N        (Engin.)	N        (Engin.)	N        (Engin.)
0  Nominal value	-55.3 N Nominal value	-77.02 N Nominal value	-68.43999 N Nominal value	-56.14 N Nominal value
Not available ID=0	Net signal ID=215	Net signal ID=215	Net signal ID=215	Net signal ID=215
Scaling = Engineering units ID=0	Scaling = Engineering units ID=0	Scaling = Engineering units ID=0	Scaling = Engineering units ID=0	Scaling = Engineering units ID=0
Not available ID=0	5 V excitation ID=14	5 V excitation ID=14	5 V excitation ID=14	5 V excitation ID=14
Filter = Not available ID=0	Filter = Butterworth lowpass ID=141	Filter = Butterworth lowpass ID=141	Filter = Butterworth lowpass ID=141	Filter = Butterworth lowpass ID=141
fg = Not available ID=0	fg = 5 Hz ID=935	fg = 5 Hz ID=935	fg = 5 Hz ID=935	fg = 5 Hz ID=935
0  Zero	0 N Zero	0 N Zero	0 N Zero	0 N Zero
0  Tare	0.0778 N Tare	17.1358 N Tare	17.1253 N Tare	-0.3833 N Tare
0  Software-Zero	0 N Software-Zero	0 N Software-Zero	0 N Software-Zero	0 N Software-Zero
Gage factor = 0	Gage factor = 0	Gage factor = 0	Gage factor = 0	Gage factor = 0
Bridge factor = 0	Bridge factor = 1	Bridge factor = 1	Bridge factor = 1	Bridge factor = 1
Software scaling: None	Software scaling: None	Software scaling: None	Software scaling: None	Software scaling: None
Sensor: None	Sensor: None	Sensor: None	Sensor: None	Sensor: None
Sensor T-ID: None	Sensor T-ID: None	Sensor T-ID: None	Sensor T-ID: None	Sensor T-ID: None
Cable length correction Not available	Cable length correction Not available	Cable length correction Not available	Cable length correction Not available	Cable length correction Not available

0.000	0.001	0.002	0.262	0.004
0.020	0.001	0.001	0.321	0.003
0.040	0.001	0.002	0.353	0.004
0.060	0.001	0.002	0.354	0.005
0.080	0.001	0.002	0.321	0.005
0.100	0.001	0.002	0.251	0.005
0.120	0.001	0.003	0.162	0.005
0.140	0.001	0.003	0.069	0.005
0.160	0.001	0.003	-0.003	0.005
0.180	0.001	0.003	-0.029	0.005
0.200	0.001	0.003	-0.005	0.005
0.220	0.001	0.003	0.061	0.004
0.240	0.001	0.002	0.149	0.004
0.260	0.001	0.002	0.237	0.003
0.280	0.001	0.002	0.303	0.003
0.300	0.001	0.001	0.340	0.004
0.320	0.001	0.001	0.341	0.004
0.340	0.002	0.002	0.302	0.004
0.360	0.002	0.001	0.226	0.003
0.380	0.002	0.001	0.129	0.003
0.400	0.002	0.002	0.033	0.003
0.420	0.001	0.003	-0.028	0.002
0.440	0.001	0.002	-0.030	0.003
0.460	0.001	0.002	0.026	0.002
0.480	0.001	0.002	0.116	0.002
0.500	0.001	0.002	0.211	0.002
0.520	0.001	0.001	0.283	0.003
0.540	0.001	0.001	0.323	0.004
0.560	0.001	0.001	0.336	0.004
0.580	0.001	0.001	0.323	0.004
0.600	0.001	0.001	0.279	0.004
0.620	0.002	0.002	0.198	0.004
0.640	0.002	0.002	0.094	0.004
0.660	0.002	0.002	-0.008	0.005
0.680	0.002	0.002	-0.072	0.005
0.700	0.002	0.003	-0.068	0.004
0.720	0.002	0.002	-0.006	0.004
0.740	0.002	0.002	0.088	0.005
0.760	0.002	0.002	0.184	0.004
0.780	0.002	0.002	0.253	0.004
0.800	0.002	0.001	0.294	0.004
0.820	0.002	0.001	0.315	0.004
0.840	0.002	0.002	0.306	0.004
0.860	0.002	0.002	0.264	0.003
0.880	0.002	0.002	0.187	0.002
0.900	0.002	0.003	0.092	0.002
0.920	0.002	0.003	0.010	0.003
0.940	0.002	0.003	-0.018	0.003
0.960	0.002	0.003	0.019	0.003
0.980	0.002	0.004	0.098	0.002
1.000	0.002	0.003	0.188	0.002
1.020	0.002	0.003	0.251	0.002
1.040	0.002	0.003	0.274	0.003
1.060	0.002	0.002	0.273	0.004
1.080	0.002	0.002	0.261	0.003
1.100	0.002	0.002	0.234	0.004
1.120	0.002	0.003	0.191	0.005
1.140	0.002	0.002	0.119	0.005
1.160	0.002	0.002	0.039	0.004
1.180	0.002	0.002	-0.012	0.004
1.200	0.002	0.002	-0.004	0.004
1.220	0.003	0.001	0.067	0.005
1.240	0.003	0.000	0.172	0.005
1.260	0.003	0.000	0.266	0.005
1.280	0.003	0.000	0.315	0.004
1.300	0.003	-0.001	0.324	0.004
1.320	0.003	-0.001	0.311	0.004
1.340	0.003	0.000	0.291	0.004
1.360	0.003	0.001	0.264	0.003
1.380	0.003	0.001	0.218	0.003
1.400	0.003	0.002	0.145	0.004
1.420	0.002	0.002	0.068	0.003
1.440	0.002	0.001	0.019	0.004
1.460	0.002	0.002	0.022	0.004
1.480	0.002	0.002	0.076	0.005
1.500	0.002	0.002	0.149	0.005
1.520	0.003	0.002	0.204	0.004
1.540	0.003	0.003	0.227	0.004
1.560	0.003	0.003	0.225	0.004
1.580	0.003	0.003	0.218	0.004
1.600	0.003	0.003	0.212	0.005
1.620	0.003	0.004	0.193	0.006
1.640	0.003	0.004	0.147	0.006
1.660	0.003	0.004	0.074	0.006
1.680	0.003	0.004	0.003	0.005
1.700	0.003	0.003	-0.026	0.005
1.720	0.003	0.002	0.003	0.004
1.740	0.003	0.002	0.080	0.004
1.760	0.003	0.002	0.170	0.003
1.780	0.003	0.002	0.235	0.003
1.800	0.003	0.001	0.267	0.003
1.820	0.003	0.001	0.276	0.003
1.840	0.003	0.001	0.272	0.004
1.860	0.003	0.001	0.258	0.003
1.880	0.003	0.002	0.222	0.004
1.900	0.003	0.002	0.153	0.004
1.920	0.003	0.002	0.065	0.004
1.940	0.003	0.002	-0.005	0.005
1.960	0.003	0.002	-0.031	0.005
1.980	0.003	0.003	0.004	0.005
2.000	0.003	0.003	0.082	0.006
2.020	0.003	0.002	0.169	0.005
2.040	0.003	0.003	0.238	0.005
2.060	0.003	0.003	0.284	0.004
2.080	0.003	0.002	0.306	0.005
2.100	0.003	0.003	0.312	0.005
2.120	0.003	0.004	0.297	0.005
2.140	0.003	0.004	0.245	0.005
2.160	0.003	0.005	0.158	0.005
2.180	0.003	0.005	0.052	0.005
2.200	0.003	0.005	-0.035	0.005
2.220	0.003	0.005	-0.073	0.005
2.240	0.003	0.005	-0.047	0.005
2.260	0.003	0.005	0.027	0.006
2.280	0.003	0.004	0.118	0.008
2.300	0.003	0.003	0.205	0.007
2.320	0.003	0.003	0.273	0.007
2.340	0.003	0.003	0.316	0.005
2.360	0.003	0.002	0.333	0.005
2.380	0.003	0.002	0.317	0.004
2.400	0.003	0.003	0.259	0.004
2.420	0.003	0.003	0.172	0.004
2.440	0.003	0.002	0.082	0.004
2.460	0.003	0.003	0.022	0.004
2.480	0.003	0.002	0.014	0.003
2.500	0.003	0.002	0.062	0.004
2.520	0.003	0.002	0.142	0.005
2.540	0.002	0.002	0.227	0.004
2.560	0.002	0.001	0.295	0.003
2.580	0.002	0.001	0.332	0.003
2.600	0.003	0.001	0.334	0.004
2.620	0.003	0.002	0.308	0.004
2.640	0.003	0.002	0.255	0.004
2.660	0.003	0.002	0.184	0.005
2.680	0.003	0.003	0.118	0.005
2.700	0.003	0.002	0.073	0.005
2.720	0.003	0.002	0.065	0.004
2.740	0.003	0.001	0.098	0.005
2.760	0.003	0.001	0.157	0.005
2.780	0.003	0.000	0.223	0.004
2.800	0.003	0.000	0.279	0.003
2.820	0.003	0.000	0.309	0.003
2.840	0.003	0.000	0.307	0.003
2.860	0.002	0.001	0.276	0.003
2.880	0.002	0.002	0.220	0.004
2.900	0.002	0.003	0.150	0.004
2.920	0.002	0.003	0.086	0.003
2.940	0.002	0.003	0.041	0.002
2.960	0.002	0.004	0.024	0.002
2.980	0.003	0.003	0.042	0.002
3.000	0.003	0.002	0.084	0.002
3.020	0.003	0.002	0.142	0.003
3.040	0.002	0.003	0.201	0.004
3.060	0.002	0.002	0.247	0.004
3.080	0.002	0.003	0.261	0.004
3.100	0.002	0.004	0.238	0.004
3.120	0.002	0.004	0.181	0.004
3.140	0.002	0.004	0.108	0.003
3.160	0.002	0.005	0.045	0.003
3.180	0.003	0.006	0.013	0.004
3.200	0.003	0.005	0.020	0.004
3.220	0.003	0.004	0.054	0.004
3.240	0.003	0.004	0.108	0.004
3.260	0.003	0.003	0.158	0.003
3.280	0.003	0.003	0.195	0.003
3.300	0.003	0.003	0.218	0.003
3.320	0.003	0.003	0.216	0.004
3.340	0.003	0.003	0.180	0.005
3.360	0.003	0.004	0.117	0.005
3.380	0.003	0.004	0.037	0.005
3.400	0.002	0.005	-0.030	0.005
3.420	0.002	0.004	-0.052	0.004
3.440	0.003	0.004	-0.018	0.004
3.460	0.003	0.004	0.059	0.005
3.480	0.003	0.003	0.154	0.006
3.500	0.003	0.001	0.240	0.005
3.520	0.003	0.001	0.295	0.005
3.540	0.003	0.001	0.323	0.004
3.560	0.002	0.001	0.324	0.003
3.580	0.003	0.001	0.293	0.003
3.600	0.003	0.003	0.229	0.003
3.620	0.003	0.004	0.142	0.004
3.640	0.003	0.004	0.049	0.004
3.660	0.003	0.005	-0.012	0.004
3.680	0.003	0.006	-0.013	0.004
3.700	0.003	0.005	0.044	0.004
3.720	0.003	0.004	0.137	0.003
3.740	0.003	0.004	0.230	0.003
3.760	0.003	0.002	0.294	0.004
3.780	0.003	0.001	0.324	0.006
3.800	0.003	0.001	0.334	0.007
3.820	0.003	0.002	0.324	0.007
3.840	0.003	0.002	0.290	0.007
3.860	0.003	0.002	0.226	0.005
3.880	0.003	0.003	0.136	0.004
3.900	0.003	0.004	0.046	0.004
3.920	0.003	0.003	-0.001	0.005
3.940	0.003	0.003	0.017	0.006
3.960	0.003	0.003	0.090	0.005
3.980	0.003	0.002	0.191	0.003
4.000	0.003	0.001	0.274	0.002
4.020	0.003	0.001	0.317	0.002
4.040	0.003	0.000	0.326	0.003
4.060	0.003	-0.001	0.312	0.003
4.080	0.003	0.000	0.281	0.005
4.100	0.003	0.001	0.231	0.006
4.120	0.003	0.002	0.153	0.006
4.140	0.003	0.003	0.061	0.006
4.160	0.003	0.003	-0.007	0.005
4.180	0.003	0.004	-0.018	0.005
4.200	0.003	0.003	0.040	0.004
4.220	0.003	0.003	0.142	0.003
4.240	0.003	0.003	0.242	0.003
4.260	0.003	0.002	0.304	0.004
4.280	0.003	0.001	0.319	0.004
4.300	0.003	0.001	0.304	0.004
4.320	0.003	0.002	0.274	0.004
4.340	0.003	0.003	0.233	0.004
4.360	0.003	0.004	0.175	0.004
4.380	0.003	0.005	0.092	0.004
4.400	0.003	0.006	0.005	0.004
4.420	0.003	0.005	-0.046	0.004
4.440	0.003	0.006	-0.034	0.004
4.460	0.003	0.005	0.044	0.004
4.480	0.003	0.004	0.153	0.004
4.500	0.003	0.003	0.240	0.004
4.520	0.003	0.003	0.277	0.004
4.540	0.003	0.002	0.267	0.004
4.560	0.003	0.002	0.233	0.004
4.580	0.003	0.002	0.196	0.005
4.600	0.003	0.003	0.159	0.005
4.620	0.003	0.004	0.112	0.005
4.640	0.003	0.004	0.053	0.005
4.660	0.003	0.005	0.002	0.005
4.680	0.003	0.005	-0.011	0.003
4.700	0.003	0.004	0.031	0.003
4.720	0.003	0.004	0.116	0.002
4.740	0.003	0.004	0.202	0.003
4.760	0.003	0.003	0.248	0.003
4.780	0.003	0.002	0.238	0.003
4.800	0.003	0.002	0.194	0.003
4.820	0.003	0.002	0.143	0.004
4.840	0.003	0.002	0.106	0.004
4.860	0.003	0.003	0.084	0.004
4.880	0.003	0.004	0.064	0.004
4.900	0.003	0.004	0.042	0.004
4.920	0.003	0.004	0.038	0.003
4.940	0.003	0.003	0.068	0.003
4.960	0.003	0.003	0.135	0.002
4.980	0.003	0.002	0.222	0.003
5.000	0.003	0.002	0.289	0.003
5.020	0.003	0.002	0.304	0.003
5.040	0.003	0.001	0.274	0.002
5.060	0.003	0.001	0.218	0.003
5.080	0.003	0.002	0.161	0.004
5.100	0.002	0.002	0.124	0.004
5.120	0.002	0.003	0.097	0.004
5.140	0.002	0.003	0.073	0.004
5.160	0.002	0.003	0.063	0.004
5.180	0.002	0.003	0.079	0.003
5.200	0.003	0.003	0.129	0.002
5.220	0.003	0.003	0.210	0.002
5.240	0.003	0.002	0.287	0.003
5.260	0.003	0.002	0.326	0.004
5.280	0.003	0.002	0.316	0.003
5.300	0.003	0.002	0.259	0.003
5.320	0.002	0.002	0.181	0.002
5.340	0.002	0.002	0.115	0.002
5.360	0.002	0.003	0.071	0.001
5.380	0.002	0.004	0.047	0.000
5.400	0.002	0.004	0.044	0.000
5.420	0.002	0.004	0.062	0.002
5.440	0.002	0.004	0.110	0.002
5.460	0.002	0.003	0.185	0.002
5.480	0.002	0.002	0.268	0.002
5.500	0.002	0.002	0.329	0.003
5.520	0.002	0.002	0.341	0.002
5.540	0.002	0.002	0.298	0.002
5.560	0.001	0.002	0.217	0.002
5.580	0.002	0.003	0.124	0.003
5.600	0.002	0.004	0.049	0.005
5.620	0.002	0.004	0.008	0.005
5.640	0.002	0.004	0.001	0.006
5.660	0.002	0.004	0.030	0.006
5.680	0.002	0.003	0.088	0.006
5.700	0.002	0.002	0.165	0.005
5.720	0.002	0.002	0.249	0.005
5.740	0.001	0.002	0.318	0.004
5.760	0.001	0.002	0.347	0.004
5.780	0.001	0.002	0.324	0.004
5.800	0.001	0.003	0.254	0.003
5.820	0.002	0.003	0.149	0.002
5.840	0.002	0.004	0.038	0.003
5.860	0.001	0.005	-0.050	0.003
5.880	0.001	0.005	-0.096	0.003
5.900	0.001	0.005	-0.089	0.001
5.920	0.001	0.005	-0.025	0.000
5.940	0.001	0.005	0.074	0.000
5.960	0.001	0.004	0.187	0.001
5.980	0.001	0.003	0.288	0.001
6.000	0.001	0.003	0.346	0.002
6.020	0.001	0.003	0.351	0.003
6.040	0.002	0.003	0.307	0.004
6.060	0.001	0.003	0.221	0.004
6.080	0.001	0.004	0.115	0.004
6.100	0.001	0.004	0.016	0.004
6.120	0.001	0.004	-0.056	0.004
6.140	0.002	0.004	-0.073	0.003
6.160	0.002	0.004	-0.028	0.003
6.180	0.002	0.004	0.068	0.002
6.200	0.002	0.003	0.185	0.003
6.220	0.001	0.003	0.292	0.003
6.240	0.001	0.002	0.361	0.002
6.260	0.001	0.001	0.382	0.003
6.280	0.001	0.001	0.362	0.003
6.300	0.001	0.001	0.306	0.005
6.320	0.001	0.002	0.222	0.006
6.340	0.001	0.002	0.127	0.006
6.360	0.001	0.003	0.036	0.006
6.380	0.002	0.003	-0.024	0.006
6.400	0.001	0.003	-0.027	0.005
6.420	0.001	0.003	0.032	0.005
6.440	0.001	0.003	0.133	0.005
6.460	0.001	0.003	0.241	0.005
6.480	0.001	0.002	0.318	0.005
6.500	0.001	0.002	0.349	0.004
6.520	0.002	0.002	0.338	0.003
6.540	0.002	0.002	0.301	0.003
6.560	0.002	0.002	0.246	0.003
6.580	0.002	0.003	0.177	0.003
6.600	0.002	0.003	0.100	0.003
6.620	0.002	0.003	0.031	0.003
6.640	0.001	0.003	-0.003	0.003
6.660	0.002	0.003	0.024	0.003
6.680	0.002	0.003	0.105	0.003
6.700	0.002	0.002	0.208	0.002
6.720	0.002	0.003	0.287	0.004
6.740	0.001	0.002	0.314	0.004
6.760	0.001	0.002	0.287	0.004
6.780	0.001	0.002	0.237	0.002
6.800	0.001	0.003	0.187	0.002
6.820	0.002	0.003	0.140	0.002
6.840	0.002	0.004	0.096	0.003
6.860	0.002	0.004	0.048	0.003
6.880	0.002	0.004	0.007	0.002
6.900	0.002	0.003	0.001	0.003
6.920	0.002	0.004	0.047	0.003
6.940	0.002	0.004	0.124	0.002
6.960	0.002	0.004	0.203	0.001
6.980	0.002	0.004	0.241	0.002
7.000	0.002	0.004	0.222	0.002
7.020	0.002	0.004	0.170	0.001
7.040	0.002	0.004	0.121	0.002
7.060	0.002	0.005	0.090	0.002
7.080	0.002	0.005	0.077	0.003
7.100	0.002	0.006	0.060	0.001
7.120	0.002	0.005	0.033	0.000
7.140	0.002	0.005	0.013	0.001
7.160	0.002	0.005	0.028	0.002
7.180	0.002	0.005	0.085	0.002
7.200	0.002	0.005	0.162	0.003
7.220	0.002	0.005	0.224	0.003
7.240	0.002	0.004	0.239	0.002
7.260	0.002	0.004	0.211	0.001
7.280	0.002	0.004	0.174	0.001
7.300	0.002	0.004	0.156	0.002
