HBM_CATMAN_DATAFILE_40
test kommentar
4/15/2011
10:42
CHANNELS: 5
SEPARATOR: 9
MAXLINES: 1000               

Time DEVICE_1 (Sample rate 1)	F8111	F8113	F8114	F8116
s	N	N	N	N
4/15/2011-10:42	4/15/2011-10:42	4/15/2011-10:42	4/15/2011-10:42	4/15/2011-10:42
				
T0 =15.04.11 10:42:06	T0 =15.04.11 10:42:06	T0 =15.04.11 10:42:06	T0 =15.04.11 10:42:06	T0 =15.04.11 10:42:06
dt =20 ms	dt =20 ms	dt =20 ms	dt =20 ms	dt =20 ms
CH 0	CH 1	CH 2	CH 3	CH 4
Serial No. (Electronics / CP)Not available	Serial No. (Electronics / CP)901905018104 / 	Serial No. (Electronics / CP)900059039101 / 801043597140	Serial No. (Electronics / CP)901905018104 / 	Serial No. (Electronics / CP)901905015104 / 
Not available ID=0	ML10 ID=5006	ML10 ID=5006	ML10 ID=5006	ML10 ID=5006
Not available ID=0	Default connector plate (AP 01/03/04/07/11/12/13) ID=5500	AP 01 i ID=5530	Default connector plate (AP 01/03/04/07/11/12/13) ID=5500	Default connector plate (AP 01/03/04/07/11/12/13) ID=5500
Not available ID=0	Full bridge (low level) ID=358	Full bridge (low level) ID=358	Full bridge (low level) ID=358	Full bridge (low level) ID=358
x1=0 y1=0;x2=0 y2=0	x1=0.2111 y1=0;x2=2.2111 y2=-55.3	x1=0.7379 y1=0;x2=2.7379 y2=-77.02	x1=0.6193 y1=0;x2=2.6193 y2=-68.43999	x1=-0.468 y1=0;x2=1.532 y2=-56.14
         (Electr.)	mV/V     (Electr.)	mV/V     (Electr.)	mV/V     (Electr.)	mV/V     (Electr.)
         (Engin.)	N        (Engin.)	N        (Engin.)	N        (Engin.)	N        (Engin.)
0  Nominal value	-55.3 N Nominal value	-77.02 N Nominal value	-68.43999 N Nominal value	-56.14 N Nominal value
Not available ID=0	Net signal ID=215	Net signal ID=215	Net signal ID=215	Net signal ID=215
Scaling = Engineering units ID=0	Scaling = Engineering units ID=0	Scaling = Engineering units ID=0	Scaling = Engineering units ID=0	Scaling = Engineering units ID=0
Not available ID=0	5 V excitation ID=14	5 V excitation ID=14	5 V excitation ID=14	5 V excitation ID=14
Filter = Not available ID=0	Filter = Butterworth lowpass ID=141	Filter = Butterworth lowpass ID=141	Filter = Butterworth lowpass ID=141	Filter = Butterworth lowpass ID=141
fg = Not available ID=0	fg = 5 Hz ID=935	fg = 5 Hz ID=935	fg = 5 Hz ID=935	fg = 5 Hz ID=935
0  Zero	0 N Zero	0 N Zero	0 N Zero	0 N Zero
0  Tare	0.0764 N Tare	17.1464 N Tare	17.1122 N Tare	-0.3749 N Tare
0  Software-Zero	0 N Software-Zero	0 N Software-Zero	0 N Software-Zero	0 N Software-Zero
Gage factor = 0	Gage factor = 0	Gage factor = 0	Gage factor = 0	Gage factor = 0
Bridge factor = 0	Bridge factor = 1	Bridge factor = 1	Bridge factor = 1	Bridge factor = 1
Software scaling: None	Software scaling: None	Software scaling: None	Software scaling: None	Software scaling: None
Sensor: None	Sensor: None	Sensor: None	Sensor: None	Sensor: None
Sensor T-ID: None	Sensor T-ID: None	Sensor T-ID: None	Sensor T-ID: None	Sensor T-ID: None
Cable length correction Not available	Cable length correction Not available	Cable length correction Not available	Cable length correction Not available	Cable length correction Not available

0.000	-0.002	-0.020	1.497	-0.001
0.020	-0.002	-0.020	1.453	-0.002
0.040	-0.002	-0.022	1.428	-0.003
0.060	-0.002	-0.021	1.451	-0.002
0.080	-0.002	-0.020	1.511	-0.001
0.100	-0.002	-0.020	1.574	-0.001
0.120	-0.002	-0.020	1.600	0.000
0.140	-0.002	-0.020	1.574	0.000
0.160	-0.002	-0.019	1.531	-0.001
0.180	-0.001	-0.020	1.502	-0.001
0.200	-0.001	-0.021	1.509	-0.001
0.220	-0.001	-0.020	1.529	-0.001
0.240	-0.001	-0.020	1.529	-0.001
0.260	-0.001	-0.022	1.487	0.000
0.280	-0.001	-0.021	1.416	0.001
0.300	-0.001	-0.021	1.365	0.001
0.320	-0.001	-0.021	1.362	0.000
0.340	-0.001	-0.021	1.415	0.000
0.360	-0.001	-0.019	1.494	-0.001
0.380	-0.001	-0.019	1.553	0.001
0.400	-0.001	-0.020	1.570	0.001
0.420	-0.001	-0.020	1.557	-0.001
0.440	-0.001	-0.019	1.536	-0.002
0.460	-0.001	-0.020	1.527	-0.002
0.480	-0.001	-0.021	1.525	-0.001
0.500	-0.001	-0.019	1.509	0.001
0.520	-0.001	-0.019	1.470	0.001
0.540	-0.001	-0.021	1.420	0.002
0.560	-0.001	-0.021	1.397	0.002
0.580	-0.001	-0.020	1.424	0.001
0.600	-0.001	-0.020	1.495	0.000
0.620	-0.001	-0.020	1.572	0.000
0.640	-0.001	-0.019	1.608	-0.001
0.660	-0.001	-0.019	1.588	-0.001
0.680	-0.001	-0.020	1.529	-0.002
0.700	-0.001	-0.021	1.471	-0.003
0.720	-0.001	-0.019	1.438	-0.002
0.740	-0.001	-0.020	1.438	-0.001
0.760	-0.001	-0.022	1.453	-0.001
0.780	-0.001	-0.021	1.458	-0.001
0.800	-0.001	-0.021	1.452	-0.001
0.820	-0.001	-0.022	1.457	-0.002
0.840	-0.001	-0.022	1.491	-0.001
0.860	-0.001	-0.020	1.542	-0.002
0.880	-0.001	-0.020	1.591	-0.002
0.900	-0.001	-0.021	1.601	-0.002
0.920	-0.001	-0.019	1.557	-0.003
0.940	-0.001	-0.019	1.485	-0.002
0.960	-0.001	-0.020	1.431	-0.002
0.980	-0.001	-0.021	1.416	-0.002
1.000	-0.001	-0.020	1.445	-0.001
1.020	0.000	-0.021	1.500	-0.001
1.040	0.000	-0.023	1.547	-0.001
1.060	0.000	-0.023	1.584	-0.002
1.080	-0.001	-0.022	1.612	-0.001
1.100	-0.001	-0.024	1.636	-0.001
1.120	-0.001	-0.023	1.660	-0.002
1.140	-0.001	-0.021	1.675	-0.001
1.160	-0.001	-0.020	1.651	-0.001
1.180	-0.001	-0.021	1.584	-0.001
1.200	0.000	-0.020	1.490	-0.001
1.220	0.000	-0.019	1.408	-0.001
1.240	0.000	-0.020	1.369	0.000
1.260	0.000	-0.021	1.366	0.000
1.280	0.000	-0.020	1.389	-0.001
1.300	0.000	-0.020	1.414	-0.002
1.320	0.000	-0.021	1.425	-0.002
1.340	0.000	-0.021	1.429	-0.003
1.360	0.000	-0.020	1.440	-0.003
1.380	0.000	-0.020	1.456	-0.002
1.400	0.000	-0.019	1.477	-0.001
1.420	0.000	-0.018	1.495	-0.001
1.440	0.000	-0.018	1.503	0.000
1.460	0.000	-0.018	1.502	-0.001
1.480	0.000	-0.019	1.500	0.000
1.500	0.000	-0.019	1.504	0.000
1.520	0.000	-0.019	1.501	-0.001
1.540	0.000	-0.020	1.487	-0.001
1.560	0.000	-0.020	1.460	-0.002
1.580	-0.001	-0.020	1.430	-0.002
1.600	-0.001	-0.020	1.418	-0.001
1.620	-0.001	-0.020	1.431	-0.002
1.640	-0.001	-0.019	1.476	-0.001
1.660	-0.001	-0.019	1.530	-0.002
1.680	0.000	-0.019	1.570	-0.001
1.700	-0.001	-0.019	1.593	-0.001
1.720	-0.001	-0.018	1.591	0.000
1.740	-0.001	-0.019	1.567	-0.001
1.760	-0.001	-0.020	1.527	-0.002
1.780	-0.001	-0.020	1.475	-0.002
1.800	-0.001	-0.020	1.413	0.000
1.820	-0.001	-0.021	1.365	0.001
1.840	-0.001	-0.021	1.347	0.001
1.860	-0.001	-0.020	1.370	0.001
1.880	-0.001	-0.021	1.431	0.000
1.900	-0.001	-0.021	1.512	0.000
1.920	-0.001	-0.020	1.584	0.000
1.940	-0.001	-0.020	1.630	0.000
1.960	-0.001	-0.021	1.643	0.000
1.980	-0.001	-0.021	1.626	-0.001
2.000	-0.001	-0.021	1.594	-0.002
2.020	-0.001	-0.022	1.543	-0.002
2.040	-0.001	-0.023	1.489	-0.002
2.060	-0.001	-0.022	1.445	-0.001
2.080	-0.001	-0.022	1.426	-0.001
2.100	-0.001	-0.023	1.445	-0.001
2.120	-0.001	-0.023	1.504	-0.001
2.140	-0.001	-0.022	1.581	-0.001
2.160	-0.001	-0.022	1.653	0.000
2.180	-0.001	-0.023	1.701	0.001
2.200	-0.001	-0.021	1.706	0.001
2.220	-0.001	-0.021	1.682	0.000
2.240	-0.001	-0.022	1.637	-0.001
2.260	-0.001	-0.022	1.575	-0.002
2.280	-0.001	-0.021	1.500	-0.002
2.300	-0.001	-0.021	1.422	-0.002
2.320	-0.001	-0.022	1.359	0.000
2.340	-0.001	-0.022	1.335	0.000
2.360	-0.001	-0.021	1.362	0.000
2.380	-0.001	-0.022	1.423	-0.001
2.400	-0.001	-0.022	1.499	-0.001
2.420	-0.001	-0.020	1.558	0.000
2.440	-0.001	-0.021	1.580	0.000
2.460	-0.001	-0.021	1.571	-0.001
2.480	-0.001	-0.020	1.551	0.000
2.500	-0.001	-0.019	1.523	0.001
2.520	-0.001	-0.020	1.481	0.000
2.540	-0.001	-0.020	1.420	0.000
2.560	-0.001	-0.019	1.348	-0.001
2.580	-0.001	-0.020	1.299	-0.001
2.600	-0.001	-0.021	1.303	-0.001
2.620	-0.001	-0.020	1.377	-0.001
2.640	-0.001	-0.020	1.498	-0.001
2.660	-0.001	-0.019	1.611	0.000
2.680	-0.001	-0.019	1.671	-0.001
2.700	-0.001	-0.018	1.658	-0.001
2.720	-0.002	-0.018	1.589	-0.001
2.740	-0.002	-0.017	1.505	-0.001
2.760	-0.002	-0.017	1.443	-0.001
2.780	-0.002	-0.017	1.402	0.000
2.800	-0.002	-0.017	1.380	0.000
2.820	-0.002	-0.018	1.359	0.000
2.840	-0.001	-0.019	1.344	0.000
2.860	-0.001	-0.020	1.357	-0.001
2.880	-0.002	-0.020	1.409	-0.001
2.900	-0.002	-0.020	1.485	-0.001
2.920	-0.001	-0.020	1.551	0.000
2.940	-0.001	-0.019	1.582	0.001
2.960	-0.001	-0.020	1.559	0.000
2.980	-0.002	-0.020	1.511	0.000
3.000	-0.002	-0.020	1.470	-0.001
3.020	-0.002	-0.021	1.455	-0.002
3.040	-0.001	-0.021	1.459	-0.003
3.060	-0.001	-0.022	1.461	-0.002
3.080	-0.001	-0.023	1.441	-0.002
3.100	-0.002	-0.024	1.412	-0.001
3.120	-0.002	-0.024	1.407	-0.002
3.140	-0.002	-0.024	1.443	-0.002
3.160	-0.002	-0.024	1.525	-0.003
3.180	-0.002	-0.024	1.619	-0.003
3.200	-0.002	-0.023	1.682	-0.002
3.220	-0.002	-0.023	1.694	-0.002
3.240	-0.002	-0.023	1.675	0.000
3.260	-0.002	-0.023	1.650	0.000
3.280	-0.002	-0.023	1.636	0.000
3.300	-0.002	-0.023	1.627	-0.001
3.320	-0.002	-0.023	1.595	-0.002
3.340	-0.002	-0.022	1.527	-0.001
3.360	-0.002	-0.022	1.436	0.000
3.380	-0.002	-0.022	1.370	0.000
3.400	-0.002	-0.022	1.370	-0.001
3.420	-0.002	-0.020	1.445	-0.001
3.440	-0.002	-0.020	1.557	-0.001
3.460	-0.002	-0.020	1.652	-0.001
3.480	-0.002	-0.020	1.688	-0.002
3.500	-0.002	-0.019	1.671	-0.002
3.520	-0.002	-0.020	1.633	-0.002
3.540	-0.002	-0.020	1.595	-0.002
3.560	-0.001	-0.020	1.564	-0.002
3.580	-0.001	-0.020	1.531	-0.002
3.600	-0.001	-0.021	1.473	-0.002
3.620	-0.001	-0.021	1.394	-0.001
3.640	-0.001	-0.021	1.336	-0.002
3.660	-0.001	-0.021	1.330	-0.002
3.680	-0.001	-0.021	1.377	-0.003
3.700	-0.001	-0.019	1.473	-0.004
3.720	-0.001	-0.019	1.564	-0.005
3.740	-0.001	-0.020	1.611	-0.004
3.760	-0.001	-0.019	1.617	-0.003
3.780	-0.001	-0.020	1.596	-0.004
3.800	-0.001	-0.020	1.565	-0.004
3.820	-0.001	-0.020	1.528	-0.004
3.840	-0.001	-0.019	1.473	-0.004
3.860	-0.001	-0.019	1.390	-0.004
3.880	-0.001	-0.019	1.302	-0.004
3.900	-0.001	-0.019	1.243	-0.003
3.920	-0.001	-0.018	1.258	-0.002
3.940	-0.001	-0.018	1.346	-0.001
3.960	-0.001	-0.018	1.478	-0.001
3.980	-0.001	-0.017	1.595	-0.002
4.000	-0.001	-0.017	1.654	-0.002
4.020	-0.001	-0.018	1.647	-0.002
4.040	-0.001	-0.018	1.592	-0.002
4.060	-0.001	-0.017	1.525	-0.002
4.080	-0.001	-0.018	1.457	-0.002
4.100	-0.001	-0.018	1.401	-0.002
4.120	-0.001	-0.019	1.351	-0.003
4.140	-0.001	-0.019	1.323	-0.003
4.160	-0.001	-0.020	1.332	-0.004
4.180	-0.001	-0.021	1.395	-0.004
4.200	-0.001	-0.021	1.499	-0.003
4.220	-0.001	-0.021	1.617	-0.002
4.240	-0.001	-0.022	1.709	-0.001
4.260	-0.001	-0.022	1.737	-0.001
4.280	-0.001	-0.022	1.706	0.001
4.300	-0.001	-0.022	1.631	0.001
4.320	-0.001	-0.022	1.540	0.000
4.340	-0.001	-0.022	1.466	-0.001
4.360	-0.001	-0.022	1.426	-0.002
4.380	-0.001	-0.022	1.416	-0.003
4.400	-0.001	-0.023	1.441	-0.003
4.420	-0.001	-0.023	1.493	-0.002
4.440	-0.001	-0.023	1.556	-0.002
4.460	-0.001	-0.022	1.620	-0.001
4.480	-0.001	-0.021	1.665	-0.001
4.500	-0.001	-0.020	1.677	-0.002
4.520	-0.001	-0.019	1.649	-0.002
4.540	-0.001	-0.018	1.588	-0.001
4.560	-0.001	-0.018	1.513	-0.002
4.580	-0.001	-0.017	1.441	-0.002
4.600	-0.001	-0.017	1.383	-0.002
4.620	-0.001	-0.017	1.343	-0.002
4.640	-0.001	-0.018	1.335	-0.002
4.660	-0.001	-0.019	1.361	-0.002
4.680	-0.001	-0.019	1.425	-0.003
4.700	-0.001	-0.019	1.510	-0.002
4.720	-0.001	-0.019	1.595	-0.002
4.740	-0.001	-0.019	1.668	-0.003
4.760	-0.001	-0.019	1.700	-0.004
4.780	-0.001	-0.019	1.684	-0.004
4.800	-0.001	-0.019	1.640	-0.003
4.820	-0.001	-0.018	1.570	-0.002
4.840	-0.001	-0.018	1.487	-0.001
4.860	-0.001	-0.019	1.426	-0.002
4.880	-0.001	-0.020	1.379	-0.002
4.900	-0.001	-0.020	1.364	-0.002
4.920	-0.001	-0.021	1.410	-0.002
4.940	0.000	-0.022	1.499	-0.002
4.960	0.000	-0.022	1.603	-0.002
4.980	0.000	-0.022	1.695	-0.002
5.000	-0.001	-0.022	1.748	0.000
5.020	-0.001	-0.022	1.743	0.000
5.040	0.000	-0.020	1.703	0.000
5.060	0.000	-0.020	1.636	0.000
5.080	0.000	-0.019	1.550	-0.001
5.100	0.000	-0.018	1.467	-0.002
5.120	0.000	-0.018	1.397	-0.002
