HBM_CATMAN_DATAFILE_40
test kommentar
4/15/2011
10:44
CHANNELS: 5
SEPARATOR: 9
MAXLINES: 1000               

Time DEVICE_1 (Sample rate 1)	F8111	F8113	F8114	F8116
s	N	N	N	N
4/15/2011-10:43	4/15/2011-10:43	4/15/2011-10:43	4/15/2011-10:43	4/15/2011-10:43
				
T0 =15.04.11 10:43:40	T0 =15.04.11 10:43:40	T0 =15.04.11 10:43:40	T0 =15.04.11 10:43:40	T0 =15.04.11 10:43:40
dt =20 ms	dt =20 ms	dt =20 ms	dt =20 ms	dt =20 ms
CH 0	CH 1	CH 2	CH 3	CH 4
Serial No. (Electronics / CP)Not available	Serial No. (Electronics / CP)901905018104 / 	Serial No. (Electronics / CP)900059039101 / 801043597140	Serial No. (Electronics / CP)901905018104 / 	Serial No. (Electronics / CP)901905015104 / 
Not available ID=0	ML10 ID=5006	ML10 ID=5006	ML10 ID=5006	ML10 ID=5006
Not available ID=0	Default connector plate (AP 01/03/04/07/11/12/13) ID=5500	AP 01 i ID=5530	Default connector plate (AP 01/03/04/07/11/12/13) ID=5500	Default connector plate (AP 01/03/04/07/11/12/13) ID=5500
Not available ID=0	Full bridge (low level) ID=358	Full bridge (low level) ID=358	Full bridge (low level) ID=358	Full bridge (low level) ID=358
x1=0 y1=0;x2=0 y2=0	x1=0.2111 y1=0;x2=2.2111 y2=-55.3	x1=0.7379 y1=0;x2=2.7379 y2=-77.02	x1=0.6193 y1=0;x2=2.6193 y2=-68.43999	x1=-0.468 y1=0;x2=1.532 y2=-56.14
         (Electr.)	mV/V     (Electr.)	mV/V     (Electr.)	mV/V     (Electr.)	mV/V     (Electr.)
         (Engin.)	N        (Engin.)	N        (Engin.)	N        (Engin.)	N        (Engin.)
0  Nominal value	-55.3 N Nominal value	-77.02 N Nominal value	-68.43999 N Nominal value	-56.14 N Nominal value
Not available ID=0	Net signal ID=215	Net signal ID=215	Net signal ID=215	Net signal ID=215
Scaling = Engineering units ID=0	Scaling = Engineering units ID=0	Scaling = Engineering units ID=0	Scaling = Engineering units ID=0	Scaling = Engineering units ID=0
Not available ID=0	5 V excitation ID=14	5 V excitation ID=14	5 V excitation ID=14	5 V excitation ID=14
Filter = Not available ID=0	Filter = Butterworth lowpass ID=141	Filter = Butterworth lowpass ID=141	Filter = Butterworth lowpass ID=141	Filter = Butterworth lowpass ID=141
fg = Not available ID=0	fg = 5 Hz ID=935	fg = 5 Hz ID=935	fg = 5 Hz ID=935	fg = 5 Hz ID=935
0  Zero	0 N Zero	0 N Zero	0 N Zero	0 N Zero
0  Tare	0.0764 N Tare	17.1464 N Tare	17.1122 N Tare	-0.3749 N Tare
0  Software-Zero	0 N Software-Zero	0 N Software-Zero	0 N Software-Zero	0 N Software-Zero
Gage factor = 0	Gage factor = 0	Gage factor = 0	Gage factor = 0	Gage factor = 0
Bridge factor = 0	Bridge factor = 1	Bridge factor = 1	Bridge factor = 1	Bridge factor = 1
Software scaling: None	Software scaling: None	Software scaling: None	Software scaling: None	Software scaling: None
Sensor: None	Sensor: None	Sensor: None	Sensor: None	Sensor: None
Sensor T-ID: None	Sensor T-ID: None	Sensor T-ID: None	Sensor T-ID: None	Sensor T-ID: None
Cable length correction Not available	Cable length correction Not available	Cable length correction Not available	Cable length correction Not available	Cable length correction Not available

0.000	0.000	-0.013	1.151	-0.005
0.020	0.000	-0.011	1.106	-0.004
0.040	0.000	-0.011	1.083	-0.004
0.060	0.000	-0.012	1.073	-0.005
0.080	0.000	-0.012	1.097	-0.004
0.100	0.000	-0.012	1.151	-0.004
0.120	0.000	-0.013	1.222	-0.003
0.140	0.000	-0.013	1.291	-0.003
0.160	0.000	-0.013	1.341	-0.003
0.180	0.000	-0.013	1.344	-0.003
0.200	0.000	-0.014	1.307	-0.003
0.220	0.000	-0.014	1.245	-0.002
0.240	0.000	-0.013	1.165	-0.003
0.260	0.000	-0.012	1.091	-0.003
0.280	0.000	-0.012	1.032	-0.003
0.300	0.000	-0.011	0.991	-0.003
0.320	0.000	-0.011	0.980	-0.003
0.340	0.000	-0.012	1.013	-0.003
0.360	0.001	-0.013	1.080	-0.004
0.380	0.001	-0.013	1.172	-0.003
0.400	0.000	-0.013	1.253	-0.002
0.420	0.000	-0.014	1.292	-0.003
0.440	0.000	-0.014	1.287	-0.004
0.460	0.000	-0.014	1.248	-0.004
0.480	0.000	-0.014	1.198	-0.003
0.500	0.000	-0.015	1.157	-0.003
0.520	0.000	-0.013	1.125	-0.004
0.540	0.000	-0.013	1.098	-0.004
0.560	0.000	-0.013	1.079	-0.003
0.580	0.000	-0.013	1.072	-0.003
0.600	0.000	-0.013	1.096	-0.004
0.620	0.000	-0.014	1.151	-0.004
0.640	0.000	-0.014	1.212	-0.005
0.660	0.000	-0.014	1.258	-0.005
0.680	0.000	-0.015	1.269	-0.004
0.700	0.000	-0.016	1.247	-0.004
0.720	0.000	-0.016	1.210	-0.004
0.740	0.000	-0.015	1.186	-0.004
0.760	0.000	-0.015	1.184	-0.003
0.780	0.001	-0.015	1.184	-0.001
0.800	0.001	-0.014	1.169	-0.002
0.820	0.001	-0.014	1.136	-0.003
0.840	0.000	-0.014	1.098	-0.004
0.860	0.000	-0.014	1.086	-0.004
0.880	0.000	-0.013	1.116	-0.003
0.900	0.000	-0.014	1.169	-0.002
0.920	0.000	-0.014	1.215	-0.002
0.940	0.000	-0.013	1.234	-0.003
0.960	0.000	-0.014	1.216	-0.003
0.980	0.000	-0.014	1.178	-0.004
1.000	0.000	-0.014	1.157	-0.005
1.020	0.000	-0.013	1.141	-0.004
1.040	0.000	-0.013	1.125	-0.003
1.060	0.000	-0.013	1.106	-0.003
1.080	0.000	-0.012	1.069	-0.003
1.100	0.000	-0.012	1.048	-0.003
1.120	0.000	-0.013	1.066	-0.002
1.140	0.000	-0.013	1.125	-0.002
1.160	0.000	-0.012	1.194	-0.003
1.180	0.000	-0.012	1.242	-0.003
1.200	0.000	-0.013	1.231	-0.003
1.220	0.000	-0.013	1.173	-0.004
1.240	0.000	-0.013	1.113	-0.005
1.260	0.000	-0.013	1.071	-0.006
1.280	0.000	-0.013	1.062	-0.006
1.300	0.000	-0.012	1.075	-0.006
1.320	0.000	-0.012	1.076	-0.005
1.340	0.000	-0.013	1.056	-0.005
1.360	0.000	-0.013	1.054	-0.004
1.380	0.000	-0.013	1.074	-0.004
1.400	0.000	-0.014	1.125	-0.005
1.420	0.000	-0.014	1.195	-0.004
1.440	0.000	-0.013	1.229	-0.003
1.460	0.000	-0.013	1.216	-0.003
1.480	0.000	-0.014	1.183	-0.004
1.500	0.000	-0.014	1.146	-0.005
1.520	0.000	-0.014	1.137	-0.007
1.540	0.000	-0.014	1.166	-0.006
1.560	0.000	-0.014	1.197	-0.004
1.580	0.000	-0.014	1.209	-0.004
1.600	0.000	-0.014	1.196	-0.004
1.620	0.000	-0.014	1.164	-0.004
1.640	0.000	-0.014	1.146	-0.004
1.660	0.000	-0.013	1.155	-0.004
1.680	0.000	-0.013	1.169	-0.004
1.700	0.000	-0.013	1.166	-0.003
1.720	0.000	-0.013	1.140	-0.004
1.740	0.000	-0.013	1.103	-0.004
1.760	0.000	-0.014	1.095	-0.004
1.780	0.000	-0.014	1.132	-0.004
1.800	0.000	-0.013	1.197	-0.005
1.820	0.000	-0.014	1.258	-0.005
1.840	0.000	-0.014	1.281	-0.005
1.860	0.000	-0.014	1.257	-0.004
1.880	0.000	-0.014	1.216	-0.003
1.900	0.000	-0.015	1.188	-0.003
1.920	0.000	-0.014	1.173	-0.003
1.940	0.000	-0.013	1.171	-0.003
1.960	0.000	-0.014	1.153	-0.003
1.980	0.000	-0.014	1.110	-0.004
2.000	0.000	-0.014	1.070	-0.003
2.020	0.000	-0.014	1.059	-0.002
2.040	0.000	-0.015	1.086	-0.002
2.060	0.000	-0.015	1.149	-0.003
2.080	0.000	-0.015	1.212	-0.003
2.100	0.000	-0.015	1.238	-0.004
2.120	0.000	-0.015	1.239	-0.006
2.140	0.000	-0.015	1.217	-0.007
2.160	0.000	-0.015	1.190	-0.007
2.180	0.000	-0.014	1.176	-0.005
2.200	0.000	-0.014	1.165	-0.004
2.220	0.000	-0.013	1.142	-0.004
2.240	0.000	-0.013	1.111	-0.004
2.260	0.000	-0.013	1.078	-0.005
2.280	0.000	-0.013	1.064	-0.004
2.300	0.000	-0.012	1.081	-0.003
2.320	0.000	-0.012	1.117	-0.003
2.340	0.000	-0.012	1.156	-0.004
2.360	0.000	-0.012	1.178	-0.004
2.380	0.000	-0.012	1.184	-0.004
2.400	0.000	-0.012	1.179	-0.005
2.420	0.000	-0.012	1.168	-0.006
2.440	0.000	-0.011	1.153	-0.006
2.460	0.000	-0.011	1.130	-0.006
2.480	0.000	-0.011	1.090	-0.006
2.500	0.000	-0.011	1.048	-0.008
2.520	0.000	-0.010	1.021	-0.008
2.540	0.000	-0.011	1.019	-0.006
2.560	0.000	-0.012	1.055	-0.005
2.580	0.000	-0.011	1.109	-0.005
2.600	0.000	-0.012	1.162	-0.006
2.620	0.000	-0.013	1.198	-0.006
2.640	0.000	-0.012	1.216	-0.004
2.660	0.000	-0.012	1.214	-0.004
2.680	0.000	-0.013	1.205	-0.005
2.700	0.000	-0.013	1.196	-0.004
2.720	0.000	-0.013	1.182	-0.004
2.740	0.000	-0.013	1.168	-0.005
2.760	0.000	-0.014	1.159	-0.005
2.780	0.000	-0.014	1.155	-0.004
2.800	0.000	-0.014	1.162	-0.004
2.820	0.000	-0.015	1.188	-0.004
2.840	0.000	-0.016	1.220	-0.004
2.860	0.000	-0.015	1.255	-0.004
2.880	0.000	-0.015	1.275	-0.003
2.900	0.000	-0.016	1.273	-0.003
2.920	0.000	-0.015	1.251	-0.004
2.940	0.000	-0.014	1.210	-0.005
2.960	0.000	-0.014	1.157	-0.005
2.980	0.000	-0.014	1.104	-0.005
3.000	0.000	-0.014	1.075	-0.005
3.020	0.000	-0.014	1.082	-0.003
3.040	0.000	-0.015	1.123	-0.003
3.060	0.000	-0.015	1.175	-0.004
3.080	0.000	-0.014	1.223	-0.004
3.100	0.000	-0.015	1.254	-0.005
3.120	0.000	-0.015	1.255	-0.004
3.140	0.000	-0.014	1.242	-0.003
3.160	0.000	-0.013	1.222	-0.004
3.180	0.000	-0.013	1.195	-0.005
3.200	0.000	-0.013	1.171	-0.005
3.220	0.000	-0.013	1.146	-0.005
3.240	0.000	-0.013	1.122	-0.006
3.260	0.000	-0.014	1.126	-0.006
3.280	0.000	-0.013	1.153	-0.006
3.300	0.000	-0.013	1.189	-0.006
3.320	0.000	-0.014	1.217	-0.007
3.340	0.000	-0.014	1.216	-0.008
3.360	0.000	-0.013	1.183	-0.008
3.380	0.000	-0.013	1.138	-0.008
3.400	0.000	-0.013	1.105	-0.008
3.420	0.000	-0.012	1.090	-0.008
3.440	0.000	-0.012	1.088	-0.007
3.460	0.001	-0.012	1.083	-0.007
3.480	0.001	-0.013	1.071	-0.006
3.500	0.001	-0.012	1.062	-0.005
3.520	0.001	-0.013	1.079	-0.004
3.540	0.001	-0.014	1.128	-0.004
3.560	0.001	-0.014	1.198	-0.004
3.580	0.001	-0.014	1.257	-0.005
3.600	0.001	-0.014	1.274	-0.005
3.620	0.001	-0.015	1.245	-0.004
3.640	0.001	-0.014	1.194	-0.003
3.660	0.001	-0.013	1.154	-0.003
3.680	0.001	-0.013	1.135	-0.002
3.700	0.001	-0.013	1.132	-0.002
3.720	0.001	-0.012	1.130	-0.001
3.740	0.001	-0.013	1.124	-0.002
3.760	0.001	-0.014	1.121	-0.003
3.780	0.001	-0.014	1.139	-0.004
3.800	0.001	-0.014	1.183	-0.006
3.820	0.001	-0.015	1.230	-0.006
3.840	0.001	-0.015	1.258	-0.006
3.860	0.001	-0.014	1.241	-0.003
3.880	0.001	-0.014	1.186	-0.002
3.900	0.001	-0.015	1.126	-0.002
3.920	0.001	-0.014	1.092	-0.002
3.940	0.001	-0.013	1.091	-0.002
3.960	0.001	-0.014	1.118	-0.003
3.980	0.001	-0.014	1.147	-0.003
4.000	0.001	-0.013	1.158	-0.004
4.020	0.001	-0.014	1.170	-0.005
4.040	0.001	-0.015	1.189	-0.005
4.060	0.001	-0.014	1.224	-0.005
4.080	0.001	-0.014	1.253	-0.004
4.100	0.001	-0.014	1.250	-0.004
4.120	0.001	-0.014	1.200	-0.004
4.140	0.001	-0.014	1.126	-0.004
4.160	0.001	-0.014	1.072	-0.005
4.180	0.001	-0.014	1.064	-0.006
4.200	0.001	-0.013	1.101	-0.005
4.220	0.001	-0.013	1.151	-0.006
