HBM_CATMAN_DATAFILE_40

3/8/2011
11:05
CHANNELS: 4
SEPARATOR: 9
MAXLINES: 1700               

Time DEVICE_1 (Sample rate 1)	Fx8113	Fx8111	Speed_X
s	N	N	m/s
3/8/2011-11:05	3/8/2011-11:05	3/8/2011-11:05	3/8/2011-11:05
			
T0 =08.03.11 11:04:49	T0 =08.03.11 11:04:49	T0 =08.03.11 11:04:49	T0 =08.03.11 11:04:49
dt =20 ms	dt =20 ms	dt =20 ms	dt =20 ms
CH 0	CH 3	CH 4	CH 16 - 3
Serial No. (Electronics / CP)Not available	Serial No. (Electronics / CP)901905018104 / 	Serial No. (Electronics / CP)901905015104 / 	Serial No. (Electronics / CP)059181052111 / 804325236
Not available ID=0	ML10 ID=5006	ML10 ID=5006	ML801 Multichannel board ID=5015
Not available ID=0	Default connector plate (AP 01/03/04/07/11/12/13) ID=5500	Default connector plate (AP 01/03/04/07/11/12/13) ID=5500	DC 10V (AP801) ID=5506
Not available ID=0	Full bridge (low level) ID=358	Full bridge (low level) ID=358	DC 10 V ID=426
x1=0 y1=0;x2=0 y2=0	x1=0.7336 y1=0;x2=2.7336 y2=77.02	x1=0.1781 y1=0;x2=2.1781 y2=55.3	x1=0 y1=0;x2=10 y2=3.125
         (Electr.)	mV/V     (Electr.)	mV/V     (Electr.)	V IN     (Electr.)
         (Engin.)	N        (Engin.)	N        (Engin.)	m/s      (Engin.)
0  Nominal value	77.02 N Nominal value	55.3 N Nominal value	3.125 m/s Nominal value
Not available ID=0	Net signal ID=215	Net signal ID=215	Net signal ID=215
Scaling = Engineering units ID=0	Scaling = Engineering units ID=0	Scaling = Engineering units ID=0	Scaling = Engineering units ID=0
Not available ID=0	5 V excitation ID=14	5 V excitation ID=14	No excitation ID=10
Filter = Not available ID=0	Filter = Butterworth lowpass ID=141	Filter = Butterworth lowpass ID=141	Filter = Butterworth lowpass ID=141
fg = Not available ID=0	fg = 5 Hz ID=935	fg = 5 Hz ID=935	fg = 5 Hz ID=935
0  Zero	-10.87076 N Zero	0.4109481 N Zero	-6.319173E-03 m/s Zero
0  Tare	-8.5083 N Tare	-19.2108 N Tare	-0.0022 m/s Tare
0  Software-Zero	0 N Software-Zero	0 N Software-Zero	0 m/s Software-Zero
Gage factor = 0	Gage factor = 0	Gage factor = 0	Gage factor = 0
Bridge factor = 0	Bridge factor = 1	Bridge factor = 1	Bridge factor = 1
Software scaling: None	Software scaling: None	Software scaling: None	Software scaling: None
Sensor: None	Sensor: None	Sensor: None	Sensor: None
Sensor T-ID: None	Sensor T-ID: None	Sensor T-ID: None	Sensor T-ID: None
Cable length correction Not available	Cable length correction Not available	Cable length correction Not available	Cable length correction Not available

0.000	-0.060	-0.081	0.033
0.020	-0.060	-0.128	0.033
0.040	-0.059	-0.196	0.033
0.060	-0.058	-0.238	0.033
0.080	-0.058	-0.219	0.033
0.100	-0.059	-0.148	0.033
0.120	-0.060	-0.069	0.033
0.140	-0.061	-0.003	0.033
0.160	-0.061	0.039	0.033
0.180	-0.061	0.024	0.033
0.200	-0.060	-0.067	0.033
0.220	-0.059	-0.198	0.033
0.240	-0.058	-0.297	0.033
0.260	-0.058	-0.307	0.033
0.280	-0.059	-0.225	0.033
0.300	-0.061	-0.088	0.033
0.320	-0.062	0.037	0.033
0.340	-0.063	0.087	0.033
0.360	-0.062	0.035	0.033
0.380	-0.061	-0.127	0.033
0.400	-0.059	-0.319	0.033
0.420	-0.058	-0.428	0.033
0.440	-0.058	-0.393	0.033
0.460	-0.060	-0.241	0.033
0.480	-0.062	-0.041	0.033
0.500	-0.065	0.152	0.033
0.520	-0.066	0.264	0.033
0.540	-0.066	0.229	0.033
0.560	-0.064	0.050	0.033
0.580	-0.061	-0.205	0.033
0.600	-0.059	-0.419	0.033
0.620	-0.058	-0.493	0.033
0.640	-0.060	-0.392	0.033
0.660	-0.062	-0.174	0.033
0.680	-0.065	0.052	0.033
0.700	-0.067	0.186	0.033
0.720	-0.066	0.158	0.033
0.740	-0.064	-0.038	0.033
0.760	-0.061	-0.301	0.033
0.780	-0.060	-0.481	0.033
0.800	-0.060	-0.485	0.033
0.820	-0.062	-0.316	0.033
0.840	-0.065	-0.063	0.033
0.860	-0.067	0.171	0.033
0.880	-0.068	0.281	0.033
0.900	-0.067	0.216	0.033
0.920	-0.065	0.010	0.033
0.940	-0.062	-0.235	0.033
0.960	-0.061	-0.386	0.033
0.980	-0.061	-0.375	0.033
1.000	-0.062	-0.244	0.033
1.020	-0.064	-0.090	0.033
1.040	-0.065	0.006	0.033
1.060	-0.065	0.005	0.033
1.080	-0.064	-0.100	0.033
1.100	-0.062	-0.267	0.033
1.120	-0.061	-0.400	0.033
1.140	-0.061	-0.412	0.033
1.160	-0.062	-0.280	0.033
1.180	-0.065	-0.055	0.033
1.200	-0.067	0.162	0.033
1.220	-0.069	0.287	0.033
1.240	-0.069	0.278	0.033
1.260	-0.068	0.137	0.033
1.280	-0.065	-0.097	0.033
1.300	-0.063	-0.316	0.033
1.320	-0.063	-0.424	0.033
1.340	-0.063	-0.417	0.033
1.360	-0.064	-0.345	0.033
1.380	-0.065	-0.266	0.033
1.400	-0.067	-0.192	0.033
1.420	-0.067	-0.136	0.033
1.440	-0.067	-0.101	0.033
1.460	-0.068	-0.072	0.033
1.480	-0.068	-0.043	0.033
1.500	-0.068	0.010	0.033
1.520	-0.069	0.068	0.033
1.540	-0.069	0.085	0.033
1.560	-0.069	0.041	0.033
1.580	-0.068	-0.037	0.033
1.600	-0.067	-0.135	0.033
1.620	-0.066	-0.257	0.033
1.640	-0.065	-0.369	0.033
1.660	-0.065	-0.419	0.033
1.680	-0.066	-0.386	0.033
1.700	-0.067	-0.296	0.033
1.720	-0.068	-0.170	0.033
1.740	-0.070	-0.048	0.033
1.760	-0.071	0.045	0.033
1.780	-0.071	0.086	0.033
1.800	-0.071	0.072	0.033
1.820	-0.070	0.010	0.033
1.840	-0.069	-0.070	0.033
1.860	-0.068	-0.138	0.033
1.880	-0.068	-0.179	0.033
1.900	-0.068	-0.190	0.033
1.920	-0.068	-0.166	0.033
1.940	-0.069	-0.125	0.033
1.960	-0.070	-0.124	0.033
1.980	-0.069	-0.181	0.033
2.000	-0.069	-0.274	0.033
2.020	-0.068	-0.337	0.033
2.040	-0.069	-0.323	0.033
2.060	-0.070	-0.219	0.033
2.080	-0.071	-0.053	0.033
2.100	-0.073	0.101	0.033
2.120	-0.074	0.178	0.033
2.140	-0.074	0.138	0.033
2.160	-0.072	-0.006	0.033
2.180	-0.071	-0.189	0.033
2.200	-0.069	-0.342	0.033
2.220	-0.068	-0.411	0.033
2.240	-0.069	-0.374	0.033
2.260	-0.070	-0.235	0.033
2.280	-0.072	-0.058	0.033
2.300	-0.075	0.093	0.033
2.320	-0.075	0.153	0.033
2.340	-0.075	0.100	0.033
2.360	-0.073	-0.066	0.033
2.380	-0.070	-0.286	0.033
2.400	-0.068	-0.456	0.033
2.420	-0.068	-0.513	0.033
2.440	-0.069	-0.423	0.033
2.460	-0.072	-0.218	0.033
2.480	-0.074	0.032	0.033
2.500	-0.077	0.228	0.033
2.520	-0.077	0.277	0.033
2.540	-0.076	0.160	0.033
2.560	-0.074	-0.071	0.033
2.580	-0.071	-0.296	0.033
2.600	-0.070	-0.413	0.033
2.620	-0.070	-0.378	0.033
2.640	-0.072	-0.245	0.033
2.660	-0.073	-0.110	0.033
2.680	-0.074	-0.059	0.033
2.700	-0.074	-0.117	0.033
2.720	-0.073	-0.221	0.033
2.740	-0.072	-0.288	0.033
2.760	-0.072	-0.242	0.033
2.780	-0.074	-0.081	0.033
2.800	-0.076	0.118	0.033
2.820	-0.078	0.246	0.033
2.840	-0.077	0.218	0.033
2.860	-0.075	0.043	0.033
2.880	-0.073	-0.189	0.033
2.900	-0.071	-0.397	0.033
2.920	-0.070	-0.514	0.033
2.940	-0.070	-0.499	0.033
2.960	-0.072	-0.364	0.033
2.980	-0.074	-0.176	0.033
3.000	-0.076	-0.005	0.033
3.020	-0.078	0.105	0.033
3.040	-0.078	0.135	0.033
3.060	-0.077	0.091	0.033
3.080	-0.076	-0.014	0.033
3.100	-0.075	-0.145	0.033
3.120	-0.074	-0.264	0.033
3.140	-0.074	-0.316	0.033
3.160	-0.074	-0.289	0.033
