HBM_CATMAN_DATAFILE_40

3/8/2011
12:02
CHANNELS: 4
SEPARATOR: 9
MAXLINES: 1520               

Time DEVICE_1 (Sample rate 1)	Fx8113	Fx8111	Speed_X
s	N	N	m/s
3/8/2011-12:02	3/8/2011-12:02	3/8/2011-12:02	3/8/2011-12:02
			
T0 =08.03.11 12:02:00	T0 =08.03.11 12:02:00	T0 =08.03.11 12:02:00	T0 =08.03.11 12:02:00
dt =20 ms	dt =20 ms	dt =20 ms	dt =20 ms
CH 0	CH 3	CH 4	CH 16 - 3
Serial No. (Electronics / CP)Not available	Serial No. (Electronics / CP)901905018104 / 	Serial No. (Electronics / CP)901905015104 / 	Serial No. (Electronics / CP)059181052111 / 804325236
Not available ID=0	ML10 ID=5006	ML10 ID=5006	ML801 Multichannel board ID=5015
Not available ID=0	Default connector plate (AP 01/03/04/07/11/12/13) ID=5500	Default connector plate (AP 01/03/04/07/11/12/13) ID=5500	DC 10V (AP801) ID=5506
Not available ID=0	Full bridge (low level) ID=358	Full bridge (low level) ID=358	DC 10 V ID=426
x1=0 y1=0;x2=0 y2=0	x1=0.7336 y1=0;x2=2.7336 y2=77.02	x1=0.1781 y1=0;x2=2.1781 y2=55.3	x1=0 y1=0;x2=10 y2=3.125
         (Electr.)	mV/V     (Electr.)	mV/V     (Electr.)	V IN     (Electr.)
         (Engin.)	N        (Engin.)	N        (Engin.)	m/s      (Engin.)
0  Nominal value	77.02 N Nominal value	55.3 N Nominal value	3.125 m/s Nominal value
Not available ID=0	Net signal ID=215	Net signal ID=215	Net signal ID=215
Scaling = Engineering units ID=0	Scaling = Engineering units ID=0	Scaling = Engineering units ID=0	Scaling = Engineering units ID=0
Not available ID=0	5 V excitation ID=14	5 V excitation ID=14	No excitation ID=10
Filter = Not available ID=0	Filter = Butterworth lowpass ID=141	Filter = Butterworth lowpass ID=141	Filter = Butterworth lowpass ID=141
fg = Not available ID=0	fg = 5 Hz ID=935	fg = 5 Hz ID=935	fg = 5 Hz ID=935
0  Zero	-10.87076 N Zero	0.4109481 N Zero	-6.319173E-03 m/s Zero
0  Tare	-8.4411 N Tare	-19.3285 N Tare	-0.0028 m/s Tare
0  Software-Zero	0 N Software-Zero	0 N Software-Zero	0 m/s Software-Zero
Gage factor = 0	Gage factor = 0	Gage factor = 0	Gage factor = 0
Bridge factor = 0	Bridge factor = 1	Bridge factor = 1	Bridge factor = 1
Software scaling: None	Software scaling: None	Software scaling: None	Software scaling: None
Sensor: None	Sensor: None	Sensor: None	Sensor: None
Sensor T-ID: None	Sensor T-ID: None	Sensor T-ID: None	Sensor T-ID: None
Cable length correction Not available	Cable length correction Not available	Cable length correction Not available	Cable length correction Not available

0.000	0.073	-2.537	0.497
0.020	0.071	-2.225	0.497
0.040	0.066	-1.693	0.497
0.060	0.061	-1.148	0.497
0.080	0.056	-0.766	0.497
0.100	0.055	-0.654	0.497
0.120	0.058	-0.910	0.498
0.140	0.065	-1.460	0.501
0.160	0.073	-2.100	0.506
0.180	0.079	-2.570	0.513
0.200	0.081	-2.733	0.518
0.220	0.080	-2.572	0.521
0.240	0.075	-2.075	0.522
0.260	0.068	-1.393	0.522
0.280	0.062	-0.779	0.522
0.300	0.061	-0.538	0.522
0.320	0.064	-0.736	0.522
0.340	0.070	-1.226	0.522
0.360	0.077	-1.802	0.522
0.380	0.083	-2.293	0.522
0.400	0.088	-2.600	0.522
0.420	0.091	-2.701	0.522
0.440	0.092	-2.467	0.522
0.460	0.089	-1.969	0.522
0.480	0.085	-1.409	0.522
0.500	0.083	-0.971	0.522
0.520	0.082	-0.730	0.522
0.540	0.084	-0.669	0.522
0.560	0.088	-0.801	0.522
0.580	0.094	-1.230	0.522
0.600	0.103	-1.904	0.523
0.620	0.113	-2.580	0.524
0.640	0.119	-2.927	0.529
0.660	0.119	-2.806	0.535
0.680	0.116	-2.290	0.541
0.700	0.110	-1.569	0.545
0.720	0.104	-0.849	0.547
0.740	0.101	-0.373	0.547
0.760	0.104	-0.381	0.547
0.780	0.113	-0.944	0.546
0.800	0.125	-1.796	0.546
0.820	0.135	-2.479	0.546
0.840	0.141	-2.696	0.546
0.860	0.141	-2.511	0.546
0.880	0.138	-2.131	0.546
0.900	0.134	-1.626	0.546
0.920	0.131	-1.179	0.546
0.940	0.131	-1.039	0.546
0.960	0.133	-1.241	0.546
0.980	0.136	-1.492	0.546
1.000	0.136	-1.407	0.546
1.020	0.133	-0.925	0.546
1.040	0.126	-0.367	0.546
1.060	0.123	-0.050	0.546
1.080	0.124	0.003	0.546
1.100	0.130	-0.211	0.546
1.120	0.140	-0.748	0.546
1.140	0.151	-1.523	0.546
1.160	0.160	-2.125	0.546
1.180	0.163	-2.167	0.546
1.200	0.159	-1.678	0.546
1.220	0.151	-1.005	0.546
1.240	0.145	-0.509	0.546
1.260	0.143	-0.196	0.546
1.280	0.145	0.032	0.546
1.300	0.149	0.076	0.546
1.320	0.155	-0.241	0.546
1.340	0.161	-0.722	0.546
1.360	0.167	-1.029	0.546
1.380	0.172	-1.210	0.546
1.400	0.177	-1.503	0.546
1.420	0.182	-1.906	0.546
1.440	0.184	-2.076	0.546
1.460	0.183	-1.742	0.546
1.480	0.175	-0.956	0.546
1.500	0.166	-0.118	0.546
1.520	0.157	0.488	0.546
1.540	0.151	0.751	0.546
1.560	0.152	0.530	0.546
1.580	0.159	-0.347	0.546
1.600	0.172	-1.627	0.546
1.620	0.182	-2.687	0.546
1.640	0.184	-2.948	0.546
1.660	0.176	-2.380	0.546
1.680	0.162	-1.363	0.546
1.700	0.146	-0.304	0.546
1.720	0.132	0.583	0.546
1.740	0.125	1.046	0.546
1.760	0.125	0.835	0.546
1.780	0.134	-0.038	0.546
1.800	0.146	-1.105	0.546
1.820	0.154	-1.898	0.546
1.840	0.157	-2.226	0.546
1.860	0.154	-2.151	0.546
1.880	0.149	-1.757	0.546
1.900	0.141	-1.097	0.546
1.920	0.133	-0.371	0.546
1.940	0.128	0.158	0.546
1.960	0.126	0.342	0.546
1.980	0.128	0.202	0.546
2.000	0.132	-0.136	0.546
2.020	0.137	-0.630	0.546
2.040	0.144	-1.252	0.546
2.060	0.150	-1.889	0.546
2.080	0.153	-2.176	0.546
2.100	0.151	-1.935	0.546
2.120	0.146	-1.311	0.546
2.140	0.137	-0.564	0.546
2.160	0.131	0.116	0.546
2.180	0.127	0.564	0.546
2.200	0.128	0.565	0.546
2.220	0.133	0.019	0.546
2.240	0.145	-0.942	0.546
2.260	0.155	-1.871	0.546
2.280	0.163	-2.392	0.546
2.300	0.163	-2.347	0.546
2.320	0.160	-1.859	0.546
2.340	0.152	-1.058	0.546
2.360	0.144	-0.139	0.546
2.380	0.136	0.560	0.546
2.400	0.133	0.739	0.546
2.420	0.138	0.350	0.546
2.440	0.147	-0.384	0.546
2.460	0.157	-1.157	0.546
2.480	0.167	-1.789	0.546
2.500	0.171	-2.119	0.546
2.520	0.171	-1.997	0.546
2.540	0.167	-1.446	0.546
2.560	0.161	-0.710	0.546
2.580	0.156	-0.130	0.546
2.600	0.155	0.118	0.546
2.620	0.157	0.067	0.546
2.640	0.161	-0.206	0.546
2.660	0.168	-0.628	0.546
2.680	0.173	-1.057	0.546
2.700	0.177	-1.323	0.546
2.720	0.178	-1.317	0.546
2.740	0.178	-1.149	0.546
2.760	0.177	-0.978	0.546
2.780	0.178	-0.908	0.546
2.800	0.179	-0.861	0.546
2.820	0.179	-0.696	0.546
2.840	0.177	-0.447	0.546
2.860	0.175	-0.268	0.546
2.880	0.175	-0.233	0.546
2.900	0.177	-0.350	0.546
2.920	0.180	-0.600	0.546
2.940	0.185	-1.019	0.546
2.960	0.190	-1.471	0.546
2.980	0.192	-1.685	0.546
3.000	0.191	-1.517	0.546
3.020	0.185	-1.043	0.546
3.040	0.179	-0.507	0.546
3.060	0.172	-0.045	0.546
3.080	0.169	0.176	0.546
3.100	0.169	0.094	0.546
3.120	0.173	-0.320	0.546
3.140	0.178	-0.898	0.546
3.160	0.182	-1.316	0.546
3.180	0.183	-1.427	0.546
3.200	0.181	-1.292	0.546
3.220	0.178	-1.090	0.546
3.240	0.177	-0.917	0.546
3.260	0.175	-0.797	0.546
3.280	0.174	-0.713	0.546
3.300	0.173	-0.588	0.546
3.320	0.171	-0.432	0.546
3.340	0.170	-0.238	0.546
3.360	0.168	-0.009	0.546
3.380	0.167	0.110	0.546
3.400	0.169	-0.166	0.546
3.420	0.177	-0.853	0.546
3.440	0.185	-1.648	0.546
3.460	0.191	-2.170	0.546
3.480	0.190	-2.213	0.546
3.500	0.184	-1.743	0.546
3.520	0.174	-0.858	0.546
3.540	0.161	0.126	0.546
3.560	0.151	0.834	0.546
3.580	0.148	0.909	0.546
3.600	0.153	0.303	0.546
3.620	0.162	-0.639	0.546
3.640	0.171	-1.544	0.546
3.660	0.176	-2.147	0.546
3.680	0.176	-2.321	0.546
3.700	0.169	-1.990	0.546
3.720	0.159	-1.237	0.546
3.740	0.147	-0.349	0.546
3.760	0.139	0.311	0.546
3.780	0.135	0.498	0.546
3.800	0.136	0.234	0.546
3.820	0.140	-0.275	0.546
3.840	0.146	-0.814	0.546
3.860	0.150	-1.335	0.546
3.880	0.151	-1.715	0.546
3.900	0.150	-1.796	0.546
3.920	0.146	-1.555	0.546
3.940	0.141	-1.136	0.546
3.960	0.136	-0.692	0.546
3.980	0.132	-0.276	0.546
4.000	0.126	0.112	0.546
4.020	0.122	0.393	0.546
4.040	0.121	0.407	0.546
4.060	0.124	-0.028	0.546
4.080	0.130	-0.766	0.546
4.100	0.137	-1.588	0.546
4.120	0.144	-2.265	0.546
4.140	0.147	-2.665	0.546
4.160	0.146	-2.557	0.546
4.180	0.136	-1.797	0.546
4.200	0.122	-0.605	0.546
4.220	0.106	0.521	0.546
4.240	0.097	1.180	0.546
4.260	0.095	1.217	0.546
4.280	0.101	0.670	0.546
4.300	0.113	-0.314	0.546
4.320	0.128	-1.403	0.546
4.340	0.137	-2.210	0.546
4.360	0.142	-2.481	0.546
4.380	0.138	-2.209	0.546
4.400	0.132	-1.604	0.546
4.420	0.123	-0.942	0.546
