HBM_CATMAN_DATAFILE_40

3/8/2011
13:17
CHANNELS: 4
SEPARATOR: 9
MAXLINES: 1620               

Time DEVICE_1 (Sample rate 1)	Fx8113	Fx8111	Speed_X
s	N	N	m/s
3/8/2011-13:16	3/8/2011-13:16	3/8/2011-13:16	3/8/2011-13:16
			
T0 =08.03.11 13:16:18	T0 =08.03.11 13:16:18	T0 =08.03.11 13:16:18	T0 =08.03.11 13:16:18
dt =20 ms	dt =20 ms	dt =20 ms	dt =20 ms
CH 0	CH 3	CH 4	CH 16 - 3
Serial No. (Electronics / CP)Not available	Serial No. (Electronics / CP)901905018104 / 	Serial No. (Electronics / CP)901905015104 / 	Serial No. (Electronics / CP)059181052111 / 804325236
Not available ID=0	ML10 ID=5006	ML10 ID=5006	ML801 Multichannel board ID=5015
Not available ID=0	Default connector plate (AP 01/03/04/07/11/12/13) ID=5500	Default connector plate (AP 01/03/04/07/11/12/13) ID=5500	DC 10V (AP801) ID=5506
Not available ID=0	Full bridge (low level) ID=358	Full bridge (low level) ID=358	DC 10 V ID=426
x1=0 y1=0;x2=0 y2=0	x1=0.7336 y1=0;x2=2.7336 y2=77.02	x1=0.1781 y1=0;x2=2.1781 y2=55.3	x1=0 y1=0;x2=10 y2=3.125
         (Electr.)	mV/V     (Electr.)	mV/V     (Electr.)	V IN     (Electr.)
         (Engin.)	N        (Engin.)	N        (Engin.)	m/s      (Engin.)
0  Nominal value	77.02 N Nominal value	55.3 N Nominal value	3.125 m/s Nominal value
Not available ID=0	Net signal ID=215	Net signal ID=215	Net signal ID=215
Scaling = Engineering units ID=0	Scaling = Engineering units ID=0	Scaling = Engineering units ID=0	Scaling = Engineering units ID=0
Not available ID=0	5 V excitation ID=14	5 V excitation ID=14	No excitation ID=10
Filter = Not available ID=0	Filter = Butterworth lowpass ID=141	Filter = Butterworth lowpass ID=141	Filter = Butterworth lowpass ID=141
fg = Not available ID=0	fg = 5 Hz ID=935	fg = 5 Hz ID=935	fg = 5 Hz ID=935
0  Zero	-10.87076 N Zero	0.4109481 N Zero	-6.319173E-03 m/s Zero
0  Tare	-8.3054 N Tare	-19.2754 N Tare	-0.0008 m/s Tare
0  Software-Zero	0 N Software-Zero	0 N Software-Zero	0 m/s Software-Zero
Gage factor = 0	Gage factor = 0	Gage factor = 0	Gage factor = 0
Bridge factor = 0	Bridge factor = 1	Bridge factor = 1	Bridge factor = 1
Software scaling: None	Software scaling: None	Software scaling: None	Software scaling: None
Sensor: None	Sensor: None	Sensor: None	Sensor: None
Sensor T-ID: None	Sensor T-ID: None	Sensor T-ID: None	Sensor T-ID: None
Cable length correction Not available	Cable length correction Not available	Cable length correction Not available	Cable length correction Not available

0.000	0.008	0.333	-0.065
0.020	0.012	-0.038	-0.065
0.040	0.015	-0.350	-0.065
0.060	0.016	-0.491	-0.065
0.080	0.016	-0.441	-0.065
0.100	0.014	-0.240	-0.065
0.120	0.011	-0.010	-0.065
0.140	0.009	0.172	-0.065
0.160	0.008	0.317	-0.065
0.180	0.008	0.394	-0.065
0.200	0.009	0.335	-0.065
0.220	0.010	0.158	-0.065
0.240	0.012	-0.023	-0.065
0.260	0.013	-0.189	-0.065
0.280	0.014	-0.319	-0.065
0.300	0.014	-0.330	-0.065
0.320	0.012	-0.182	-0.065
0.340	0.010	0.080	-0.065
0.360	0.008	0.309	-0.065
0.380	0.007	0.446	-0.065
0.400	0.007	0.410	-0.065
0.420	0.009	0.204	-0.065
0.440	0.012	-0.085	-0.065
0.460	0.015	-0.351	-0.065
0.480	0.016	-0.519	-0.065
0.500	0.016	-0.529	-0.065
0.520	0.014	-0.323	-0.065
0.540	0.011	0.014	-0.065
0.560	0.007	0.367	-0.065
0.580	0.005	0.651	-0.065
0.600	0.003	0.788	-0.065
0.620	0.004	0.686	-0.065
0.640	0.008	0.320	-0.065
0.660	0.013	-0.185	-0.065
0.680	0.018	-0.663	-0.065
0.700	0.021	-0.951	-0.065
0.720	0.020	-0.895	-0.065
0.740	0.016	-0.481	-0.065
0.760	0.009	0.150	-0.065
0.780	0.003	0.742	-0.065
0.800	-0.001	1.087	-0.065
0.820	0.000	1.014	-0.065
0.840	0.005	0.544	-0.065
0.860	0.012	-0.115	-0.065
0.880	0.018	-0.699	-0.065
0.900	0.021	-0.979	-0.065
0.920	0.020	-0.883	-0.065
0.940	0.015	-0.421	-0.065
0.960	0.009	0.158	-0.065
0.980	0.004	0.622	-0.065
1.000	0.002	0.829	-0.065
1.020	0.003	0.756	-0.065
1.040	0.006	0.458	-0.065
1.060	0.010	0.033	-0.065
1.080	0.013	-0.318	-0.065
1.100	0.015	-0.541	-0.065
1.120	0.016	-0.608	-0.065
1.140	0.015	-0.517	-0.065
1.160	0.012	-0.271	-0.065
1.180	0.009	0.062	-0.065
1.200	0.006	0.373	-0.065
1.220	0.003	0.630	-0.065
1.240	0.002	0.706	-0.065
1.260	0.004	0.548	-0.065
1.280	0.008	0.178	-0.065
1.300	0.012	-0.262	-0.065
1.320	0.015	-0.625	-0.065
1.340	0.017	-0.780	-0.065
1.360	0.016	-0.625	-0.065
1.380	0.011	-0.221	-0.065
1.400	0.006	0.270	-0.065
1.420	0.003	0.655	-0.065
1.440	0.001	0.792	-0.065
1.460	0.002	0.627	-0.065
1.480	0.006	0.209	-0.065
1.500	0.011	-0.249	-0.065
1.520	0.014	-0.588	-0.065
1.540	0.015	-0.690	-0.065
1.560	0.013	-0.525	-0.065
1.580	0.010	-0.140	-0.065
1.600	0.005	0.303	-0.065
1.620	0.003	0.580	-0.065
1.640	0.002	0.635	-0.065
1.660	0.004	0.447	-0.065
1.680	0.007	0.103	-0.065
1.700	0.010	-0.271	-0.065
1.720	0.012	-0.501	-0.065
1.740	0.012	-0.499	-0.065
1.760	0.010	-0.322	-0.065
1.780	0.007	-0.007	-0.065
1.800	0.004	0.295	-0.065
1.820	0.002	0.479	-0.065
1.840	0.003	0.474	-0.065
1.860	0.004	0.323	-0.065
1.880	0.007	0.070	-0.065
1.900	0.009	-0.217	-0.065
1.920	0.010	-0.375	-0.065
1.940	0.010	-0.379	-0.065
1.960	0.008	-0.251	-0.065
1.980	0.007	-0.053	-0.065
2.000	0.005	0.160	-0.065
2.020	0.004	0.321	-0.065
2.040	0.003	0.337	-0.065
2.060	0.004	0.266	-0.065
2.080	0.005	0.116	-0.065
2.100	0.007	-0.065	-0.065
2.120	0.008	-0.221	-0.065
2.140	0.009	-0.289	-0.065
2.160	0.008	-0.237	-0.065
2.180	0.007	-0.119	-0.065
2.200	0.005	0.071	-0.065
2.220	0.003	0.243	-0.065
2.240	0.002	0.339	-0.065
2.260	0.003	0.303	-0.065
2.280	0.004	0.168	-0.065
2.300	0.005	-0.032	-0.065
2.320	0.007	-0.242	-0.065
2.340	0.008	-0.355	-0.065
2.360	0.008	-0.322	-0.065
2.380	0.006	-0.166	-0.065
2.400	0.004	0.061	-0.065
2.420	0.001	0.305	-0.065
2.440	0.000	0.467	-0.065
2.460	0.000	0.442	-0.065
2.480	0.002	0.245	-0.065
2.500	0.004	-0.046	-0.065
2.520	0.007	-0.330	-0.065
2.540	0.009	-0.508	-0.065
2.560	0.009	-0.485	-0.065
2.580	0.006	-0.250	-0.065
2.600	0.003	0.082	-0.065
2.620	0.000	0.408	-0.065
2.640	-0.002	0.587	-0.065
