HBM_CATMAN_DATAFILE_40

3/8/2011
11:31
CHANNELS: 4
SEPARATOR: 9
MAXLINES: 2110               

Time DEVICE_1 (Sample rate 1)	Fx8113	Fx8111	Speed_X
s	N	N	m/s
3/8/2011-11:31	3/8/2011-11:31	3/8/2011-11:31	3/8/2011-11:31
			
T0 =08.03.11 11:31:03	T0 =08.03.11 11:31:03	T0 =08.03.11 11:31:03	T0 =08.03.11 11:31:03
dt =20 ms	dt =20 ms	dt =20 ms	dt =20 ms
CH 0	CH 3	CH 4	CH 16 - 3
Serial No. (Electronics / CP)Not available	Serial No. (Electronics / CP)901905018104 / 	Serial No. (Electronics / CP)901905015104 / 	Serial No. (Electronics / CP)059181052111 / 804325236
Not available ID=0	ML10 ID=5006	ML10 ID=5006	ML801 Multichannel board ID=5015
Not available ID=0	Default connector plate (AP 01/03/04/07/11/12/13) ID=5500	Default connector plate (AP 01/03/04/07/11/12/13) ID=5500	DC 10V (AP801) ID=5506
Not available ID=0	Full bridge (low level) ID=358	Full bridge (low level) ID=358	DC 10 V ID=426
x1=0 y1=0;x2=0 y2=0	x1=0.7336 y1=0;x2=2.7336 y2=77.02	x1=0.1781 y1=0;x2=2.1781 y2=55.3	x1=0 y1=0;x2=10 y2=3.125
         (Electr.)	mV/V     (Electr.)	mV/V     (Electr.)	V IN     (Electr.)
         (Engin.)	N        (Engin.)	N        (Engin.)	m/s      (Engin.)
0  Nominal value	77.02 N Nominal value	55.3 N Nominal value	3.125 m/s Nominal value
Not available ID=0	Net signal ID=215	Net signal ID=215	Net signal ID=215
Scaling = Engineering units ID=0	Scaling = Engineering units ID=0	Scaling = Engineering units ID=0	Scaling = Engineering units ID=0
Not available ID=0	5 V excitation ID=14	5 V excitation ID=14	No excitation ID=10
Filter = Not available ID=0	Filter = Butterworth lowpass ID=141	Filter = Butterworth lowpass ID=141	Filter = Butterworth lowpass ID=141
fg = Not available ID=0	fg = 5 Hz ID=935	fg = 5 Hz ID=935	fg = 5 Hz ID=935
0  Zero	-10.87076 N Zero	0.4109481 N Zero	-6.319173E-03 m/s Zero
0  Tare	-8.4039 N Tare	-19.2675 N Tare	-0.0002 m/s Tare
0  Software-Zero	0 N Software-Zero	0 N Software-Zero	0 m/s Software-Zero
Gage factor = 0	Gage factor = 0	Gage factor = 0	Gage factor = 0
Bridge factor = 0	Bridge factor = 1	Bridge factor = 1	Bridge factor = 1
Software scaling: None	Software scaling: None	Software scaling: None	Software scaling: None
Sensor: None	Sensor: None	Sensor: None	Sensor: None
Sensor T-ID: None	Sensor T-ID: None	Sensor T-ID: None	Sensor T-ID: None
Cable length correction Not available	Cable length correction Not available	Cable length correction Not available	Cable length correction Not available

0.000	0.022	-0.111	0.129
0.020	0.022	-0.126	0.129
0.040	0.024	-0.144	0.129
0.060	0.023	-0.151	0.129
0.080	0.023	-0.163	0.129
0.100	0.024	-0.194	0.129
0.120	0.024	-0.210	0.129
0.140	0.023	-0.179	0.129
0.160	0.023	-0.091	0.129
0.180	0.021	-0.016	0.129
0.200	0.020	0.042	0.129
0.220	0.021	0.080	0.129
0.240	0.021	0.075	0.129
0.260	0.021	0.021	0.129
0.280	0.023	-0.038	0.129
0.300	0.023	-0.049	0.129
0.320	0.022	-0.068	0.129
0.340	0.024	-0.083	0.129
0.360	0.024	-0.099	0.129
0.380	0.023	-0.123	0.129
0.400	0.024	-0.171	0.129
0.420	0.025	-0.173	0.129
0.440	0.023	-0.103	0.129
0.460	0.024	-0.014	0.129
0.480	0.024	0.084	0.129
0.500	0.021	0.179	0.129
0.520	0.023	0.166	0.129
0.540	0.025	-0.017	0.129
0.560	0.027	-0.249	0.129
0.580	0.029	-0.430	0.129
0.600	0.031	-0.482	0.129
0.620	0.028	-0.389	0.129
0.640	0.025	-0.114	0.129
0.660	0.024	0.204	0.129
0.680	0.021	0.404	0.129
0.700	0.022	0.405	0.129
0.720	0.025	0.216	0.129
0.740	0.027	-0.062	0.129
0.760	0.029	-0.348	0.129
0.780	0.032	-0.473	0.129
0.800	0.031	-0.415	0.129
0.820	0.028	-0.198	0.129
0.840	0.028	0.056	0.129
0.860	0.025	0.261	0.129
0.880	0.024	0.320	0.129
0.900	0.026	0.207	0.129
0.920	0.029	0.023	0.129
0.940	0.029	-0.168	0.129
0.960	0.032	-0.287	0.129
0.980	0.033	-0.356	0.129
1.000	0.031	-0.314	0.129
1.020	0.032	-0.229	0.129
1.040	0.031	-0.116	0.129
1.060	0.029	0.005	0.129
1.080	0.029	0.122	0.129
1.100	0.029	0.205	0.129
1.120	0.027	0.215	0.129
1.140	0.029	0.154	0.129
1.160	0.032	-0.004	0.129
1.180	0.032	-0.207	0.129
1.200	0.035	-0.403	0.129
1.220	0.037	-0.471	0.129
1.240	0.036	-0.387	0.129
1.260	0.034	-0.167	0.129
1.280	0.033	0.093	0.129
1.300	0.029	0.334	0.129
1.320	0.028	0.437	0.129
1.340	0.031	0.347	0.129
1.360	0.033	0.111	0.129
1.380	0.035	-0.148	0.129
1.400	0.039	-0.331	0.129
1.420	0.039	-0.419	0.129
1.440	0.038	-0.369	0.129
1.460	0.039	-0.240	0.129
1.480	0.038	-0.103	0.129
1.500	0.036	-0.036	0.129
1.520	0.037	0.000	0.129
1.540	0.038	0.030	0.129
1.560	0.036	0.097	0.129
1.580	0.036	0.183	0.129
1.600	0.036	0.246	0.129
1.620	0.036	0.208	0.129
1.640	0.039	0.030	0.129
1.660	0.043	-0.202	0.129
1.680	0.044	-0.431	0.129
1.700	0.046	-0.558	0.129
1.720	0.047	-0.530	0.129
1.740	0.043	-0.295	0.129
1.760	0.040	0.036	0.129
1.780	0.038	0.315	0.129
1.800	0.036	0.478	0.129
1.820	0.036	0.492	0.129
1.840	0.040	0.318	0.129
1.860	0.043	-0.002	0.129
1.880	0.046	-0.313	0.129
1.900	0.050	-0.518	0.129
1.920	0.050	-0.581	0.129
1.940	0.049	-0.495	0.129
1.960	0.048	-0.245	0.129
1.980	0.044	0.069	0.129
2.000	0.041	0.338	0.129
2.020	0.041	0.498	0.129
2.040	0.042	0.501	0.129
2.060	0.042	0.322	0.129
2.080	0.047	0.023	0.129
2.100	0.051	-0.285	0.129
2.120	0.052	-0.517	0.129
2.140	0.054	-0.614	0.129
2.160	0.054	-0.528	0.129
2.180	0.050	-0.244	0.129
2.200	0.047	0.122	0.129
2.220	0.046	0.438	0.129
2.240	0.043	0.616	0.129
2.260	0.044	0.589	0.129
2.280	0.049	0.307	0.129
2.300	0.052	-0.131	0.129
2.320	0.057	-0.552	0.129
2.340	0.060	-0.795	0.129
2.360	0.059	-0.774	0.129
2.380	0.056	-0.507	0.129
2.400	0.054	-0.069	0.129
2.420	0.049	0.359	0.129
2.440	0.046	0.634	0.129
2.460	0.048	0.658	0.129
2.480	0.049	0.450	0.129
2.500	0.053	0.082	0.129
2.520	0.058	-0.309	0.129
2.540	0.062	-0.584	0.129
2.560	0.061	-0.645	0.129
2.580	0.062	-0.503	0.129
2.600	0.059	-0.215	0.129
2.620	0.054	0.153	0.129
2.640	0.053	0.450	0.129
2.660	0.051	0.570	0.129
2.680	0.052	0.499	0.129
2.700	0.055	0.275	0.129
2.720	0.059	-0.060	0.129
2.740	0.060	-0.383	0.129
2.760	0.064	-0.564	0.129
2.780	0.065	-0.564	0.129
2.800	0.061	-0.399	0.129
2.820	0.060	-0.137	0.129
2.840	0.058	0.143	0.129
2.860	0.056	0.326	0.129
2.880	0.055	0.384	0.129
2.900	0.058	0.349	0.129
2.920	0.057	0.243	0.129
2.940	0.059	0.072	0.129
2.960	0.063	-0.136	0.129
2.980	0.064	-0.287	0.129
3.000	0.065	-0.369	0.129
3.020	0.066	-0.371	0.129
3.040	0.065	-0.260	0.129
3.060	0.061	-0.047	0.129
3.080	0.061	0.159	0.129
3.100	0.059	0.278	0.129
3.120	0.059	0.286	0.129
3.140	0.062	0.176	0.129
3.160	0.063	-0.005	0.129
3.180	0.064	-0.175	0.129
3.200	0.066	-0.266	0.129
3.220	0.066	-0.285	0.129
3.240	0.064	-0.222	0.129
3.260	0.064	-0.109	0.129
3.280	0.064	-0.014	0.129
3.300	0.061	0.058	0.129
3.320	0.062	0.129	0.129
3.340	0.061	0.205	0.129
3.360	0.060	0.236	0.129
3.380	0.060	0.209	0.129
3.400	0.063	0.101	0.129
3.420	0.063	-0.086	0.129
3.440	0.066	-0.308	0.129
3.460	0.069	-0.486	0.129
3.480	0.068	-0.503	0.129
3.500	0.066	-0.329	0.129
3.520	0.063	-0.002	0.129
3.540	0.059	0.350	0.129
3.560	0.056	0.566	0.129
3.580	0.058	0.582	0.129
3.600	0.059	0.367	0.129
3.620	0.063	0.014	0.129
3.640	0.068	-0.348	0.129
3.660	0.070	-0.604	0.129
3.680	0.069	-0.648	0.129
3.700	0.069	-0.513	0.129
3.720	0.066	-0.252	0.129
3.740	0.060	0.076	0.129
3.760	0.058	0.380	0.129
3.780	0.057	0.560	0.129
3.800	0.055	0.581	0.129
3.820	0.058	0.423	0.129
3.840	0.062	0.112	0.129
3.860	0.064	-0.262	0.129
3.880	0.068	-0.582	0.129
3.900	0.070	-0.737	0.129
3.920	0.068	-0.659	0.129
3.940	0.065	-0.330	0.129
3.960	0.061	0.132	0.129
3.980	0.055	0.562	0.129
4.000	0.053	0.786	0.129
4.020	0.054	0.747	0.129
4.040	0.056	0.447	0.129
4.060	0.061	-0.032	0.129
4.080	0.067	-0.522	0.129
4.100	0.069	-0.849	0.129
4.120	0.069	-0.882	0.129
4.140	0.068	-0.643	0.129
4.160	0.062	-0.195	0.129
4.180	0.056	0.307	0.129
4.200	0.054	0.698	0.129
4.220	0.052	0.822	0.129
4.240	0.053	0.656	0.129
4.260	0.058	0.262	0.129
4.280	0.063	-0.235	0.129
4.300	0.066	-0.660	0.129
4.320	0.069	-0.853	0.129
4.340	0.067	-0.735	0.129
4.360	0.062	-0.376	0.129
4.380	0.058	0.104	0.129
4.400	0.055	0.532	0.129
4.420	0.051	0.772	0.129
4.440	0.052	0.720	0.129
4.460	0.056	0.399	0.129
4.480	0.059	-0.059	0.129
4.500	0.064	-0.479	0.129
4.520	0.068	-0.729	0.129
4.540	0.066	-0.715	0.129
4.560	0.063	-0.423	0.129
4.580	0.060	-0.030	0.129
4.600	0.056	0.335	0.129
4.620	0.053	0.526	0.129
4.640	0.056	0.496	0.129
4.660	0.057	0.279	0.129
4.680	0.059	-0.012	0.129
4.700	0.063	-0.247	0.129
4.720	0.063	-0.354	0.129
4.740	0.063	-0.339	0.129
4.760	0.063	-0.214	0.129
4.780	0.061	-0.028	0.129
4.800	0.058	0.133	0.129
4.820	0.059	0.222	0.129
4.840	0.058	0.243	0.129
4.860	0.057	0.200	0.129
4.880	0.060	0.066	0.129
4.900	0.060	-0.103	0.129
4.920	0.061	-0.245	0.129
4.940	0.062	-0.310	0.129
4.960	0.063	-0.287	0.129
4.980	0.060	-0.173	0.129
5.000	0.059	0.011	0.129
5.020	0.059	0.143	0.129
5.040	0.056	0.183	0.129
5.060	0.058	0.132	0.129
5.080	0.059	0.012	0.129
5.100	0.059	-0.121	0.129
5.120	0.060	-0.189	0.129
5.140	0.061	-0.144	0.129
5.160	0.058	-0.022	0.129
5.180	0.057	0.105	0.129
5.200	0.057	0.183	0.129
5.220	0.056	0.203	0.129
5.240	0.056	0.133	0.129
5.260	0.058	-0.025	0.129
5.280	0.059	-0.179	0.129
5.300	0.059	-0.277	0.129
5.320	0.060	-0.316	0.129
5.340	0.059	-0.300	0.129
5.360	0.056	-0.180	0.129
5.380	0.056	0.026	0.129
5.400	0.053	0.215	0.129
5.420	0.051	0.336	0.129
5.440	0.051	0.339	0.129
5.460	0.052	0.233	0.129
5.480	0.053	0.007	0.129
5.500	0.056	-0.220	0.129
5.520	0.058	-0.356	0.129
5.540	0.055	-0.365	0.129
5.560	0.054	-0.240	0.129
5.580	0.052	-0.012	0.129
5.600	0.048	0.248	0.129
5.620	0.046	0.366	0.129
5.640	0.047	0.326	0.129
5.660	0.048	0.153	0.129
5.680	0.049	-0.121	0.129
5.700	0.054	-0.425	0.129
5.720	0.053	-0.585	0.129
5.740	0.052	-0.530	0.129
5.760	0.050	-0.343	0.129
5.780	0.047	-0.050	0.129
5.800	0.042	0.296	0.129
5.820	0.041	0.565	0.129
5.840	0.040	0.586	0.129
5.860	0.039	0.423	0.129
5.880	0.044	0.126	0.129
5.900	0.046	-0.236	0.129
5.920	0.048	-0.556	0.129
5.940	0.049	-0.672	0.129
5.960	0.048	-0.539	0.129
5.980	0.043	-0.272	0.129
