HBM_CATMAN_DATAFILE_40

3/8/2011
13:44
CHANNELS: 4
SEPARATOR: 9
MAXLINES: 1600               

Time DEVICE_1 (Sample rate 1)	Fx8113	Fx8111	Speed_X
s	N	N	m/s
3/8/2011-13:43	3/8/2011-13:43	3/8/2011-13:43	3/8/2011-13:43
			
T0 =08.03.11 13:43:12	T0 =08.03.11 13:43:12	T0 =08.03.11 13:43:12	T0 =08.03.11 13:43:12
dt =20 ms	dt =20 ms	dt =20 ms	dt =20 ms
CH 0	CH 3	CH 4	CH 16 - 3
Serial No. (Electronics / CP)Not available	Serial No. (Electronics / CP)901905018104 / 	Serial No. (Electronics / CP)901905015104 / 	Serial No. (Electronics / CP)059181052111 / 804325236
Not available ID=0	ML10 ID=5006	ML10 ID=5006	ML801 Multichannel board ID=5015
Not available ID=0	Default connector plate (AP 01/03/04/07/11/12/13) ID=5500	Default connector plate (AP 01/03/04/07/11/12/13) ID=5500	DC 10V (AP801) ID=5506
Not available ID=0	Full bridge (low level) ID=358	Full bridge (low level) ID=358	DC 10 V ID=426
x1=0 y1=0;x2=0 y2=0	x1=0.7336 y1=0;x2=2.7336 y2=77.02	x1=0.1781 y1=0;x2=2.1781 y2=55.3	x1=0 y1=0;x2=10 y2=3.125
         (Electr.)	mV/V     (Electr.)	mV/V     (Electr.)	V IN     (Electr.)
         (Engin.)	N        (Engin.)	N        (Engin.)	m/s      (Engin.)
0  Nominal value	77.02 N Nominal value	55.3 N Nominal value	3.125 m/s Nominal value
Not available ID=0	Net signal ID=215	Net signal ID=215	Net signal ID=215
Scaling = Engineering units ID=0	Scaling = Engineering units ID=0	Scaling = Engineering units ID=0	Scaling = Engineering units ID=0
Not available ID=0	5 V excitation ID=14	5 V excitation ID=14	No excitation ID=10
Filter = Not available ID=0	Filter = Butterworth lowpass ID=141	Filter = Butterworth lowpass ID=141	Filter = Butterworth lowpass ID=141
fg = Not available ID=0	fg = 5 Hz ID=935	fg = 5 Hz ID=935	fg = 5 Hz ID=935
0  Zero	-10.87076 N Zero	0.4109481 N Zero	-6.319173E-03 m/s Zero
0  Tare	-8.3094 N Tare	-19.2553 N Tare	-0.0018 m/s Tare
0  Software-Zero	0 N Software-Zero	0 N Software-Zero	0 m/s Software-Zero
Gage factor = 0	Gage factor = 0	Gage factor = 0	Gage factor = 0
Bridge factor = 0	Bridge factor = 1	Bridge factor = 1	Bridge factor = 1
Software scaling: None	Software scaling: None	Software scaling: None	Software scaling: None
Sensor: None	Sensor: None	Sensor: None	Sensor: None
Sensor T-ID: None	Sensor T-ID: None	Sensor T-ID: None	Sensor T-ID: None
Cable length correction Not available	Cable length correction Not available	Cable length correction Not available	Cable length correction Not available

0.000	0.008	-0.109	-0.357
0.020	0.007	-0.038	-0.357
0.040	0.005	0.221	-0.357
0.060	0.000	0.540	-0.357
0.080	-0.004	0.817	-0.357
0.100	-0.004	0.975	-0.357
0.120	-0.004	0.964	-0.357
0.140	-0.002	0.787	-0.357
0.160	0.001	0.537	-0.357
0.180	0.002	0.352	-0.357
0.200	0.002	0.310	-0.357
0.220	0.002	0.365	-0.357
0.240	0.001	0.475	-0.357
0.260	-0.001	0.610	-0.357
0.280	0.000	0.671	-0.357
0.300	0.001	0.610	-0.357
0.320	0.003	0.444	-0.357
0.340	0.005	0.284	-0.357
0.360	0.006	0.252	-0.357
0.380	0.005	0.383	-0.357
0.400	0.003	0.592	-0.357
0.420	0.002	0.750	-0.357
0.440	0.002	0.783	-0.357
0.460	0.003	0.702	-0.357
0.480	0.006	0.539	-0.357
0.500	0.007	0.393	-0.357
0.520	0.007	0.334	-0.357
0.540	0.008	0.377	-0.357
0.560	0.007	0.461	-0.357
0.580	0.006	0.508	-0.357
0.600	0.007	0.526	-0.357
0.620	0.007	0.540	-0.357
0.640	0.006	0.579	-0.357
0.660	0.006	0.631	-0.357
0.680	0.006	0.655	-0.357
0.700	0.006	0.666	-0.357
0.720	0.006	0.663	-0.357
0.740	0.007	0.641	-0.357
0.760	0.008	0.561	-0.357
0.780	0.008	0.460	-0.357
0.800	0.010	0.344	-0.357
0.820	0.011	0.249	-0.357
0.840	0.012	0.197	-0.357
0.860	0.013	0.242	-0.357
0.880	0.012	0.398	-0.357
0.900	0.009	0.635	-0.357
0.920	0.007	0.897	-0.357
0.940	0.004	1.167	-0.357
0.960	0.002	1.404	-0.357
0.980	0.002	1.399	-0.357
1.000	0.008	0.963	-0.357
1.020	0.017	0.189	-0.357
1.040	0.026	-0.449	-0.356
1.060	0.028	-0.506	-0.354
1.080	0.024	-0.146	-0.355
1.100	0.017	0.455	-0.356
1.120	0.009	1.013	-0.357
1.140	0.008	1.214	-0.357
1.160	0.011	0.913	-0.357
1.180	0.022	0.277	-0.357
1.200	0.028	-0.234	-0.357
1.220	0.029	-0.219	-0.357
1.240	0.022	0.343	-0.357
1.260	0.015	1.067	-0.357
1.280	0.009	1.518	-0.357
1.300	0.012	1.469	-0.357
1.320	0.016	0.963	-0.357
1.340	0.024	0.253	-0.357
1.360	0.031	-0.333	-0.357
1.380	0.034	-0.497	-0.357
1.400	0.032	-0.148	-0.357
1.420	0.027	0.499	-0.357
1.440	0.022	1.114	-0.357
1.460	0.018	1.384	-0.357
1.480	0.019	1.199	-0.357
1.500	0.022	0.746	-0.357
1.520	0.026	0.338	-0.357
1.540	0.027	0.195	-0.357
1.560	0.028	0.315	-0.357
1.580	0.026	0.556	-0.357
1.600	0.025	0.728	-0.357
1.620	0.026	0.690	-0.357
1.640	0.028	0.483	-0.357
1.660	0.029	0.277	-0.357
1.680	0.032	0.201	-0.357
1.700	0.030	0.297	-0.357
1.720	0.027	0.525	-0.357
1.740	0.026	0.741	-0.357
1.760	0.025	0.816	-0.357
1.780	0.024	0.767	-0.357
1.800	0.026	0.669	-0.357
1.820	0.027	0.599	-0.357
1.840	0.026	0.584	-0.357
1.860	0.027	0.607	-0.357
1.880	0.028	0.570	-0.357
1.900	0.029	0.417	-0.357
1.920	0.030	0.194	-0.357
1.940	0.032	0.022	-0.357
1.960	0.030	0.028	-0.357
1.980	0.026	0.286	-0.357
2.000	0.021	0.750	-0.357
2.020	0.016	1.216	-0.357
2.040	0.012	1.443	-0.357
2.060	0.014	1.299	-0.357
2.080	0.019	0.842	-0.357
2.100	0.025	0.218	-0.357
2.120	0.030	-0.333	-0.357
2.140	0.033	-0.557	-0.357
2.160	0.030	-0.337	-0.357
2.180	0.022	0.224	-0.357
2.200	0.015	0.900	-0.357
2.220	0.009	1.444	-0.357
2.240	0.005	1.657	-0.357
2.260	0.007	1.473	-0.357
2.280	0.014	0.970	-0.357
2.300	0.019	0.332	-0.357
2.320	0.024	-0.185	-0.357
2.340	0.027	-0.377	-0.357
2.360	0.023	-0.213	-0.357
2.380	0.018	0.176	-0.357
2.400	0.015	0.594	-0.357
2.420	0.012	0.873	-0.357
2.440	0.010	0.969	-0.357
2.460	0.012	0.929	-0.357
2.480	0.013	0.824	-0.357
2.500	0.012	0.692	-0.357
2.520	0.013	0.586	-0.357
2.540	0.015	0.515	-0.357
2.560	0.013	0.471	-0.357
2.580	0.014	0.440	-0.357
2.600	0.015	0.366	-0.357
2.620	0.015	0.276	-0.357
2.640	0.014	0.276	-0.357
2.660	0.016	0.385	-0.357
2.680	0.012	0.585	-0.357
2.700	0.009	0.781	-0.357
2.720	0.009	0.873	-0.357
2.740	0.009	0.810	-0.357
2.760	0.010	0.602	-0.357
2.780	0.013	0.369	-0.357
2.800	0.014	0.244	-0.357
2.820	0.013	0.319	-0.357
2.840	0.013	0.535	-0.357
2.860	0.011	0.730	-0.357
2.880	0.011	0.821	-0.357
2.900	0.012	0.769	-0.357
2.920	0.014	0.630	-0.357
2.940	0.014	0.451	-0.357
2.960	0.017	0.310	-0.357
2.980	0.016	0.280	-0.357
3.000	0.017	0.366	-0.357
3.020	0.016	0.528	-0.357
3.040	0.014	0.699	-0.357
3.060	0.013	0.834	-0.357
3.080	0.013	0.887	-0.357
3.100	0.013	0.840	-0.357
3.120	0.016	0.696	-0.357
3.140	0.019	0.467	-0.357
3.160	0.021	0.215	-0.357
3.180	0.023	0.033	-0.357
3.200	0.024	-0.025	-0.357
3.220	0.023	0.113	-0.357
3.240	0.018	0.463	-0.357
3.260	0.015	0.884	-0.357
3.280	0.012	1.170	-0.357
3.300	0.011	1.176	-0.357
3.320	0.014	0.925	-0.357
3.340	0.019	0.527	-0.357
3.360	0.022	0.194	-0.357
3.380	0.024	0.064	-0.357
3.400	0.024	0.141	-0.357
3.420	0.022	0.320	-0.357
3.440	0.020	0.499	-0.357
3.460	0.020	0.595	-0.357
3.480	0.021	0.556	-0.357
3.500	0.022	0.427	-0.357
3.520	0.022	0.326	-0.357
3.540	0.021	0.356	-0.357
3.560	0.019	0.534	-0.357
3.580	0.016	0.778	-0.357
3.600	0.014	0.952	-0.357
3.620	0.014	0.955	-0.357
3.640	0.014	0.823	-0.357
3.660	0.016	0.603	-0.357
3.680	0.019	0.334	-0.357
3.700	0.021	0.104	-0.357
3.720	0.020	0.011	-0.357
3.740	0.019	0.079	-0.357
3.760	0.016	0.222	-0.357
3.780	0.013	0.349	-0.357
3.800	0.013	0.443	-0.357
3.820	0.011	0.579	-0.357
3.840	0.007	0.810	-0.357
3.860	0.003	1.082	-0.357
3.880	0.001	1.254	-0.357
3.900	-0.001	1.224	-0.357
3.920	0.003	0.925	-0.357
3.940	0.010	0.365	-0.357
3.960	0.015	-0.235	-0.357
3.980	0.017	-0.609	-0.357
4.000	0.016	-0.579	-0.357
4.020	0.009	-0.112	-0.357
4.040	0.000	0.610	-0.357
4.060	-0.008	1.303	-0.357
4.080	-0.014	1.712	-0.357
4.100	-0.015	1.706	-0.357
4.120	-0.011	1.287	-0.357
4.140	-0.004	0.622	-0.357
4.160	0.002	-0.039	-0.357
4.180	0.006	-0.434	-0.357
4.200	0.005	-0.461	-0.357
4.220	0.000	-0.176	-0.357
4.240	-0.006	0.244	-0.357
4.260	-0.010	0.615	-0.357
4.280	-0.014	0.854	-0.357
4.300	-0.015	0.975	-0.357
4.320	-0.016	1.048	-0.357
