HBM_CATMAN_DATAFILE_40

3/8/2011
13:27
CHANNELS: 4
SEPARATOR: 9
MAXLINES: 1600               

Time DEVICE_1 (Sample rate 1)	Fx8113	Fx8111	Speed_X
s	N	N	m/s
3/8/2011-13:27	3/8/2011-13:27	3/8/2011-13:27	3/8/2011-13:27
			
T0 =08.03.11 13:26:40	T0 =08.03.11 13:26:40	T0 =08.03.11 13:26:40	T0 =08.03.11 13:26:40
dt =20 ms	dt =20 ms	dt =20 ms	dt =20 ms
CH 0	CH 3	CH 4	CH 16 - 3
Serial No. (Electronics / CP)Not available	Serial No. (Electronics / CP)901905018104 / 	Serial No. (Electronics / CP)901905015104 / 	Serial No. (Electronics / CP)059181052111 / 804325236
Not available ID=0	ML10 ID=5006	ML10 ID=5006	ML801 Multichannel board ID=5015
Not available ID=0	Default connector plate (AP 01/03/04/07/11/12/13) ID=5500	Default connector plate (AP 01/03/04/07/11/12/13) ID=5500	DC 10V (AP801) ID=5506
Not available ID=0	Full bridge (low level) ID=358	Full bridge (low level) ID=358	DC 10 V ID=426
x1=0 y1=0;x2=0 y2=0	x1=0.7336 y1=0;x2=2.7336 y2=77.02	x1=0.1781 y1=0;x2=2.1781 y2=55.3	x1=0 y1=0;x2=10 y2=3.125
         (Electr.)	mV/V     (Electr.)	mV/V     (Electr.)	V IN     (Electr.)
         (Engin.)	N        (Engin.)	N        (Engin.)	m/s      (Engin.)
0  Nominal value	77.02 N Nominal value	55.3 N Nominal value	3.125 m/s Nominal value
Not available ID=0	Net signal ID=215	Net signal ID=215	Net signal ID=215
Scaling = Engineering units ID=0	Scaling = Engineering units ID=0	Scaling = Engineering units ID=0	Scaling = Engineering units ID=0
Not available ID=0	5 V excitation ID=14	5 V excitation ID=14	No excitation ID=10
Filter = Not available ID=0	Filter = Butterworth lowpass ID=141	Filter = Butterworth lowpass ID=141	Filter = Butterworth lowpass ID=141
fg = Not available ID=0	fg = 5 Hz ID=935	fg = 5 Hz ID=935	fg = 5 Hz ID=935
0  Zero	-10.87076 N Zero	0.4109481 N Zero	-6.319173E-03 m/s Zero
0  Tare	-8.3081 N Tare	-19.2759 N Tare	-0.0004 m/s Tare
0  Software-Zero	0 N Software-Zero	0 N Software-Zero	0 m/s Software-Zero
Gage factor = 0	Gage factor = 0	Gage factor = 0	Gage factor = 0
Bridge factor = 0	Bridge factor = 1	Bridge factor = 1	Bridge factor = 1
Software scaling: None	Software scaling: None	Software scaling: None	Software scaling: None
Sensor: None	Sensor: None	Sensor: None	Sensor: None
Sensor T-ID: None	Sensor T-ID: None	Sensor T-ID: None	Sensor T-ID: None
Cable length correction Not available	Cable length correction Not available	Cable length correction Not available	Cable length correction Not available

0.000	0.023	0.090	-0.114
0.020	0.019	0.431	-0.114
0.040	0.016	0.695	-0.114
0.060	0.015	0.764	-0.114
0.080	0.017	0.626	-0.114
0.100	0.020	0.350	-0.114
0.120	0.024	-0.038	-0.114
0.140	0.027	-0.331	-0.114
0.160	0.029	-0.523	-0.114
0.180	0.028	-0.469	-0.114
0.200	0.025	-0.242	-0.114
0.220	0.022	0.093	-0.114
0.240	0.018	0.450	-0.114
0.260	0.016	0.649	-0.114
0.280	0.015	0.685	-0.114
0.300	0.018	0.478	-0.114
0.320	0.020	0.174	-0.114
0.340	0.024	-0.164	-0.114
0.360	0.027	-0.425	-0.114
0.380	0.027	-0.530	-0.114
0.400	0.027	-0.466	-0.114
0.420	0.024	-0.190	-0.114
0.440	0.020	0.175	-0.114
0.460	0.016	0.543	-0.114
0.480	0.013	0.777	-0.114
0.500	0.013	0.785	-0.114
0.520	0.015	0.610	-0.114
0.540	0.019	0.236	-0.114
0.560	0.023	-0.150	-0.114
0.580	0.026	-0.482	-0.114
0.600	0.027	-0.599	-0.114
0.620	0.026	-0.475	-0.114
0.640	0.022	-0.177	-0.114
0.660	0.018	0.243	-0.114
0.680	0.015	0.576	-0.114
0.700	0.012	0.774	-0.114
0.720	0.013	0.679	-0.114
0.740	0.016	0.356	-0.114
0.760	0.020	-0.063	-0.114
0.780	0.024	-0.431	-0.114
0.800	0.025	-0.574	-0.114
0.820	0.024	-0.524	-0.114
0.840	0.020	-0.203	-0.114
0.860	0.016	0.209	-0.114
0.880	0.012	0.574	-0.114
0.900	0.010	0.760	-0.114
0.920	0.010	0.707	-0.114
0.940	0.012	0.498	-0.114
0.960	0.017	0.130	-0.114
0.980	0.020	-0.220	-0.114
1.000	0.022	-0.505	-0.114
1.020	0.023	-0.591	-0.114
1.040	0.021	-0.467	-0.114
1.060	0.018	-0.197	-0.114
1.080	0.013	0.247	-0.114
1.100	0.009	0.617	-0.114
1.120	0.007	0.841	-0.114
1.140	0.007	0.808	-0.114
1.160	0.010	0.552	-0.114
1.180	0.013	0.215	-0.114
1.200	0.016	-0.173	-0.114
1.220	0.019	-0.447	-0.114
1.240	0.021	-0.615	-0.114
1.260	0.020	-0.561	-0.114
1.280	0.018	-0.347	-0.114
1.300	0.015	-0.043	-0.114
1.320	0.010	0.308	-0.114
1.340	0.008	0.577	-0.114
1.360	0.006	0.763	-0.114
1.380	0.007	0.697	-0.114
1.400	0.009	0.471	-0.114
1.420	0.012	0.127	-0.114
1.440	0.016	-0.207	-0.114
1.460	0.017	-0.419	-0.114
1.480	0.019	-0.512	-0.114
1.500	0.017	-0.380	-0.114
1.520	0.015	-0.128	-0.114
1.540	0.011	0.212	-0.114
1.560	0.009	0.432	-0.114
1.580	0.007	0.481	-0.114
1.600	0.008	0.415	-0.114
1.620	0.010	0.267	-0.114
1.640	0.011	0.117	-0.114
1.660	0.013	-0.044	-0.114
1.680	0.013	-0.108	-0.114
1.700	0.013	-0.075	-0.114
1.720	0.012	-0.032	-0.114
1.740	0.011	0.028	-0.114
1.760	0.011	0.053	-0.114
1.780	0.010	0.145	-0.114
1.800	0.009	0.224	-0.114
1.820	0.008	0.283	-0.114
1.840	0.007	0.313	-0.114
1.860	0.008	0.288	-0.114
1.880	0.007	0.251	-0.114
1.900	0.010	0.077	-0.114
1.920	0.010	-0.112	-0.114
1.940	0.012	-0.286	-0.114
1.960	0.013	-0.336	-0.114
1.980	0.012	-0.260	-0.114
2.000	0.010	-0.114	-0.114
2.020	0.006	0.150	-0.114
2.040	0.004	0.398	-0.114
2.060	0.002	0.562	-0.114
2.080	0.003	0.517	-0.114
2.100	0.004	0.323	-0.114
2.120	0.007	0.101	-0.114
2.140	0.009	-0.137	-0.114
2.160	0.010	-0.282	-0.114
2.180	0.010	-0.340	-0.114
2.200	0.008	-0.210	-0.114
2.220	0.006	-0.016	-0.114
2.240	0.005	0.148	-0.114
2.260	0.002	0.270	-0.114
2.280	0.002	0.325	-0.114
2.300	0.001	0.372	-0.114
2.320	0.002	0.294	-0.114
2.340	0.003	0.164	-0.114
2.360	0.004	0.044	-0.114
2.380	0.005	-0.038	-0.114
2.400	0.004	-0.080	-0.114
2.420	0.005	-0.144	-0.114
2.440	0.004	-0.108	-0.114
2.460	0.003	-0.009	-0.114
2.480	0.001	0.148	-0.114
2.500	0.000	0.260	-0.114
2.520	0.000	0.288	-0.114
2.540	-0.001	0.282	-0.114
2.560	0.001	0.163	-0.114
2.580	0.003	-0.007	-0.114
2.600	0.005	-0.189	-0.114
2.620	0.004	-0.213	-0.114
2.640	0.003	-0.067	-0.114
2.660	0.001	0.131	-0.114
2.680	-0.002	0.332	-0.114
2.700	-0.002	0.407	-0.114
2.720	-0.002	0.384	-0.114
2.740	0.000	0.173	-0.114
2.760	0.003	-0.113	-0.114
2.780	0.005	-0.333	-0.114
2.800	0.006	-0.359	-0.114
2.820	0.002	-0.143	-0.114
2.840	0.000	0.149	-0.114
2.860	-0.005	0.444	-0.114
2.880	-0.006	0.588	-0.114
2.900	-0.005	0.537	-0.114
2.920	-0.002	0.272	-0.114
2.940	0.002	-0.132	-0.114
2.960	0.005	-0.440	-0.114
2.980	0.007	-0.555	-0.114
3.000	0.005	-0.441	-0.114
3.020	0.003	-0.210	-0.114
3.040	-0.001	0.097	-0.114
3.060	-0.005	0.436	-0.114
3.080	-0.006	0.638	-0.114
3.100	-0.007	0.699	-0.114
3.120	-0.006	0.554	-0.114
3.140	-0.004	0.355	-0.114
3.160	-0.001	0.065	-0.114
3.180	0.003	-0.277	-0.114
3.200	0.005	-0.566	-0.114
3.220	0.007	-0.695	-0.114
3.240	0.005	-0.509	-0.114
3.260	0.001	-0.150	-0.114
3.280	-0.004	0.313	-0.114
3.300	-0.009	0.721	-0.114
3.320	-0.011	0.957	-0.114
3.340	-0.010	0.899	-0.114
3.360	-0.006	0.475	-0.114
3.380	0.000	-0.090	-0.114
3.400	0.005	-0.583	-0.114
3.420	0.008	-0.807	-0.114
3.440	0.007	-0.730	-0.114
3.460	0.003	-0.393	-0.114
3.480	-0.004	0.141	-0.114
3.500	-0.008	0.601	-0.114
3.520	-0.011	0.850	-0.114
3.540	-0.009	0.760	-0.114
3.560	-0.007	0.471	-0.114
3.580	-0.003	0.146	-0.114
3.600	0.000	-0.171	-0.114
3.620	0.001	-0.346	-0.114
3.640	0.002	-0.414	-0.114
3.660	0.000	-0.259	-0.114
3.680	-0.001	-0.075	-0.114
3.700	-0.003	0.091	-0.114
3.720	-0.004	0.179	-0.114
3.740	-0.005	0.234	-0.114
3.760	-0.005	0.300	-0.114
3.780	-0.005	0.269	-0.114
3.800	-0.006	0.201	-0.114
3.820	-0.005	0.093	-0.114
3.840	-0.004	0.029	-0.114
3.860	-0.003	-0.027	-0.114
3.880	-0.002	-0.116	-0.114
3.900	-0.002	-0.139	-0.114
3.920	-0.002	-0.096	-0.114
3.940	-0.003	0.045	-0.114
3.960	-0.005	0.168	-0.114
3.980	-0.006	0.243	-0.114
4.000	-0.008	0.303	-0.114
4.020	-0.008	0.291	-0.114
4.040	-0.008	0.270	-0.114
4.060	-0.006	0.153	-0.114
4.080	-0.006	0.056	-0.114
4.100	-0.004	-0.033	-0.114
4.120	-0.003	-0.114	-0.114
4.140	-0.002	-0.179	-0.114
4.160	-0.001	-0.263	-0.114
4.180	-0.003	-0.220	-0.114
4.200	-0.004	-0.118	-0.114
4.220	-0.007	0.093	-0.114
4.240	-0.009	0.280	-0.114
4.260	-0.011	0.456	-0.114
4.280	-0.012	0.550	-0.114
4.300	-0.010	0.465	-0.114
4.320	-0.009	0.251	-0.114
4.340	-0.005	-0.090	-0.114
4.360	-0.003	-0.324	-0.114
4.380	-0.003	-0.418	-0.114
4.400	-0.004	-0.387	-0.114
4.420	-0.006	-0.192	-0.114
4.440	-0.009	0.060	-0.114
