HBM_CATMAN_DATAFILE_40

3/8/2011
13:16
CHANNELS: 4
SEPARATOR: 9
MAXLINES: 1610               

Time DEVICE_1 (Sample rate 1)	Fx8113	Fx8111	Speed_X
s	N	N	m/s
3/8/2011-13:15	3/8/2011-13:15	3/8/2011-13:15	3/8/2011-13:15
			
T0 =08.03.11 13:15:22	T0 =08.03.11 13:15:22	T0 =08.03.11 13:15:22	T0 =08.03.11 13:15:22
dt =20 ms	dt =20 ms	dt =20 ms	dt =20 ms
CH 0	CH 3	CH 4	CH 16 - 3
Serial No. (Electronics / CP)Not available	Serial No. (Electronics / CP)901905018104 / 	Serial No. (Electronics / CP)901905015104 / 	Serial No. (Electronics / CP)059181052111 / 804325236
Not available ID=0	ML10 ID=5006	ML10 ID=5006	ML801 Multichannel board ID=5015
Not available ID=0	Default connector plate (AP 01/03/04/07/11/12/13) ID=5500	Default connector plate (AP 01/03/04/07/11/12/13) ID=5500	DC 10V (AP801) ID=5506
Not available ID=0	Full bridge (low level) ID=358	Full bridge (low level) ID=358	DC 10 V ID=426
x1=0 y1=0;x2=0 y2=0	x1=0.7336 y1=0;x2=2.7336 y2=77.02	x1=0.1781 y1=0;x2=2.1781 y2=55.3	x1=0 y1=0;x2=10 y2=3.125
         (Electr.)	mV/V     (Electr.)	mV/V     (Electr.)	V IN     (Electr.)
         (Engin.)	N        (Engin.)	N        (Engin.)	m/s      (Engin.)
0  Nominal value	77.02 N Nominal value	55.3 N Nominal value	3.125 m/s Nominal value
Not available ID=0	Net signal ID=215	Net signal ID=215	Net signal ID=215
Scaling = Engineering units ID=0	Scaling = Engineering units ID=0	Scaling = Engineering units ID=0	Scaling = Engineering units ID=0
Not available ID=0	5 V excitation ID=14	5 V excitation ID=14	No excitation ID=10
Filter = Not available ID=0	Filter = Butterworth lowpass ID=141	Filter = Butterworth lowpass ID=141	Filter = Butterworth lowpass ID=141
fg = Not available ID=0	fg = 5 Hz ID=935	fg = 5 Hz ID=935	fg = 5 Hz ID=935
0  Zero	-10.87076 N Zero	0.4109481 N Zero	-6.319173E-03 m/s Zero
0  Tare	-8.3054 N Tare	-19.2754 N Tare	-0.0008 m/s Tare
0  Software-Zero	0 N Software-Zero	0 N Software-Zero	0 m/s Software-Zero
Gage factor = 0	Gage factor = 0	Gage factor = 0	Gage factor = 0
Bridge factor = 0	Bridge factor = 1	Bridge factor = 1	Bridge factor = 1
Software scaling: None	Software scaling: None	Software scaling: None	Software scaling: None
Sensor: None	Sensor: None	Sensor: None	Sensor: None
Sensor T-ID: None	Sensor T-ID: None	Sensor T-ID: None	Sensor T-ID: None
Cable length correction Not available	Cable length correction Not available	Cable length correction Not available	Cable length correction Not available

0.000	0.070	-0.810	-0.056
0.020	0.071	-0.904	-0.055
0.040	0.069	-0.605	-0.053
0.060	0.064	-0.066	-0.052
0.080	0.059	0.444	-0.051
0.100	0.055	0.806	-0.050
0.120	0.053	0.975	-0.050
0.140	0.055	0.848	-0.051
0.160	0.060	0.381	-0.052
0.180	0.066	-0.218	-0.052
0.200	0.071	-0.680	-0.053
0.220	0.073	-0.800	-0.052
0.240	0.071	-0.645	-0.052
0.260	0.068	-0.298	-0.050
0.280	0.062	0.193	-0.048
0.300	0.057	0.696	-0.048
0.320	0.055	0.943	-0.051
0.340	0.056	0.830	-0.051
0.360	0.059	0.457	-0.051
0.380	0.064	0.018	-0.051
0.400	0.069	-0.356	-0.052
0.420	0.071	-0.637	-0.053
0.440	0.071	-0.689	-0.052
0.460	0.069	-0.413	-0.050
0.480	0.065	0.072	-0.050
0.500	0.061	0.485	-0.050
0.520	0.058	0.698	-0.050
0.540	0.057	0.710	-0.049
0.560	0.059	0.564	-0.049
0.580	0.062	0.216	-0.051
0.600	0.067	-0.239	-0.051
0.620	0.070	-0.563	-0.050
0.640	0.071	-0.574	-0.050
0.660	0.069	-0.365	-0.050
0.680	0.066	-0.063	-0.050
0.700	0.062	0.277	-0.051
0.720	0.059	0.591	-0.051
0.740	0.058	0.752	-0.052
0.760	0.059	0.608	-0.052
0.780	0.062	0.245	-0.051
0.800	0.066	-0.122	-0.051
0.820	0.069	-0.358	-0.053
0.840	0.071	-0.485	-0.054
0.860	0.070	-0.439	-0.053
0.880	0.067	-0.185	-0.052
0.900	0.063	0.221	-0.051
0.920	0.061	0.536	-0.051
0.940	0.060	0.593	-0.049
0.960	0.060	0.460	-0.048
0.980	0.063	0.257	-0.049
1.000	0.066	-0.005	-0.051
1.020	0.069	-0.278	-0.052
1.040	0.070	-0.422	-0.052
1.060	0.069	-0.333	-0.051
1.080	0.067	-0.059	-0.051
1.100	0.065	0.208	-0.051
1.120	0.062	0.380	-0.051
1.140	0.061	0.478	-0.050
1.160	0.061	0.484	-0.051
1.180	0.064	0.288	-0.052
1.200	0.066	-0.013	-0.051
1.220	0.068	-0.253	-0.051
1.240	0.069	-0.299	-0.051
1.260	0.069	-0.209	-0.052
1.280	0.067	-0.102	-0.051
1.300	0.065	0.052	-0.049
1.320	0.063	0.278	-0.050
1.340	0.062	0.437	-0.052
1.360	0.062	0.403	-0.051
1.380	0.063	0.233	-0.050
1.400	0.065	0.056	-0.049
1.420	0.067	-0.048	-0.050
1.440	0.068	-0.146	-0.053
1.460	0.068	-0.215	-0.052
1.480	0.068	-0.137	-0.051
1.500	0.066	0.085	-0.052
1.520	0.064	0.256	-0.053
1.540	0.063	0.301	-0.053
1.560	0.063	0.250	-0.051
1.580	0.064	0.188	-0.049
1.600	0.066	0.079	-0.049
1.620	0.067	-0.087	-0.050
1.640	0.067	-0.180	-0.051
1.660	0.067	-0.098	-0.053
1.680	0.066	0.079	-0.054
1.700	0.064	0.192	-0.053
1.720	0.064	0.235	-0.053
1.740	0.064	0.232	-0.053
1.760	0.064	0.217	-0.053
1.780	0.065	0.102	-0.053
1.800	0.066	-0.066	-0.051
1.820	0.066	-0.148	-0.050
1.840	0.066	-0.089	-0.051
1.860	0.066	-0.015	-0.053
1.880	0.065	0.031	-0.052
1.900	0.064	0.085	-0.050
1.920	0.063	0.200	-0.049
1.940	0.063	0.297	-0.051
1.960	0.062	0.261	-0.053
1.980	0.063	0.130	-0.052
2.000	0.064	0.038	-0.050
2.020	0.065	-0.012	-0.051
2.040	0.065	-0.079	-0.051
2.060	0.065	-0.110	-0.051
2.080	0.064	-0.039	-0.051
2.100	0.063	0.155	-0.051
2.120	0.061	0.299	-0.053
2.140	0.061	0.306	-0.053
2.160	0.061	0.229	-0.053
2.180	0.063	0.133	-0.053
2.200	0.064	-0.037	-0.051
2.220	0.066	-0.230	-0.049
2.240	0.066	-0.302	-0.049
2.260	0.065	-0.169	-0.050
2.280	0.063	0.097	-0.052
2.300	0.061	0.309	-0.053
2.320	0.059	0.411	-0.051
2.340	0.059	0.435	-0.051
2.360	0.061	0.348	-0.052
2.380	0.063	0.091	-0.053
2.400	0.066	-0.208	-0.052
2.420	0.067	-0.384	-0.050
2.440	0.067	-0.326	-0.049
2.460	0.065	-0.144	-0.050
2.480	0.062	0.063	-0.050
2.500	0.060	0.281	-0.048
2.520	0.058	0.487	-0.049
2.540	0.058	0.532	-0.050
2.560	0.059	0.381	-0.051
2.580	0.061	0.133	-0.053
2.600	0.063	-0.092	-0.054
2.620	0.065	-0.238	-0.053
2.640	0.066	-0.345	-0.052
2.660	0.065	-0.334	-0.050
2.680	0.063	-0.145	-0.048
2.700	0.061	0.159	-0.049
2.720	0.058	0.391	-0.050
2.740	0.057	0.511	-0.050
2.760	0.057	0.508	-0.051
2.780	0.058	0.397	-0.052
2.800	0.061	0.136	-0.054
2.820	0.064	-0.224	-0.052
2.840	0.066	-0.489	-0.049
2.860	0.066	-0.494	-0.048
2.880	0.065	-0.298	-0.050
2.900	0.061	0.009	-0.051
2.920	0.057	0.345	-0.051
2.940	0.055	0.622	-0.051
2.960	0.054	0.716	-0.050
2.980	0.056	0.510	-0.051
3.000	0.060	0.109	-0.052
3.020	0.063	-0.255	-0.052
3.040	0.065	-0.430	-0.052
3.060	0.065	-0.455	-0.051
3.080	0.063	-0.307	-0.051
3.100	0.060	-0.013	-0.052
3.120	0.057	0.336	-0.052
3.140	0.055	0.564	-0.052
3.160	0.054	0.555	-0.051
3.180	0.056	0.392	-0.050
3.200	0.058	0.194	-0.053
3.220	0.060	-0.045	-0.056
3.240	0.063	-0.303	-0.055
3.260	0.064	-0.445	-0.053
3.280	0.063	-0.375	-0.049
3.300	0.061	-0.141	-0.049
3.320	0.058	0.126	-0.050
3.340	0.055	0.362	-0.050
3.360	0.053	0.571	-0.050
3.380	0.052	0.667	-0.053
3.400	0.053	0.488	-0.056
3.420	0.057	0.114	-0.056
3.440	0.061	-0.265	-0.055
3.460	0.063	-0.476	-0.052
3.480	0.064	-0.511	-0.051
3.500	0.063	-0.395	-0.050
3.520	0.059	-0.093	-0.049
3.540	0.056	0.329	-0.050
3.560	0.052	0.660	-0.052
3.580	0.051	0.705	-0.052
3.600	0.053	0.530	-0.053
3.620	0.056	0.229	-0.054
3.640	0.059	-0.084	-0.054
3.660	0.063	-0.393	-0.053
3.680	0.064	-0.565	-0.051
3.700	0.063	-0.458	-0.050
3.720	0.060	-0.108	-0.051
3.740	0.056	0.245	-0.053
3.760	0.053	0.493	-0.053
3.780	0.052	0.608	-0.053
3.800	0.053	0.589	-0.053
3.820	0.055	0.372	-0.054
3.840	0.059	-0.020	-0.054
3.860	0.062	-0.391	-0.052
3.880	0.063	-0.529	-0.050
3.900	0.063	-0.431	-0.051
3.920	0.060	-0.205	-0.052
3.940	0.057	0.124	-0.052
3.960	0.054	0.464	-0.053
3.980	0.053	0.701	-0.052
4.000	0.053	0.636	-0.053
4.020	0.055	0.296	-0.052
4.040	0.059	-0.113	-0.051
4.060	0.062	-0.384	-0.053
4.080	0.064	-0.509	-0.054
4.100	0.063	-0.458	-0.053
4.120	0.060	-0.196	-0.052
4.140	0.056	0.215	-0.051
4.160	0.053	0.550	-0.052
4.180	0.052	0.633	-0.052
4.200	0.053	0.501	-0.050
4.220	0.056	0.303	-0.051
4.240	0.059	0.059	-0.053
4.260	0.062	-0.251	-0.054
4.280	0.064	-0.476	-0.053
4.300	0.064	-0.485	-0.051
4.320	0.062	-0.249	-0.049
4.340	0.059	0.050	-0.049
4.360	0.056	0.315	-0.050
4.380	0.054	0.530	-0.050
4.400	0.052	0.672	-0.052
4.420	0.054	0.575	-0.055
