HBM_CATMAN_DATAFILE_40

3/8/2011
13:37
CHANNELS: 4
SEPARATOR: 9
MAXLINES: 1600               

Time DEVICE_1 (Sample rate 1)	Fx8113	Fx8111	Speed_X
s	N	N	m/s
3/8/2011-13:37	3/8/2011-13:37	3/8/2011-13:37	3/8/2011-13:37
			
T0 =08.03.11 13:36:33	T0 =08.03.11 13:36:33	T0 =08.03.11 13:36:33	T0 =08.03.11 13:36:33
dt =20 ms	dt =20 ms	dt =20 ms	dt =20 ms
CH 0	CH 3	CH 4	CH 16 - 3
Serial No. (Electronics / CP)Not available	Serial No. (Electronics / CP)901905018104 / 	Serial No. (Electronics / CP)901905015104 / 	Serial No. (Electronics / CP)059181052111 / 804325236
Not available ID=0	ML10 ID=5006	ML10 ID=5006	ML801 Multichannel board ID=5015
Not available ID=0	Default connector plate (AP 01/03/04/07/11/12/13) ID=5500	Default connector plate (AP 01/03/04/07/11/12/13) ID=5500	DC 10V (AP801) ID=5506
Not available ID=0	Full bridge (low level) ID=358	Full bridge (low level) ID=358	DC 10 V ID=426
x1=0 y1=0;x2=0 y2=0	x1=0.7336 y1=0;x2=2.7336 y2=77.02	x1=0.1781 y1=0;x2=2.1781 y2=55.3	x1=0 y1=0;x2=10 y2=3.125
         (Electr.)	mV/V     (Electr.)	mV/V     (Electr.)	V IN     (Electr.)
         (Engin.)	N        (Engin.)	N        (Engin.)	m/s      (Engin.)
0  Nominal value	77.02 N Nominal value	55.3 N Nominal value	3.125 m/s Nominal value
Not available ID=0	Net signal ID=215	Net signal ID=215	Net signal ID=215
Scaling = Engineering units ID=0	Scaling = Engineering units ID=0	Scaling = Engineering units ID=0	Scaling = Engineering units ID=0
Not available ID=0	5 V excitation ID=14	5 V excitation ID=14	No excitation ID=10
Filter = Not available ID=0	Filter = Butterworth lowpass ID=141	Filter = Butterworth lowpass ID=141	Filter = Butterworth lowpass ID=141
fg = Not available ID=0	fg = 5 Hz ID=935	fg = 5 Hz ID=935	fg = 5 Hz ID=935
0  Zero	-10.87076 N Zero	0.4109481 N Zero	-6.319173E-03 m/s Zero
0  Tare	-8.312799 N Tare	-19.2689 N Tare	-0.0004 m/s Tare
0  Software-Zero	0 N Software-Zero	0 N Software-Zero	0 m/s Software-Zero
Gage factor = 0	Gage factor = 0	Gage factor = 0	Gage factor = 0
Bridge factor = 0	Bridge factor = 1	Bridge factor = 1	Bridge factor = 1
Software scaling: None	Software scaling: None	Software scaling: None	Software scaling: None
Sensor: None	Sensor: None	Sensor: None	Sensor: None
Sensor T-ID: None	Sensor T-ID: None	Sensor T-ID: None	Sensor T-ID: None
Cable length correction Not available	Cable length correction Not available	Cable length correction Not available	Cable length correction Not available

0.000	-0.043	0.679	-0.237
0.020	-0.042	0.517	-0.237
0.040	-0.040	0.276	-0.237
0.060	-0.038	-0.116	-0.237
0.080	-0.034	-0.602	-0.237
0.100	-0.030	-1.007	-0.237
0.120	-0.030	-1.059	-0.237
0.140	-0.035	-0.638	-0.237
0.160	-0.045	0.221	-0.237
0.180	-0.056	1.192	-0.237
0.200	-0.067	1.937	-0.237
0.220	-0.069	2.059	-0.237
0.240	-0.064	1.462	-0.237
0.260	-0.051	0.373	-0.237
0.280	-0.037	-0.775	-0.237
0.300	-0.028	-1.555	-0.237
0.320	-0.027	-1.637	-0.237
0.340	-0.034	-0.993	-0.237
0.360	-0.046	0.028	-0.237
0.380	-0.059	1.013	-0.237
0.400	-0.066	1.611	-0.237
0.420	-0.068	1.656	-0.237
0.440	-0.062	1.181	-0.237
0.460	-0.054	0.416	-0.237
0.480	-0.045	-0.320	-0.237
0.500	-0.041	-0.778	-0.237
0.520	-0.040	-0.887	-0.237
0.540	-0.043	-0.614	-0.237
0.560	-0.049	-0.165	-0.237
0.580	-0.054	0.303	-0.237
0.600	-0.056	0.657	-0.237
0.620	-0.058	0.876	-0.237
0.640	-0.058	0.990	-0.237
0.660	-0.056	0.921	-0.237
0.680	-0.054	0.635	-0.237
0.700	-0.049	0.130	-0.237
0.720	-0.043	-0.447	-0.237
0.740	-0.038	-0.913	-0.237
0.760	-0.037	-1.006	-0.237
0.780	-0.040	-0.661	-0.237
0.800	-0.047	0.066	-0.237
0.820	-0.055	0.883	-0.237
0.840	-0.062	1.530	-0.237
0.860	-0.064	1.714	-0.237
0.880	-0.061	1.351	-0.237
0.900	-0.051	0.524	-0.237
0.920	-0.040	-0.428	-0.237
0.940	-0.031	-1.176	-0.237
0.960	-0.028	-1.423	-0.237
0.980	-0.031	-1.059	-0.237
1.000	-0.040	-0.240	-0.237
1.020	-0.051	0.727	-0.237
1.040	-0.059	1.483	-0.237
1.060	-0.062	1.752	-0.237
1.080	-0.058	1.455	-0.237
1.100	-0.050	0.753	-0.237
1.120	-0.040	-0.103	-0.237
1.140	-0.031	-0.824	-0.237
1.160	-0.027	-1.214	-0.237
1.180	-0.028	-1.113	-0.237
1.200	-0.033	-0.580	-0.237
1.220	-0.040	0.163	-0.237
1.240	-0.047	0.852	-0.237
1.260	-0.051	1.309	-0.237
1.280	-0.052	1.405	-0.237
1.300	-0.048	1.151	-0.237
1.320	-0.042	0.607	-0.237
1.340	-0.035	-0.026	-0.237
1.360	-0.030	-0.537	-0.237
1.380	-0.027	-0.765	-0.237
1.400	-0.028	-0.659	-0.237
1.420	-0.032	-0.256	-0.237
1.440	-0.036	0.289	-0.237
1.460	-0.040	0.775	-0.237
1.480	-0.042	1.015	-0.237
1.500	-0.040	0.952	-0.237
1.520	-0.037	0.638	-0.237
1.540	-0.034	0.225	-0.237
1.560	-0.030	-0.171	-0.237
1.580	-0.027	-0.426	-0.237
1.600	-0.026	-0.487	-0.237
1.620	-0.027	-0.311	-0.237
1.640	-0.030	0.052	-0.237
1.660	-0.034	0.458	-0.237
1.680	-0.036	0.745	-0.237
1.700	-0.036	0.804	-0.237
1.720	-0.034	0.611	-0.237
1.740	-0.031	0.250	-0.237
1.760	-0.028	-0.122	-0.237
1.780	-0.026	-0.326	-0.237
1.800	-0.027	-0.254	-0.237
1.820	-0.029	0.073	-0.237
1.840	-0.034	0.538	-0.237
1.860	-0.037	0.919	-0.237
1.880	-0.038	1.024	-0.237
1.900	-0.035	0.711	-0.237
1.920	-0.028	0.080	-0.237
1.940	-0.020	-0.635	-0.237
1.960	-0.016	-1.079	-0.237
1.980	-0.017	-1.020	-0.237
2.000	-0.023	-0.416	-0.237
2.020	-0.033	0.469	-0.237
2.040	-0.042	1.305	-0.237
2.060	-0.047	1.728	-0.237
2.080	-0.046	1.602	-0.237
2.100	-0.039	0.935	-0.237
2.120	-0.028	0.023	-0.237
2.140	-0.019	-0.796	-0.237
2.160	-0.014	-1.239	-0.237
2.180	-0.015	-1.149	-0.237
2.200	-0.021	-0.604	-0.237
2.220	-0.030	0.202	-0.237
2.240	-0.038	0.958	-0.237
2.260	-0.043	1.444	-0.237
2.280	-0.043	1.504	-0.237
2.300	-0.039	1.188	-0.237
2.320	-0.032	0.558	-0.237
2.340	-0.024	-0.121	-0.237
2.360	-0.018	-0.703	-0.237
2.380	-0.016	-0.961	-0.237
2.400	-0.016	-0.888	-0.237
2.420	-0.020	-0.436	-0.237
2.440	-0.027	0.241	-0.237
2.460	-0.033	0.958	-0.237
2.480	-0.038	1.450	-0.237
2.500	-0.038	1.515	-0.237
2.520	-0.033	1.132	-0.237
2.540	-0.025	0.397	-0.237
2.560	-0.017	-0.400	-0.237
2.580	-0.009	-1.012	-0.237
2.600	-0.008	-1.148	-0.237
2.620	-0.011	-0.784	-0.237
2.640	-0.019	-0.001	-0.237
2.660	-0.026	0.848	-0.237
2.680	-0.033	1.481	-0.237
2.700	-0.033	1.594	-0.237
2.720	-0.027	1.165	-0.237
2.740	-0.018	0.334	-0.237
