HBM_CATMAN_DATAFILE_40
test kommentar
4/16/2011
18:12
CHANNELS: 5
SEPARATOR: 9
MAXLINES: 1000               

Time DEVICE_1 (Sample rate 1)	F8111	F8113	F8114	F8116
Bridge factor = 0	Bridge factor = 1	Bridge factor = 1	Bridge factor = 1	Bridge factor = 1
Software scaling: None	Software scaling: None	Software scaling: None	Software scaling: None	Software scaling: None
Sensor: None	Sensor: None	Sensor: None	Sensor: None	Sensor: None
Sensor T-ID: None	Sensor T-ID: None	Sensor T-ID: None	Sensor T-ID: None	Sensor T-ID: None
Cable length correction Not available	Cable length correction Not available	Cable length correction Not available	Cable length correction Not available	Cable length correction Not available

0.000	0.016	-0.005	0.219	0.265
0.020	0.017	0.000	0.379	0.334
0.040	0.015	0.004	0.503	0.423
0.060	0.012	0.000	0.567	0.522
0.080	0.019	0.000	0.572	0.594
0.100	0.027	0.002	0.533	0.588
0.120	0.022	-0.003	0.466	0.506
0.140	0.016	-0.005	0.381	0.371
0.160	0.016	0.000	0.282	0.227
0.180	0.012	0.003	0.183	0.134
0.200	0.010	-0.001	0.114	0.120
0.220	0.021	-0.001	0.113	0.183
0.240	0.026	0.001	0.204	0.309
0.260	0.021	-0.004	0.375	0.468
0.280	0.018	-0.005	0.578	0.607
0.300	0.017	0.002	0.745	0.693
0.320	0.011	0.004	0.816	0.719
0.340	0.012	0.000	0.764	0.675
0.360	0.023	0.001	0.614	0.591
0.380	0.024	0.001	0.428	0.506
0.400	0.019	-0.005	0.274	0.416
0.420	0.019	-0.005	0.194	0.316
0.440	0.015	0.001	0.194	0.232
0.460	0.009	0.001	0.241	0.194
0.480	0.014	-0.001	0.294	0.209
0.500	0.023	0.002	0.329	0.279
0.520	0.022	0.000	0.342	0.378
0.540	0.019	-0.005	0.350	0.440
0.560	0.021	-0.005	0.369	0.440
0.580	0.016	0.001	0.398	0.408
0.600	0.011	0.001	0.414	0.369
0.620	0.019	0.000	0.397	0.336
0.640	0.023	0.004	0.342	0.332
0.660	0.020	0.001	0.268	0.336
0.680	0.019	-0.005	0.196	0.290
0.700	0.020	-0.004	0.139	0.202
0.720	0.014	0.001	0.100	0.119
0.740	0.012	0.000	0.072	0.060
0.760	0.020	0.002	0.058	0.055
0.780	0.021	0.005	0.066	0.129
0.800	0.019	0.000	0.101	0.230
0.820	0.021	-0.004	0.156	0.273
0.840	0.020	-0.003	0.223	0.281
0.860	0.013	0.000	0.287	0.309
0.880	0.016	0.002	0.332	0.354
0.900	0.022	0.004	0.358	0.415
0.920	0.020	0.005	0.369	0.484
0.940	0.019	0.000	0.362	0.491
0.960	0.023	-0.005	0.321	0.387
0.980	0.018	-0.004	0.236	0.231
1.000	0.011	-0.001	0.115	0.101
1.020	0.016	0.001	-0.006	0.025
1.040	0.021	0.004	-0.071	0.034
1.060	0.018	0.003	-0.035	0.135
1.080	0.021	-0.003	0.108	0.266
1.100	0.025	-0.006	0.320	0.375
1.120	0.016	-0.004	0.533	0.477
1.140	0.011	-0.001	0.679	0.574
1.160	0.017	0.003	0.719	0.633
1.180	0.019	0.006	0.670	0.648
1.200	0.018	0.002	0.567	0.607
1.220	0.024	-0.004	0.442	0.481
1.240	0.024	-0.007	0.315	0.303
1.260	0.013	-0.006	0.202	0.147
1.280	0.010	-0.002	0.116	0.057
1.300	0.017	0.003	0.082	0.071
1.320	0.017	0.005	0.132	0.192
1.340	0.019	0.001	0.265	0.359
1.360	0.027	-0.004	0.446	0.499
1.380	0.022	-0.007	0.619	0.596
1.400	0.011	-0.005	0.716	0.632
1.420	0.013	0.001	0.691	0.585
1.440	0.017	0.006	0.551	0.495
1.460	0.015	0.005	0.352	0.392
1.480	0.022	-0.001	0.160	0.278
1.500	0.028	-0.006	0.042	0.191
1.520	0.020	-0.008	0.035	0.173
1.540	0.012	-0.005	0.126	0.205
1.560	0.015	0.002	0.271	0.270
1.580	0.016	0.007	0.420	0.387
1.600	0.015	0.005	0.526	0.508
1.620	0.024	0.001	0.558	0.562
1.640	0.027	-0.005	0.514	0.546
1.660	0.016	-0.009	0.416	0.478
1.680	0.013	-0.005	0.286	0.341
1.700	0.017	0.001	0.157	0.186
1.720	0.014	0.004	0.058	0.104
1.740	0.017	0.004	0.009	0.090
1.760	0.027	0.001	0.014	0.108
1.780	0.024	-0.006	0.079	0.187
1.800	0.014	-0.009	0.193	0.309
1.820	0.016	-0.003	0.319	0.390
1.840	0.018	0.004	0.419	0.429
1.860	0.014	0.006	0.470	0.466
1.880	0.020	0.005	0.450	0.459
1.900	0.027	0.002	0.357	0.376
1.920	0.019	-0.008	0.225	0.286
1.940	0.013	-0.010	0.101	0.221
1.960	0.018	-0.002	0.017	0.130
1.980	0.017	0.003	-0.006	0.053
2.000	0.012	0.003	0.047	0.068
2.020	0.023	0.004	0.158	0.171
2.040	0.028	0.001	0.303	0.334
2.060	0.016	-0.009	0.454	0.516
2.080	0.016	-0.009	0.575	0.630
2.100	0.021	0.000	0.617	0.582
2.120	0.015	0.003	0.553	0.424
2.140	0.013	0.003	0.408	0.289
2.160	0.024	0.006	0.235	0.228
2.180	0.025	0.000	0.098	0.210
2.200	0.014	-0.011	0.055	0.221
2.220	0.018	-0.011	0.126	0.246
2.240	0.021	-0.001	0.275	0.264
2.260	0.012	0.003	0.441	0.321
2.280	0.014	0.003	0.578	0.473
2.300	0.026	0.007	0.661	0.665
2.320	0.023	0.000	0.682	0.772
2.340	0.016	-0.012	0.651	0.728
2.360	0.020	-0.010	0.571	0.570
2.380	0.020	0.000	0.438	0.366
2.400	0.010	0.003	0.272	0.210
2.420	0.016	0.004	0.119	0.160
2.440	0.026	0.006	0.017	0.159
2.460	0.019	-0.003	-0.001	0.147
2.480	0.016	-0.014	0.071	0.147
2.500	0.022	-0.009	0.209	0.221
2.520	0.018	0.002	0.374	0.369
2.540	0.011	0.005	0.527	0.533
2.560	0.021	0.007	0.635	0.657
2.580	0.026	0.007	0.666	0.690
2.600	0.018	-0.004	0.614	0.620
2.620	0.019	-0.014	0.489	0.487
2.640	0.022	-0.007	0.313	0.349
2.660	0.015	0.003	0.127	0.219
2.680	0.012	0.003	-0.027	0.078
2.700	0.023	0.006	-0.122	-0.045
2.720	0.023	0.005	-0.148	-0.096
2.740	0.015	-0.006	-0.099	-0.049
2.760	0.019	-0.012	0.010	0.090
2.780	0.021	-0.003	0.161	0.278
2.800	0.013	0.005	0.344	0.463
2.820	0.016	0.004	0.533	0.596
2.840	0.026	0.008	0.670	0.668
2.860	0.021	0.006	0.707	0.688
2.880	0.015	-0.006	0.630	0.634
2.900	0.020	-0.011	0.446	0.488
2.920	0.018	-0.002	0.187	0.258
2.940	0.011	0.003	-0.084	-0.006
2.960	0.018	0.002	-0.296	-0.233
2.980	0.025	0.007	-0.403	-0.338
3.000	0.017	0.004	-0.368	-0.266
3.020	0.015	-0.008	-0.183	-0.041
3.040	0.022	-0.010	0.121	0.257
3.060	0.017	0.000	0.476	0.553
3.080	0.013	0.004	0.796	0.778
3.100	0.023	0.005	0.988	0.882
3.120	0.023	0.010	0.987	0.858
3.140	0.015	0.005	0.798	0.732
3.160	0.017	-0.009	0.487	0.515
3.180	0.021	-0.011	0.135	0.230
3.200	0.014	-0.002	-0.163	-0.047
3.220	0.014	0.000	-0.327	-0.229
3.240	0.023	0.002	-0.322	-0.251
3.260	0.020	0.008	-0.150	-0.084
3.280	0.014	0.002	0.153	0.231
3.300	0.020	-0.010	0.508	0.575
3.320	0.021	-0.007	0.821	0.838
3.340	0.013	0.001	1.007	0.951
3.360	0.017	0.002	1.004	0.893
3.380	0.023	0.006	0.803	0.701
3.400	0.016	0.009	0.466	0.447
3.420	0.013	-0.001	0.106	0.200
3.440	0.021	-0.013	-0.166	0.017
3.460	0.018	-0.008	-0.275	-0.064
3.480	0.012	0.000	-0.185	-0.025
3.500	0.020	0.002	0.063	0.125
3.520	0.022	0.008	0.379	0.353
3.540	0.014	0.010	0.671	0.608
3.560	0.015	0.000	0.862	0.804
3.580	0.022	-0.009	0.901	0.870
3.600	0.016	-0.004	0.784	0.775
3.620	0.014	0.001	0.554	0.547
3.640	0.022	0.001	0.269	0.259
3.660	0.020	0.006	-0.002	0.021
3.680	0.012	0.006	-0.187	-0.108
3.700	0.016	-0.005	-0.247	-0.139
3.720	0.020	-0.010	-0.176	-0.064
3.740	0.013	-0.004	0.008	0.099
3.760	0.017	0.001	0.249	0.290
3.780	0.025	0.004	0.478	0.466
3.800	0.019	0.009	0.618	0.584
3.820	0.013	0.008	0.632	0.602
3.840	0.019	-0.003	0.521	0.518
3.860	0.018	-0.008	0.323	0.382
3.880	0.013	-0.003	0.112	0.249
3.900	0.020	0.000	-0.041	0.134
3.920	0.025	0.002	-0.100	0.056
3.940	0.015	0.008	-0.059	0.054
3.960	0.013	0.006	0.058	0.123
3.980	0.019	-0.004	0.195	0.218
4.000	0.014	-0.007	0.298	0.315
4.020	0.013	-0.001	0.341	0.378
4.040	0.023	0.001	0.324	0.373
4.060	0.024	0.004	0.273	0.334
4.080	0.014	0.008	0.227	0.307
4.100	0.016	0.005	0.204	0.284
4.120	0.020	-0.005	0.204	0.257
4.140	0.012	-0.007	0.223	0.258
4.160	0.015	-0.002	0.258	0.296
4.180	0.025	0.001	0.297	0.341
4.200	0.020	0.004	0.331	0.371
4.220	0.012	0.008	0.355	0.380
4.240	0.017	0.003	0.359	0.349
4.260	0.018	-0.007	0.331	0.299
4.280	0.010	-0.008	0.282	0.277
4.300	0.017	-0.002	0.232	0.281
4.320	0.025	0.001	0.207	0.289
4.340	0.016	0.005	0.226	0.300
4.360	0.013	0.007	0.292	0.327
4.380	0.020	0.001	0.381	0.371
4.400	0.016	-0.008	0.458	0.437
4.420	0.011	-0.007	0.504	0.515
4.440	0.020	-0.001	0.508	0.545
4.460	0.023	0.003	0.464	0.491
4.480	0.013	0.005	0.386	0.381
4.500	0.014	0.006	0.285	0.261
4.520	0.020	-0.001	0.185	0.178
4.540	0.012	-0.009	0.111	0.158
4.560	0.012	-0.006	0.092	0.189
4.580	0.023	0.001	0.142	0.247
4.600	0.021	0.003	0.253	0.318
4.620	0.013	0.005	0.389	0.387
4.640	0.018	0.006	0.494	0.435
4.660	0.020	-0.002	0.525	0.458
4.680	0.011	-0.008	0.471	0.449
4.700	0.014	-0.004	0.365	0.408
4.720	0.024	0.001	0.248	0.331
4.740	0.019	0.002	0.150	0.222
4.760	0.014	0.004	0.089	0.116
4.780	0.020	0.004	0.071	0.059
4.800	0.016	-0.003	0.095	0.094
4.820	0.008	-0.008	0.155	0.207
4.840	0.017	-0.003	0.243	0.328
4.860	0.025	0.002	0.344	0.418
4.880	0.018	0.002	0.430	0.454
4.900	0.017	0.004	0.467	0.426
4.920	0.021	0.005	0.432	0.372
4.940	0.013	-0.003	0.334	0.323
4.960	0.009	-0.006	0.199	0.263
4.980	0.020	-0.001	0.074	0.183
5.000	0.024	0.000	-0.005	0.103
5.020	0.017	0.000	-0.029	0.040
5.040	0.019	0.004	-0.005	0.010
5.060	0.019	0.003	0.055	0.052
5.080	0.009	-0.004	0.145	0.177
5.100	0.011	-0.004	0.259	0.344
5.120	0.024	0.000	0.385	0.487
5.140	0.023	0.001	0.500	0.568
5.160	0.018	0.001	0.571	0.576
5.180	0.021	0.005	0.568	0.520
5.200	0.017	0.003	0.486	0.443
5.220	0.007	-0.004	0.353	0.369
5.240	0.014	-0.005	0.215	0.295
5.260	0.026	-0.001	0.108	0.208
5.280	0.021	-0.002	0.057	0.126
5.300	0.018	-0.001	0.062	0.078
5.320	0.020	0.004	0.106	0.084
5.340	0.012	0.001	0.174	0.157
5.360	0.006	-0.006	0.260	0.281
5.380	0.019	-0.004	0.359	0.412
5.400	0.027	-0.001	0.458	0.513
5.420	0.021	-0.001	0.539	0.565
5.440	0.021	0.001	0.578	0.565
5.460	0.021	0.004	0.551	0.510
5.480	0.009	0.001	0.461	0.426
5.500	0.008	-0.006	0.339	0.342
5.520	0.023	-0.004	0.224	0.279
5.540	0.026	0.000	0.149	0.243
5.560	0.020	-0.002	0.132	0.218
5.580	0.022	0.000	0.169	0.205
5.600	0.018	0.004	0.234	0.212
5.620	0.007	-0.001	0.303	0.254
5.640	0.011	-0.006	0.357	0.326
5.660	0.024	-0.002	0.385	0.402
5.680	0.024	0.000	0.386	0.439
5.700	0.021	-0.003	0.367	0.408
5.720	0.023	0.000	0.330	0.336
5.740	0.016	0.003	0.282	0.268
5.760	0.006	-0.002	0.226	0.216
5.780	0.015	-0.005	0.170	0.188
5.800	0.025	-0.001	0.140	0.216
5.820	0.022	0.000	0.153	0.275
5.840	0.023	-0.002	0.207	0.315
5.860	0.025	0.000	0.286	0.338
5.880	0.013	0.002	0.356	0.348
5.900	0.007	-0.002	0.389	0.354
5.920	0.018	-0.003	0.375	0.368
5.940	0.023	0.000	0.316	0.381
5.960	0.021	-0.001	0.234	0.343
5.980	0.024	-0.004	0.144	0.229
6.000	0.022	-0.001	0.057	0.089
6.020	0.009	0.000	-0.007	-0.001
6.040	0.008	-0.003	-0.025	0.001
6.060	0.021	-0.002	0.017	0.105
6.080	0.023	0.001	0.131	0.285
6.100	0.023	-0.001	0.295	0.440
6.120	0.028	-0.003	0.458	0.513
6.140	0.020	0.000	0.564	0.528
6.160	0.006	0.001	0.564	0.490
6.180	0.011	-0.001	0.455	0.409
6.200	0.020	0.000	0.274	0.308
6.220	0.020	0.000	0.071	0.184
6.240	0.024	-0.003	-0.086	0.061
6.260	0.027	-0.005	-0.145	-0.006
6.280	0.015	-0.002	-0.104	0.001
6.300	0.005	0.001	0.029	0.089
6.320	0.013	-0.002	0.222	0.254
6.340	0.020	0.000	0.428	0.463
6.360	0.022	0.003	0.598	0.645
6.380	0.027	-0.001	0.694	0.737
6.400	0.026	-0.003	0.690	0.709
6.420	0.012	0.001	0.576	0.563
6.440	0.007	0.000	0.378	0.349
6.460	0.015	-0.003	0.152	0.152
6.480	0.019	0.000	-0.043	0.029
6.500	0.022	0.000	-0.143	0.004
6.520	0.027	-0.004	-0.102	0.072
6.540	0.024	-0.005	0.071	0.202
6.560	0.010	0.000	0.327	0.361
6.580	0.009	0.000	0.587	0.523
6.600	0.018	-0.001	0.765	0.662
6.620	0.020	0.003	0.799	0.731
6.640	0.023	0.003	0.686	0.699
6.660	0.028	-0.003	0.475	0.564
6.680	0.020	-0.005	0.214	0.320
6.700	0.009	-0.001	-0.043	0.009
6.720	0.011	-0.003	-0.241	-0.236
6.740	0.017	-0.004	-0.334	-0.302
6.760	0.019	0.003	-0.287	-0.165
6.780	0.024	0.002	-0.072	0.143
6.800	0.029	-0.005	0.281	0.507
6.820	0.020	-0.004	0.659	0.759
6.840	0.011	0.000	0.931	0.823
6.860	0.013	-0.002	1.000	0.761
6.880	0.016	0.001	0.838	0.662
6.900	0.018	0.008	0.503	0.526
6.920	0.025	0.002	0.120	0.328
6.940	0.028	-0.008	-0.194	0.071
6.960	0.018	-0.008	-0.369	-0.201
6.980	0.012	-0.004	-0.396	-0.376
7.000	0.013	-0.005	-0.289	-0.323
7.020	0.014	0.002	-0.086	-0.037
7.040	0.019	0.010	0.180	0.336
7.060	0.028	0.003	0.467	0.626
7.080	0.028	-0.007	0.709	0.764
7.100	0.018	-0.004	0.841	0.775
7.120	0.014	-0.001	0.822	0.719
7.140	0.014	-0.002	0.654	0.626
7.160	0.014	0.006	0.375	0.457
7.180	0.019	0.008	0.065	0.203
7.200	0.028	-0.003	-0.188	-0.056
7.220	0.024	-0.012	-0.324	-0.203
7.240	0.016	-0.006	-0.315	-0.188
7.260	0.014	-0.003	-0.164	-0.035
7.280	0.014	0.000	0.085	0.180
7.300	0.015	0.008	0.359	0.379
7.320	0.023	0.009	0.592	0.541
7.340	0.028	-0.003	0.727	0.674
7.360	0.022	-0.008	0.732	0.745
7.380	0.015	-0.003	0.617	0.700
7.400	0.014	-0.002	0.431	0.520
7.420	0.013	-0.002	0.219	0.262
7.440	0.015	0.006	0.021	0.026
7.460	0.024	0.006	-0.123	-0.094
7.480	0.026	-0.006	-0.178	-0.065
7.500	0.019	-0.008	-0.127	0.056
7.520	0.015	-0.002	0.030	0.195
7.540	0.015	-0.003	0.258	0.324
7.560	0.015	0.000	0.487	0.442
7.580	0.019	0.010	0.643	0.545
7.600	0.025	0.008	0.692	0.636
7.620	0.024	-0.003	0.643	0.686
7.640	0.017	-0.005	0.521	0.631
7.660	0.015	-0.003	0.369	0.470
7.680	0.015	-0.006	0.217	0.259
7.700	0.015	-0.001	0.072	0.060
7.720	0.019	0.009	-0.051	-0.060
7.740	0.024	0.005	-0.116	-0.050
7.760	0.021	-0.005	-0.089	0.069
7.780	0.017	-0.004	0.036	0.223
7.800	0.018	-0.003	0.237	0.365
7.820	0.018	-0.006	0.453	0.475
7.840	0.018	0.003	0.605	0.540
7.860	0.022	0.014	0.646	0.569
7.880	0.023	0.007	0.573	0.572
7.900	0.020	-0.003	0.421	0.517
7.920	0.018	-0.003	0.244	0.383
7.940	0.019	-0.005	0.095	0.209
7.960	0.017	-0.007	0.006	0.069
7.980	0.018	0.004	-0.027	0.001
8.000	0.021	0.012	-0.012	0.017
8.020	0.021	0.004	0.053	0.119
8.040	0.018	-0.005	0.147	0.241
8.060	0.019	-0.004	0.241	0.309
8.080	0.020	-0.006	0.321	0.338
8.100	0.018	-0.005	0.378	0.385
8.120	0.021	0.008	0.406	0.441
8.140	0.024	0.014	0.413	0.484
8.160	0.022	0.003	0.410	0.501
8.180	0.019	-0.005	0.383	0.453
8.200	0.020	-0.003	0.319	0.336
8.220	0.018	-0.006	0.229	0.221
8.240	0.016	-0.004	0.133	0.164
8.260	0.021	0.010	0.055	0.146
8.280	0.023	0.012	0.027	0.143
8.300	0.020	-0.002	0.060	0.153
8.320	0.019	-0.006	0.131	0.172
8.340	0.020	-0.004	0.211	0.209
8.360	0.017	-0.006	0.287	0.294
8.380	0.018	-0.001	0.351	0.414
8.400	0.024	0.012	0.401	0.498
8.420	0.025	0.011	0.443	0.517
8.440	0.022	-0.003	0.462	0.489
8.460	0.021	-0.005	0.435	0.428
8.480	0.019	-0.003	0.353	0.355
8.500	0.015	-0.006	0.242	0.298
8.520	0.018	0.000	0.135	0.248
8.540	0.024	0.012	0.065	0.186
8.560	0.023	0.007	0.054	0.138
8.580	0.020	-0.005	0.102	0.142
8.600	0.020	-0.004	0.177	0.200
8.620	0.018	-0.003	0.263	0.302
8.640	0.015	-0.006	0.353	0.425
8.660	0.021	0.003	0.431	0.514
8.680	0.027	0.013	0.484	0.531
8.700	0.024	0.006	0.500	0.498
8.720	0.021	-0.004	0.462	0.442
8.740	0.021	-0.003	0.364	0.362
8.760	0.016	-0.003	0.229	0.262
8.780	0.015	-0.007	0.096	0.157
8.800	0.023	0.003	-0.008	0.052
8.820	0.025	0.012	-0.059	-0.021
8.840	0.021	0.003	-0.038	-0.002
8.860	0.020	-0.005	0.055	0.118
8.880	0.021	-0.002	0.199	0.285
8.900	0.016	-0.004	0.367	0.442
8.920	0.018	-0.006	0.517	0.550
8.940	0.025	0.008	0.602	0.583
8.960	0.025	0.015	0.593	0.549
8.980	0.021	0.003	0.490	0.481
9.000	0.021	-0.004	0.318	0.378
9.020	0.020	-0.002	0.123	0.230
9.040	0.015	-0.006	-0.047	0.062
9.060	0.019	-0.006	-0.151	-0.060
9.080	0.025	0.008	-0.173	-0.097
9.100	0.023	0.013	-0.104	-0.023
9.120	0.020	0.000	0.060	0.162
9.140	0.022	-0.004	0.280	0.390
9.160	0.020	-0.001	0.507	0.580
9.180	0.017	-0.006	0.684	0.691
9.200	0.022	-0.003	0.754	0.715
9.220	0.026	0.012	0.686	0.635
9.240	0.021	0.012	0.494	0.467
9.260	0.020	-0.002	0.236	0.269
9.280	0.021	-0.005	-0.016	0.086
9.300	0.018	-0.003	-0.193	-0.062
9.320	0.017	-0.008	-0.244	-0.128
9.340	0.023	-0.002	-0.158	-0.062
9.360	0.025	0.012	0.038	0.115
9.380	0.020	0.010	0.295	0.348
9.400	0.021	-0.003	0.545	0.575
9.420	0.021	-0.003	0.712	0.716
9.440	0.017	-0.001	0.745	0.722
9.460	0.017	-0.007	0.635	0.611
9.480	0.024	0.000	0.420	0.447
9.500	0.023	0.013	0.170	0.271
9.520	0.020	0.006	-0.036	0.109
9.540	0.021	-0.007	-0.146	-0.002
9.560	0.020	-0.005	-0.151	-0.043
9.580	0.015	-0.003	-0.056	-0.003
9.600	0.018	-0.008	0.111	0.141
9.620	0.024	0.002	0.309	0.363
9.640	0.023	0.015	0.494	0.567
9.660	0.021	0.006	0.624	0.656
9.680	0.022	-0.005	0.656	0.623
9.700	0.018	-0.002	0.572	0.515
9.720	0.014	-0.003	0.394	0.379
9.740	0.019	-0.008	0.179	0.252
9.760	0.023	0.003	-0.011	0.150
9.780	0.022	0.011	-0.114	0.065
9.800	0.021	0.001	-0.097	0.019
9.820	0.021	-0.007	0.026	0.077
9.840	0.016	-0.001	0.213	0.253
9.860	0.016	-0.003	0.414	0.474
9.880	0.022	-0.005	0.571	0.629
9.900	0.024	0.007	0.631	0.651
9.920	0.022	0.013	0.580	0.550
9.940	0.021	0.001	0.436	0.393
9.960	0.019	-0.006	0.234	0.250
9.980	0.014	-0.001	0.031	0.144
10.000	0.016	-0.006	-0.107	0.054
10.020	0.023	-0.008	-0.152	-0.034
10.040	0.022	0.006	-0.104	-0.063
10.060	0.020	0.010	0.026	0.024
10.080	0.021	-0.001	0.204	0.218
10.100	0.019	-0.004	0.394	0.462
10.120	0.016	0.000	0.556	0.650
10.140	0.021	-0.006	0.652	0.692
10.160	0.025	-0.004	0.641	0.595
10.180	0.022	0.010	0.514	0.445
10.200	0.019	0.011	0.307	0.297
10.220	0.020	-0.002	0.076	0.153
10.240	0.016	-0.004	-0.112	0.032
10.260	0.015	-0.003	-0.199	-0.040
10.280	0.022	-0.010	-0.166	-0.049
10.300	0.024	-0.004	-0.029	0.036
10.320	0.020	0.011	0.174	0.223
10.340	0.020	0.009	0.390	0.435
10.360	0.020	-0.003	0.554	0.575
10.380	0.016	-0.003	0.627	0.627
10.400	0.017	-0.004	0.599	0.607
10.420	0.024	-0.008	0.476	0.507
10.440	0.023	-0.001	0.276	0.331
10.460	0.019	0.011	0.057	0.130
10.480	0.020	0.004	-0.117	-0.037
10.500	0.019	-0.006	-0.203	-0.117
10.520	0.014	-0.004	-0.170	-0.059
10.540	0.018	-0.005	-0.009	0.134
10.560	0.025	-0.007	0.245	0.378
10.580	0.023	0.003	0.516	0.576
10.600	0.019	0.012	0.724	0.679
10.620	0.021	0.004	0.800	0.686
10.640	0.017	-0.004	0.713	0.618
10.660	0.014	-0.001	0.493	0.492
10.680	0.020	-0.005	0.210	0.304
10.700	0.025	-0.008	-0.060	0.065
10.720	0.022	0.002	-0.250	-0.152
10.740	0.020	0.008	-0.318	-0.260
10.760	0.020	0.000	-0.257	-0.221
10.780	0.015	-0.003	-0.090	-0.044
10.800	0.013	0.001	0.148	0.209
10.820	0.022	-0.003	0.412	0.467
10.840	0.026	-0.005	0.643	0.673
10.860	0.023	0.005	0.783	0.779
10.880	0.023	0.009	0.794	0.756
10.900	0.020	0.001	0.656	0.607
10.920	0.012	-0.002	0.394	0.375
10.940	0.014	-0.001	0.080	0.131
10.960	0.023	-0.007	-0.196	-0.065
10.980	0.025	-0.008	-0.360	-0.170
11.000	0.023	0.003	-0.370	-0.171
11.020	0.023	0.006	-0.230	-0.090
11.040	0.018	-0.001	0.010	0.061
11.060	0.012	0.000	0.285	0.277
11.080	0.017	0.001	0.528	0.521
11.100	0.026	-0.005	0.685	0.719
11.120	0.026	-0.003	0.722	0.790
11.140	0.024	0.006	0.642	0.692
11.160	0.023	0.005	0.467	0.464
11.180	0.015	-0.002	0.227	0.197
11.200	0.011	-0.002	-0.024	-0.018
11.220	0.018	-0.003	-0.224	-0.143
11.240	0.025	-0.008	-0.322	-0.183
11.260	0.024	-0.005	-0.288	-0.141
11.280	0.024	0.006	-0.125	-0.024
11.300	0.023	0.004	0.126	0.147
11.320	0.015	-0.001	0.397	0.353
11.340	0.013	0.001	0.622	0.571
11.360	0.023	0.000	0.749	0.741
11.380	0.027	-0.005	0.744	0.779
11.400	0.025	0.000	0.602	0.640
11.420	0.025	0.006	0.354	0.360
11.440	0.020	0.001	0.055	0.048
11.460	0.012	-0.004	-0.219	-0.182
11.480	0.014	-0.002	-0.383	-0.248
11.500	0.024	-0.004	-0.370	-0.142
11.520	0.027	-0.006	-0.176	0.063
11.540	0.027	0.000	0.140	0.274
11.560	0.026	0.006	0.478	0.452
11.580	0.019	0.002	0.729	0.599
11.600	0.012	0.000	0.817	0.700
11.620	0.017	0.003	0.725	0.708
11.640	0.026	-0.001	0.499	0.587
11.660	0.026	-0.006	0.214	0.346
11.680	0.027	0.000	-0.054	0.053
11.700	0.025	0.002	-0.255	-0.197
11.720	0.016	-0.003	-0.356	-0.318
