time, roll, pitch, yaw
14:50:06.5693	1.000	0.158	-0.051	-1.305	0.000	0.000	0.000
14:50:06.9423	1.000	0.158	-0.051	-1.305	0.000	0.000	0.000
14:50:07.0723	1.000	0.158	-0.051	-1.305	0.000	0.000	0.000
14:50:07.2073	1.000	0.158	-0.051	-1.305	0.000	0.000	0.000
14:50:07.3543	1.000	0.158	-0.051	-1.305	0.000	0.000	0.000
14:50:07.5133	1.000	0.158	-0.051	-1.305	0.000	0.000	0.000
14:50:07.6604	1.000	0.158	-0.051	-1.305	0.000	0.000	0.000
14:50:07.8134	1.000	0.158	-0.051	-1.305	0.000	0.000	0.000
14:50:07.9544	1.000	0.158	-0.051	-1.305	0.000	0.000	0.000
14:50:08.0864	1.000	0.158	-0.051	-1.305	0.000	0.000	0.000
14:50:08.2424	1.000	0.158	-0.051	-1.305	0.000	0.000	0.000
14:50:08.3964	1.000	0.158	-0.051	-1.305	0.000	0.000	0.000
14:50:08.5284	0.000	-0.018	1.000	0.158	-0.051	-1.305
14:50:08.6744	0.000	-0.018	1.000	0.158	-0.051	-1.305
14:50:08.8604	0.000	-0.018	1.000	0.158	-0.051	-1.305
14:50:09.0144	0.000	-0.018	1.000	0.158	-0.051	-1.305
14:50:09.1444	0.000	-0.018	1.000	0.158	-0.051	-1.305
14:50:09.3314	0.000	-0.018	1.000	0.158	-0.051	-1.305
14:50:09.6355	0.000	-0.018	1.000	0.158	-0.051	-1.305
14:50:09.7425	0.000	-0.018	1.000	0.158	-0.051	-1.305
14:50:10.0325	0.000	-0.018	1.000	0.158	-0.051	-1.305
14:50:10.3675	0.000	-0.018	1.000	0.158	-0.051	-1.305
14:50:10.5165	0.000	-0.018	1.000	0.158	-0.051	-1.305
14:50:10.7725	0.000	-0.018	1.000	0.158	-0.051	-1.305
14:50:10.9205	0.000	-0.018	1.000	0.158	-0.051	-1.305
14:50:11.3206	0.000	-0.018	1.000	0.158	-0.051	-1.305
14:50:11.3756	-1.000	0.000	0.000	-0.018	1.000	0.000
14:50:11.7226	0.000	-0.018	1.000	0.158	-0.051	-1.305
14:50:11.9356	0.000	-0.018	1.000	0.158	-0.051	-1.305
14:50:12.1556	0.000	-0.018	1.000	0.158	-0.051	-1.305
14:50:12.3266	0.000	-0.018	1.000	0.158	-0.051	-1.305
14:50:12.4506	0.000	-0.018	1.000	0.158	-0.051	-1.305
14:50:12.6326	0.000	-0.018	1.000	0.158	-0.051	-1.305
14:50:12.7536	0.000	-0.018	1.000	0.158	-0.051	-1.305
14:50:12.9167	0.000	-0.018	1.000	0.158	-0.051	-1.305
14:50:13.0197	0.000	-0.018	1.000	0.158	-0.051	-1.305
14:50:13.1997	0.000	-0.018	1.000	0.158	-0.051	-1.305
14:50:13.3327	0.000	-0.018	1.000	0.158	-0.051	-1.305
14:50:13.7227	0.000	-0.018	1.000	0.158	-0.051	-1.305
14:50:13.9447	0.000	-0.018	1.000	0.158	-0.051	-1.305
