time, roll, pitch, yaw
16:37:34.1325	0.000	-1.000	-1.000	-1.000	0.000	0.000	0.000
16:37:34.2525	0.000	-1.000	-1.000	-1.000	0.000	0.000	0.000
16:37:34.4165	0.000	-1.000	-1.000	-1.000	0.000	0.000	0.000
16:37:34.5796	0.000	-1.000	-1.000	-1.000	0.000	0.000	0.000
16:37:34.7096	0.000	-1.000	-1.000	-1.000	0.000	0.000	0.000
16:37:34.8656	0.000	-1.000	-1.000	-1.000	0.000	0.000	0.000
16:37:35.1506	0.000	-1.000	-1.000	-1.000	0.000	0.000	0.000
16:37:35.3416	0.000	-1.000	-1.000	-1.000	0.000	0.000	0.000
16:37:35.8946	0.000	-1.000	-1.000	-1.000	0.000	0.000	0.000
16:37:36.1566	0.000	-1.000	-1.000	-1.000	0.000	0.000	0.000
16:37:36.2226	0.000	-1.000	-1.000	-1.000	0.000	0.000	0.000
16:37:36.3737	0.000	-1.000	-1.000	-1.000	0.000	0.000	0.000
16:37:36.5167	0.000	-1.000	-1.000	-1.000	0.000	0.000	0.000
16:37:36.6887	0.000	-1.000	-1.000	-1.000	0.000	0.000	0.000
16:37:36.8257	0.000	-1.000	-1.000	-1.000	0.000	0.000	0.000
16:37:36.9907	0.000	-1.000	-1.000	-1.000	0.000	0.000	0.000
16:37:37.1127	0.000	-1.000	-1.000	-1.000	0.000	0.000	0.000
16:37:37.2877	0.000	-1.000	-1.000	-1.000	0.000	0.000	0.000
16:37:37.4147	0.000	-1.000	-1.000	-1.000	0.000	0.000	0.000
16:37:37.5807	0.000	-1.000	-1.000	-1.000	0.000	0.000	0.000
16:37:37.7167	0.000	-1.000	-1.000	-1.000	0.000	0.000	0.000
16:37:37.8837	0.000	-1.000	-1.000	-1.000	0.000	0.000	0.000
16:37:38.0298	0.000	-1.000	-1.000	-1.000	0.000	0.000	0.000
16:37:38.1488	0.000	-1.000	-1.000	-1.000	0.000	0.000	0.000
16:37:38.3318	0.000	-1.000	-1.000	-1.000	0.000	0.000	0.000
16:37:38.4808	0.000	-1.000	-1.000	-1.000	0.000	0.000	0.000
16:37:38.6308	0.000	-1.000	-1.000	-1.000	0.000	0.000	0.000
16:37:38.7658	0.000	-1.000	-1.000	-1.000	0.000	0.000	0.000
16:37:38.9438	0.000	-1.000	-1.000	-1.000	0.000	0.000	0.000
16:37:39.0758	0.000	-1.000	-1.000	-1.000	0.000	0.000	0.000
16:37:39.2608	0.000	-1.000	-1.000	-1.000	0.000	0.000	0.000
16:37:39.3758	0.000	-1.000	-1.000	-1.000	0.000	0.000	0.000
16:37:39.5598	0.000	-1.000	-1.000	-1.000	0.000	0.000	0.000
16:37:39.6768	0.000	-1.000	-1.000	-1.000	0.000	0.000	0.000
16:37:39.8419	0.000	-1.000	-1.000	-1.000	0.000	0.000	0.000
16:37:39.9759	0.000	-1.000	-1.000	-1.000	0.000	0.000	0.000
16:37:40.1399	0.000	-1.000	-1.000	-1.000	0.000	0.000	0.000
16:37:40.2789	0.000	-1.000	-1.000	-1.000	0.000	0.000	0.000
16:37:40.4539	0.000	-1.000	-1.000	-1.000	0.000	0.000	0.000
16:37:40.5799	0.000	-1.000	-1.000	-1.000	0.000	0.000	0.000
16:37:40.7279	0.000	-1.000	-1.000	-1.000	0.000	0.000	0.000
16:37:40.8919	0.000	-1.000	-1.000	-1.000	0.000	0.000	0.000
16:37:41.0119	0.000	-1.000	-1.000	-1.000	0.000	0.000	0.000
16:37:41.1559	0.000	-1.000	-1.000	-1.000	0.000	0.000	0.000
16:37:41.3059	0.000	-1.000	-1.000	-1.000	0.000	0.000	0.000
16:37:41.4870	0.000	-1.000	-1.000	-1.000	0.000	0.000	0.000
16:37:41.6250	0.000	-1.000	-1.000	-1.000	0.000	0.000	0.000
16:37:41.8110	0.000	-1.000	-1.000	-1.000	0.000	0.000	0.000
16:37:41.9250	0.000	-1.000	-1.000	-1.000	0.000	0.000	0.000
16:37:42.0890	0.000	-1.000	-1.000	-1.000	0.000	0.000	0.000
16:37:42.2270	0.000	-1.000	-1.000	-1.000	0.000	0.000	0.000
16:37:42.4100	0.000	-1.000	-1.000	-1.000	0.000	0.000	0.000
16:37:42.5270	0.000	-1.000	-1.000	-1.000	0.000	0.000	0.000
16:37:42.6910	0.000	-1.000	-1.000	-1.000	0.000	0.000	0.000
16:37:42.8270	0.000	-1.000	-1.000	-1.000	0.000	0.000	0.000
16:37:43.0150	0.000	-1.000	-1.000	-1.000	0.000	0.000	0.000
16:37:43.1340	0.000	-1.000	-1.000	-1.000	0.000	0.000	0.000
16:37:43.2811	0.000	-1.000	-1.000	-1.000	0.000	0.000	0.000
16:37:43.4311	0.000	-1.000	-1.000	-1.000	0.000	0.000	0.000
