time, roll, pitch, yaw
21:09:40.3789	0.00	-1.00	-1.00	-1.00
21:09:40.4969	0.00	-1.00	-1.00	-1.00
21:09:40.6419	0.00	-1.00	-1.00	-1.00
21:09:40.7609	0.00	-1.00	-1.00	-1.00
21:09:40.9130	0.00	-1.00	-1.00	-1.00
21:09:41.0710	0.00	-1.00	-1.00	-1.00
21:09:41.2110	0.00	-1.00	-1.00	-1.00
21:09:41.3750	0.00	-1.00	-1.00	-1.00
21:09:41.5250	0.00	-1.00	-1.00	-1.00
21:09:41.6860	0.00	-1.00	-1.00	-1.00
21:09:41.8311	0.00	-1.00	-1.00	-1.00
21:09:41.9741	0.00	-1.00	-1.00	-1.00
21:09:42.1411	0.00	-1.00	-1.00	-1.00
21:09:42.2721	0.00	-1.00	-1.00	-1.00
21:09:42.4281	0.00	-1.00	-1.00	-1.00
21:09:42.5831	0.00	-1.00	-1.00	-1.00
21:09:42.7361	0.00	-1.00	-1.00	-1.00
21:09:42.9232	0.00	-1.00	-1.00	-1.00
21:09:43.0472	0.00	-1.00	-1.00	-1.00
21:09:43.2102	0.00	-1.00	-1.00	-1.00
21:09:43.3262	0.00	-1.00	-1.00	-1.00
21:09:43.4662	0.00	-1.00	-1.00	-1.00
21:09:43.6332	0.00	-1.00	-1.00	-1.00
21:09:43.7812	0.00	-1.00	-1.00	-1.00
21:09:43.9383	0.00	-1.00	-1.00	-1.00
21:09:44.0653	0.00	-1.00	-1.00	-1.00
21:09:48.2267	-1.00	-1.00	-1.00
21:09:48.2837	0.00	0.00	0.00
21:09:48.4277	0.00	0.00	0.03
21:09:48.6247	0.00	0.00	0.03
21:09:48.8248	0.00	0.00	0.03
21:09:48.8808	-0.00	0.00	0.00
21:09:49.0248	0.00	0.00	0.03
21:09:49.2248	0.00	0.00	0.03
21:09:49.4238	0.00	0.00	0.03
21:09:49.4808	-0.00	0.00	0.00
21:09:49.6418	0.00	0.00	0.03
21:09:49.8239	0.00	0.00	0.03
21:09:50.0249	0.00	0.00	0.03
21:09:50.0809	-0.00	0.00	0.00
21:09:50.2239	0.00	0.00	0.03
21:09:50.4239	0.00	0.00	0.03
21:09:50.6239	0.00	0.00	0.03
21:09:50.8270	0.00	0.00	0.03
21:09:51.0240	0.00	0.00	0.03
21:09:51.2240	0.00	0.00	0.03
21:09:51.4250	0.00	0.00	0.03
21:09:51.6250	0.00	0.00	0.03
21:09:51.8241	0.00	0.00	0.03
21:09:51.8811	-0.00	0.00	0.00
21:09:52.0241	0.00	0.00	0.03
21:09:52.2241	0.00	0.00	0.03
21:09:52.4261	0.00	0.00	0.03
21:09:52.4831	-0.00	0.00	0.00
21:09:52.6651	0.00	0.00	0.03
21:09:52.8432	0.00	0.00	0.03
21:09:53.0252	0.00	0.00	0.03
21:09:53.2252	0.00	0.00	0.03
21:09:53.4622	0.00	0.00	0.03
21:09:53.5192	-0.00	0.00	0.00
21:09:53.7202	0.00	0.00	0.03
21:09:53.8243	0.00	0.00	0.03
21:09:54.0253	0.00	0.00	0.03
