time, tau [N/Nm] (X,Y,Z,K,M,N), rpm(side,vert,starboard,port) 
17:09:44.9006	0.00	0.00	0.00	0.00	0.00	0.00	0.0	0.0	0.0	0.0
17:09:45.0246	0.00	0.00	0.00	0.00	0.00	0.00	0.0	0.0	0.0	0.0
17:09:45.1666	0.00	0.00	0.00	0.00	0.00	0.00	0.0	0.0	0.0	0.0
17:09:45.2837	0.00	0.00	0.00	0.00	0.00	0.00	0.0	0.0	0.0	0.0
17:09:45.4177	0.00	0.00	0.00	0.00	0.00	0.00	0.0	0.0	0.0	0.0
17:09:45.6007	0.00	0.00	0.00	0.00	0.00	0.00	0.0	0.0	0.0	0.0
17:09:45.7417	0.00	0.00	0.00	0.00	0.00	0.00	0.0	0.0	0.0	0.0
17:09:45.9467	0.00	0.00	0.00	0.00	0.00	0.00	0.0	0.0	0.0	0.0
17:09:46.1667	0.00	0.00	0.00	0.00	0.00	0.00	0.0	0.0	0.0	0.0
17:09:46.3488	0.00	0.00	0.00	0.00	0.00	0.00	0.0	0.0	0.0	0.0
17:09:46.5048	0.00	0.00	0.00	0.00	0.00	0.00	0.0	0.0	0.0	0.0
17:09:46.6448	0.00	0.00	0.00	0.00	0.00	0.00	0.0	0.0	0.0	0.0
17:09:46.8038	0.00	0.00	0.00	0.00	0.00	0.00	0.0	0.0	0.0	0.0
17:09:46.9418	0.00	0.00	0.00	0.00	0.00	0.00	0.0	0.0	0.0	0.0
17:09:47.0918	0.00	0.00	0.00	0.00	0.00	0.00	0.0	0.0	0.0	0.0
17:09:47.2469	0.00	0.00	0.00	0.00	0.00	0.00	0.0	0.0	0.0	0.0
17:09:47.4319	344.84	0.00	-0.05	0.00	0.00	0.00	0.0	-18.0	1182.0	1182.0
17:09:47.5199	-0.54	0.00	-1.19	0.00	0.00	0.00	0.0	-90.0	-88.0	-88.0
17:09:47.6849	-28.13	0.00	-2.63	0.00	0.00	0.00	0.0	-133.0	-632.0	-632.0
17:09:47.8409	-28.19	0.00	-4.45	0.00	0.00	0.00	0.0	-173.0	-633.0	-633.0
17:09:47.9979	-25.92	0.00	-6.50	0.00	0.00	0.00	0.0	-210.0	-607.0	-607.0
17:09:48.1519	-22.71	0.00	-8.53	0.00	0.00	0.00	0.0	-240.0	-568.0	-568.0
17:09:48.3090	-20.18	0.00	-10.00	0.00	0.00	0.00	0.0	-260.0	-535.0	-535.0
17:09:48.4650	-16.98	0.00	-11.53	0.00	0.00	0.00	0.0	-279.0	-491.0	-491.0
17:09:48.6110	-14.12	0.00	-12.59	0.00	0.00	0.00	0.0	-292.0	-448.0	-448.0
17:09:48.7410	-11.67	0.00	-13.27	0.00	0.00	0.00	0.0	-299.0	-407.0	-407.0
17:09:48.8990	-8.53	0.00	-13.85	0.00	0.00	0.00	0.0	-306.0	-348.0	-348.0
17:09:49.0600	-5.79	0.00	-14.35	0.00	0.00	0.00	0.0	-311.0	-287.0	-287.0
