time, tau [N/Nm] (X,Y,Z,K,M,N), rpm(side,vert,starboard,port) 
11:52:22.2082	0.00	0.00	0.00	0.00	0.00	0.00	0.0	0.0	0.0	0.0
11:52:22.2822	-0.00	-0.00	-0.00	0.00	0.00	0.00	0.0	0.0	0.0	-1.0
11:52:22.4742	-0.00	-0.00	-0.00	0.00	0.00	0.00	1.0	0.0	1.0	-2.0
11:52:22.5892	-0.00	-0.00	-0.00	0.00	0.00	0.01	1.0	-1.0	3.0	-4.0
11:52:22.7572	-0.01	-0.01	-0.00	0.00	0.00	0.02	2.0	-2.0	5.0	-7.0
11:52:22.9242	-0.02	-0.02	-0.01	0.00	0.00	0.04	3.0	-5.0	7.0	-11.0
11:52:23.0402	-0.05	-0.04	-0.02	0.00	0.00	0.08	5.0	-6.0	10.0	-16.0
11:52:23.2082	-0.08	-0.07	-0.04	0.00	0.00	0.15	6.0	-9.0	13.0	-22.0
11:52:23.3782	-0.14	-0.12	-0.08	0.00	0.00	0.25	8.0	-12.0	17.0	-28.0
11:52:23.4972	-0.22	-0.20	0.03	0.00	0.00	0.39	9.0	4.0	21.0	-35.0
11:52:23.6672	-0.33	-0.29	-0.04	0.00	0.00	0.58	11.0	-10.0	26.0	-43.0
11:52:23.7843	-0.50	-0.42	-0.36	0.00	0.00	0.83	13.0	-25.0	30.0	-52.0
11:52:23.9503	-0.66	-0.59	-0.12	0.00	0.00	1.13	14.0	-16.0	36.0	-61.0
11:52:24.1183	-0.91	-0.78	-0.52	0.00	0.00	1.50	16.0	-30.0	40.0	-71.0
11:52:24.2363	-1.21	-1.00	-1.35	0.00	0.00	1.94	18.0	-48.0	44.0	-81.0
11:52:24.4043	-1.55	-1.25	-2.38	0.00	0.00	2.43	21.0	-63.0	48.0	-92.0
11:52:24.5713	-1.84	-1.56	-1.94	0.00	0.00	2.92	20.0	-57.0	54.0	-100.0
11:52:24.6893	-2.21	-1.87	-2.67	0.00	0.00	3.48	21.0	-67.0	58.0	-109.0
11:52:24.8553	-2.70	-2.18	-6.03	0.00	0.00	4.14	25.0	-99.0	60.0	-121.0
11:52:25.0233	-3.09	-2.52	-7.12	0.00	0.00	4.76	26.0	-108.0	64.0	-130.0
11:52:25.1403	-3.55	-2.86	-10.28	0.00	0.00	5.44	29.0	-129.0	66.0	-140.0
11:52:25.3073	-3.86	-3.24	-9.31	0.00	0.00	6.05	27.0	-123.0	73.0	-146.0
11:52:25.4744	-4.06	-3.65	-4.20	0.00	0.00	6.60	23.0	-84.0	83.0	-150.0
11:52:25.5904	-4.32	-4.05	-0.09	0.00	0.00	7.22	21.0	-24.0	91.0	-154.0
11:52:25.7564	-4.66	-4.41	1.42	0.00	0.00	7.94	24.0	42.0	97.0	-161.0
11:52:25.9224	-5.00	-4.77	3.17	0.00	0.00	8.69	28.0	67.0	103.0	-167.0
11:52:26.0394	-5.36	-5.13	4.53	0.00	0.00	9.48	33.0	82.0	109.0	-173.0
11:52:26.2064	-5.74	-5.46	3.53	0.00	0.00	10.33	39.0	71.0	113.0	-181.0
11:52:26.3734	-6.12	-5.80	2.43	0.00	0.00	11.21	44.0	57.0	118.0	-188.0
11:52:26.4894	-6.49	-6.13	0.08	0.00	0.00	12.12	50.0	-24.0	122.0	-195.0
11:52:26.6554	-6.86	-6.45	-2.70	0.00	0.00	13.05	55.0	-71.0	125.0	-203.0
11:52:26.8224	-7.18	-6.79	-2.41	0.00	0.00	13.99	60.0	-68.0	131.0	-209.0
11:52:26.9394	-7.52	-7.12	-4.65	0.00	0.00	14.97	65.0	-90.0	135.0	-215.0
11:52:27.1054	-7.86	-7.45	-7.26	0.00	0.00	15.98	70.0	-111.0	139.0	-222.0
11:52:27.2715	-8.18	-7.78	-9.37	0.00	0.00	17.01	75.0	-126.0	144.0	-229.0
11:52:27.3885	-8.50	-8.11	-12.32	0.00	0.00	18.06	79.0	-143.0	148.0	-235.0
11:52:27.5555	-8.80	-8.45	-8.52	0.00	0.00	19.14	84.0	-120.0	155.0	-240.0
11:52:27.7235	-9.11	-8.79	-7.54	0.00	0.00	20.24	88.0	-114.0	160.0	-245.0
11:52:27.8395	-9.43	-9.12	-7.40	0.00	0.00	21.36	93.0	-113.0	166.0	-251.0
11:52:28.0065	-9.75	-9.46	-7.93	0.00	0.00	22.49	97.0	-117.0	171.0	-257.0
11:52:28.1295	-10.08	-9.79	-6.93	0.00	0.00	23.64	102.0	-110.0	176.0	-262.0
11:52:28.4385	-10.40	-10.13	-7.36	0.00	0.00	24.80	106.0	-113.0	181.0	-268.0
