time, nu_mes, nu_est, nu_des (6-DOF) 
13:13:49.2072	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
13:13:49.5332	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
13:13:49.6952	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0009	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
13:13:49.8322	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0017	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
13:13:50.0432	0.0000	-0.0008	0.0100	0.0000	0.0000	-0.0011	0.0000	0.0026	0.0001	0.0000	0.0000	-0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
13:13:50.3382	0.0000	-0.0008	0.0100	0.0000	0.0000	-0.0011	0.0000	0.0034	0.0005	0.0000	0.0000	-0.0002	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
13:13:50.5062	0.0000	-0.0008	0.0100	0.0000	0.0000	-0.0011	0.0000	0.0042	0.0017	0.0000	0.0000	-0.0004	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
13:13:50.7802	0.0000	-0.0017	0.0100	0.0000	0.0000	-0.0021	0.0000	0.0050	0.0040	0.0000	0.0000	-0.0008	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
13:13:50.8732	0.0000	0.0125	0.0100	0.0000	0.0000	-0.0021	0.0000	0.0059	0.0078	0.0000	0.0000	-0.0012	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
13:13:51.0622	0.0000	0.0125	0.0100	0.0000	0.0000	-0.0021	0.0000	0.0068	0.0130	0.0000	0.0000	-0.0015	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
13:13:51.1982	0.0000	0.0125	0.0100	0.0000	0.0000	-0.0021	0.0000	0.0078	0.0179	0.0000	0.0000	-0.0017	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
13:13:51.3612	0.0000	0.0125	0.0100	0.0000	0.0000	-0.0021	0.0000	0.0087	0.0217	0.0000	0.0000	-0.0018	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
13:13:51.5192	0.0000	0.0116	0.0100	0.0000	0.0000	-0.0032	0.0000	0.0097	0.0247	0.0000	0.0000	-0.0021	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
13:13:51.6202	0.0000	0.0116	0.0100	0.0000	0.0000	-0.0032	0.0000	0.0106	0.0269	0.0000	0.0000	-0.0024	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
13:13:51.8122	0.0000	0.0116	0.0100	0.0000	0.0000	-0.0032	0.0000	0.0115	0.0276	0.0000	0.0000	-0.0026	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
13:13:51.9612	0.0000	0.0116	0.0100	0.0000	0.0000	-0.0032	0.0000	0.0122	0.0277	0.0000	0.0000	-0.0027	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
13:13:52.0972	0.0000	0.0116	0.0100	0.0000	0.0000	-0.0032	0.0000	0.0130	0.0275	0.0000	0.0000	-0.0027	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
13:13:52.2442	0.0000	0.0116	0.0100	0.0000	0.0000	-0.0032	0.0000	0.0136	0.0268	0.0000	0.0000	-0.0028	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
13:13:52.4082	0.0000	0.0116	0.0100	0.0000	0.0000	-0.0032	0.0000	0.0141	0.0258	0.0000	0.0000	-0.0028	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
13:13:52.5882	0.0000	0.0116	0.0100	0.0000	0.0000	-0.0032	0.0000	0.0145	0.0246	0.0000	0.0000	-0.0028	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
13:13:52.7082	0.0000	0.0108	0.0100	0.0000	0.0000	-0.0043	0.0000	0.0148	0.0233	0.0000	0.0000	-0.0031	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
13:13:52.8602	0.0000	0.0108	0.0100	0.0000	0.0000	-0.0043	0.0000	0.0149	0.0220	0.0000	0.0000	-0.0033	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
13:13:53.0092	0.0000	0.0108	0.0100	0.0000	0.0000	-0.0043	0.0000	0.0150	0.0207	0.0000	0.0000	-0.0034	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
13:13:53.1912	0.0000	0.0108	0.0100	0.0000	0.0000	-0.0043	0.0000	0.0150	0.0196	0.0000	0.0000	-0.0050	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
13:13:53.2922	-0.0071	0.0178	0.0100	0.0000	0.0000	-0.0043	-0.0008	0.0159	0.0186	0.0000	0.0000	-0.0060	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
13:13:53.4842	-0.0071	0.0178	0.0100	0.0000	0.0000	-0.0043	-0.0016	0.0166	0.0177	0.0000	0.0000	-0.0065	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
13:13:53.5912	-0.0071	0.0178	0.0200	0.0000	0.0000	-0.0043	-0.0024	0.0172	0.0179	0.0000	0.0000	-0.0067	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
13:13:53.7872	-0.0071	0.0178	0.0200	0.0000	0.0000	-0.0043	-0.0031	0.0178	0.0180	0.0000	0.0000	-0.0066	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
13:13:53.9432	-0.0071	0.0178	0.0200	0.0000	0.0000	-0.0043	-0.0038	0.0183	0.0180	0.0000	0.0000	-0.0063	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
13:13:54.0932	-0.0071	0.0178	0.0200	0.0000	0.0000	-0.0043	-0.0044	0.0187	0.0180	0.0000	0.0000	-0.0060	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
13:13:54.2382	-0.0071	0.0178	0.0200	0.0000	0.0000	-0.0043	-0.0049	0.0191	0.0187	0.0000	0.0000	-0.0056	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
